"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PICOTA (000)",37420,784,12496,9703,7603,5000,1834
"Jefe o Jefa (001)",8861,,12,1528,3596,2782,943
"Esposa(o) / compañera(o) (002)",7015,,15,2171,2766,1658,405
"Hijo(a) / hijastro(a) (003)",15662,573,10211,4162,600,112,4
"Yerno / nuera (004)",616,,15,439,135,25,2
"Nieto(a) (005)",1769,162,1376,215,15,1,
"Padres / suegros (006)",481,,,,7,120,354
"Otro(a) pariente (007)",2317,45,788,839,326,215,104
"Trabajador(a) del hogar (008)",94,,11,62,12,5,4
"Pensionistas (009)",71,,2,35,21,11,2
"Otro(a) no pariente (010)",534,4,66,252,125,71,16
"Hombres (011)",19798,391,6463,4977,4155,2892,920
"Jefe o Jefa (012)",7784,,7,1329,3209,2485,754
"Esposa(o) / compañera(o) (013)",195,,6,40,85,51,13
"Hijo(a) / hijastro(a) (014)",8699,290,5306,2597,422,81,3
"Yerno / nuera (015)",252,,5,139,92,15,1
"Nieto(a) (016)",913,79,711,113,9,1,
"Padres / suegros (017)",144,,,,,44,100
"Otro(a) pariente (018)",1389,21,394,572,224,142,36
"Trabajador(a) del hogar (019)",14,,2,6,2,2,2
"Pensionistas (020)",46,,,17,17,10,2
"Otro(a) no pariente (021)",362,1,32,164,95,61,9
"Mujeres (022)",17622,393,6033,4726,3448,2108,914
"Jefe o Jefa (023)",1077,,5,199,387,297,189
"Esposa(o) / compañera(o) (024)",6820,,9,2131,2681,1607,392
"Hijo(a) / hijastro(a) (025)",6963,283,4905,1565,178,31,1
"Yerno / nuera (026)",364,,10,300,43,10,1
"Nieto(a) (027)",856,83,665,102,6,,
"Padres / suegros (028)",337,,,,7,76,254
"Otro(a) pariente (029)",928,24,394,267,102,73,68
"Trabajador(a) del hogar (030)",80,,9,56,10,3,2
"Pensionistas (031)",25,,2,18,4,1,
"Otro(a) no pariente (032)",172,3,34,88,30,10,7
,,,,,,,
"URBANA (033)",23181,429,7253,5857,5043,3330,1269
"Jefe o Jefa (034)",5577,,9,768,2316,1846,638
"Esposa(o) / compañera(o) (035)",4370,,10,1141,1846,1105,268
"Hijo(a) / hijastro(a) (036)",9351,296,5774,2772,422,83,4
"Yerno / nuera (037)",426,,6,296,102,20,2
"Nieto(a) (038)",1229,111,946,160,11,1,
"Padres / suegros (039)",334,,,,3,67,264
"Otro(a) pariente (040)",1368,20,442,460,220,147,79
"Trabajador(a) del hogar (041)",76,,8,53,9,4,2
"Pensionistas (042)",69,,2,34,21,10,2
"Otro(a) no pariente (043)",381,2,56,173,93,47,10
"Hombres (044)",12052,215,3768,2867,2675,1910,617
"Jefe o Jefa (045)",4794,,5,634,2012,1644,499
"Esposa(o) / compañera(o) (046)",139,,6,24,66,36,7
"Hijo(a) / hijastro(a) (047)",5156,148,3018,1644,287,56,3
"Yerno / nuera (048)",173,,4,87,70,11,1
"Nieto(a) (049)",630,58,487,77,7,1,
"Padres / suegros (050)",97,,,,,25,72
"Otro(a) pariente (051)",778,9,225,282,147,89,26
"Trabajador(a) del hogar (052)",8,,,4,2,1,1
"Pensionistas (053)",44,,,16,17,9,2
"Otro(a) no pariente (054)",233,,23,99,67,38,6
"Mujeres (055)",11129,214,3485,2990,2368,1420,652
"Jefe o Jefa (056)",783,,4,134,304,202,139
"Esposa(o) / compañera(o) (057)",4231,,4,1117,1780,1069,261
"Hijo(a) / hijastro(a) (058)",4195,148,2756,1128,135,27,1
"Yerno / nuera (059)",253,,2,209,32,9,1
"Nieto(a) (060)",599,53,459,83,4,,
"Padres / suegros (061)",237,,,,3,42,192
"Otro(a) pariente (062)",590,11,217,178,73,58,53
"Trabajador(a) del hogar (063)",68,,8,49,7,3,1
"Pensionistas (064)",25,,2,18,4,1,
"Otro(a) no pariente (065)",148,2,33,74,26,9,4
,,,,,,,
"RURAL (066)",14239,355,5243,3846,2560,1670,565
"Jefe o Jefa (067)",3284,,3,760,1280,936,305
"Esposa(o) / compañera(o) (068)",2645,,5,1030,920,553,137
"Hijo(a) / hijastro(a) (069)",6311,277,4437,1390,178,29,
"Yerno / nuera (070)",190,,9,143,33,5,
"Nieto(a) (071)",540,51,430,55,4,,
"Padres / suegros (072)",147,,,,4,53,90
"Otro(a) pariente (073)",949,25,346,379,106,68,25
"Trabajador(a) del hogar (074)",18,,3,9,3,1,2
"Pensionistas (075)",2,,,1,,1,
"Otro(a) no pariente (076)",153,2,10,79,32,24,6
"Hombres (077)",7746,176,2695,2110,1480,982,303
"Jefe o Jefa (078)",2990,,2,695,1197,841,255
"Esposa(o) / compañera(o) (079)",56,,,16,19,15,6
"Hijo(a) / hijastro(a) (080)",3543,142,2288,953,135,25,
"Yerno / nuera (081)",79,,1,52,22,4,
"Nieto(a) (082)",283,21,224,36,2,,
"Padres / suegros (083)",47,,,,,19,28
"Otro(a) pariente (084)",611,12,169,290,77,53,10
"Trabajador(a) del hogar (085)",6,,2,2,,1,1
"Pensionistas (086)",2,,,1,,1,
"Otro(a) no pariente (087)",129,1,9,65,28,23,3
"Mujeres (088)",6493,179,2548,1736,1080,688,262
"Jefe o Jefa (089)",294,,1,65,83,95,50
"Esposa(o) / compañera(o) (090)",2589,,5,1014,901,538,131
"Hijo(a) / hijastro(a) (091)",2768,135,2149,437,43,4,
"Yerno / nuera (092)",111,,8,91,11,1,
"Nieto(a) (093)",257,30,206,19,2,,
"Padres / suegros (094)",100,,,,4,34,62
"Otro(a) pariente (095)",338,13,177,89,29,15,15
"Trabajador(a) del hogar (096)",12,,1,7,3,,1
"Otro(a) no pariente (098)",24,1,1,14,4,1,3
