"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia YAUYOS (000)",10322,1617,3301,2593,2811
"Asiste actualmente (001)",7248,906,3148,2367,827
"No asiste (002)",3074,711,153,226,1984
"Hombres (004)",5517,827,1710,1358,1622
"Asiste actualmente (005)",3826,476,1636,1248,466
"No asiste (006)",1691,351,74,110,1156
"Mujeres (008)",4805,790,1591,1235,1189
"Asiste actualmente (009)",3422,430,1512,1119,361
"No asiste (010)",1383,360,79,116,828
,,,,,
"URBANA (012)",6078,942,1963,1685,1488
"Asiste actualmente (013)",4601,548,1897,1597,559
"No asiste (014)",1477,394,66,88,929
"Hombres (016)",3173,482,1020,880,791
"Asiste actualmente (017)",2421,288,992,839,302
"No asiste (018)",752,194,28,41,489
"Mujeres (020)",2905,460,943,805,697
"Asiste actualmente (021)",2180,260,905,758,257
"No asiste (022)",725,200,38,47,440
,,,,,
"RURAL (024)",4244,675,1338,908,1323
"Asiste actualmente (025)",2647,358,1251,770,268
"No asiste (026)",1597,317,87,138,1055
"Hombres (028)",2344,345,690,478,831
"Asiste actualmente (029)",1405,188,644,409,164
"No asiste (030)",939,157,46,69,667
"Mujeres (032)",1900,330,648,430,492
"Asiste actualmente (033)",1242,170,607,361,104
"No asiste (034)",658,160,41,69,388
