"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CANGALLO (000)",24659,4343,4138,4237,3724,2686,5531
"Conviviente (001)",3615,114,1083,1444,562,214,198
"Separado(a) (002)",496,8,71,110,117,83,107
"Casado(a) (003)",10257,11,384,1859,2586,2016,3401
"Viudo(a) (004)",1969,1,8,28,120,210,1602
"Divorciado(a) (005)",82,,7,9,13,18,35
"Soltero(a) (006)",8240,4209,2585,787,326,145,188
"Hombres (008)",11568,2252,2028,1955,1788,1225,2320
"Conviviente (009)",1767,49,447,751,307,115,98
"Separado(a) (010)",106,1,5,12,28,24,36
"Casado(a) (011)",5058,3,128,839,1285,984,1819
"Viudo(a) (012)",374,,1,4,29,36,304
"Divorciado(a) (013)",35,,2,2,4,11,16
"Soltero(a) (014)",4228,2199,1445,347,135,55,47
"Mujeres (016)",13091,2091,2110,2282,1936,1461,3211
"Conviviente (017)",1848,65,636,693,255,99,100
"Separado(a) (018)",390,7,66,98,89,59,71
"Casado(a) (019)",5199,8,256,1020,1301,1032,1582
"Viudo(a) (020)",1595,1,7,24,91,174,1298
"Divorciado(a) (021)",47,,5,7,9,7,19
"Soltero(a) (022)",4012,2010,1140,440,191,90,141
,,,,,,,
"URBANA (024)",8758,1641,1455,1586,1460,909,1707
"Conviviente (025)",1338,53,356,553,234,78,64
"Separado(a) (026)",190,2,30,44,47,29,38
"Casado(a) (027)",3476,3,96,654,997,682,1044
"Viudo(a) (028)",606,1,3,8,41,63,490
"Divorciado(a) (029)",30,,4,3,6,5,12
"Soltero(a) (030)",3118,1582,966,324,135,52,59
"Hombres (032)",4167,872,720,720,723,429,703
"Conviviente (033)",648,21,142,282,123,47,33
"Separado(a) (034)",44,,,4,15,11,14
"Casado(a) (035)",1705,1,23,288,505,338,550
"Viudo(a) (036)",99,,,2,9,9,79
"Divorciado(a) (037)",11,,1,,3,2,5
"Soltero(a) (038)",1660,850,554,144,68,22,22
"Mujeres (040)",4591,769,735,866,737,480,1004
"Conviviente (041)",690,32,214,271,111,31,31
"Separado(a) (042)",146,2,30,40,32,18,24
"Casado(a) (043)",1771,2,73,366,492,344,494
"Viudo(a) (044)",507,1,3,6,32,54,411
"Divorciado(a) (045)",19,,3,3,3,3,7
"Soltero(a) (046)",1458,732,412,180,67,30,37
,,,,,,,
"RURAL (048)",15901,2702,2683,2651,2264,1777,3824
"Conviviente (049)",2277,61,727,891,328,136,134
"Separado(a) (050)",306,6,41,66,70,54,69
"Casado(a) (051)",6781,8,288,1205,1589,1334,2357
"Viudo(a) (052)",1363,,5,20,79,147,1112
"Divorciado(a) (053)",52,,3,6,7,13,23
"Soltero(a) (054)",5122,2627,1619,463,191,93,129
"Hombres (056)",7401,1380,1308,1235,1065,796,1617
"Conviviente (057)",1119,28,305,469,184,68,65
"Separado(a) (058)",62,1,5,8,13,13,22
"Casado(a) (059)",3353,2,105,551,780,646,1269
"Viudo(a) (060)",275,,1,2,20,27,225
"Divorciado(a) (061)",24,,1,2,1,9,11
"Soltero(a) (062)",2568,1349,891,203,67,33,25
"Mujeres (064)",8500,1322,1375,1416,1199,981,2207
"Conviviente (065)",1158,33,422,422,144,68,69
"Separado(a) (066)",244,5,36,58,57,41,47
"Casado(a) (067)",3428,6,183,654,809,688,1088
"Viudo(a) (068)",1088,,4,18,59,120,887
"Divorciado(a) (069)",28,,2,4,6,4,12
"Soltero(a) (070)",2554,1278,728,260,124,60,104
