"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia HUALLAGA (000)",24448,24023,318,107
"Hombres (001)",12916,12747,119,50
"Mujeres (002)",11532,11276,199,57
"Menores de 1 año (003)",485,406,56,23
"Hombres (004)",237,203,25,9
"Mujeres (005)",248,203,31,14
"De 1 a 5 años (006)",2868,2632,161,75
"Hombres (007)",1465,1357,69,39
"Mujeres (008)",1403,1275,92,36
"De 6 a 14 años (009)",5045,5025,18,2
"Hombres (010)",2616,2606,10,
"Mujeres (011)",2429,2419,8,2
"De 15 a 29 años (012)",6250,6236,11,3
"Hombres (013)",3275,3269,5,1
"Mujeres (014)",2975,2967,6,2
"De 30 a 44 años (015)",4954,4938,14,2
"Hombres (016)",2680,2677,2,1
"Mujeres (017)",2274,2261,12,1
"De 45 a 64 años (018)",3414,3390,23,1
"Hombres (019)",1909,1907,2,
"Mujeres (020)",1505,1483,21,1
"De 65 a más años (021)",1432,1396,35,1
"Hombres (022)",734,728,6,
"Mujeres (023)",698,668,29,1
,,,,
"URBANA (024)",13281,13152,80,49
"Hombres (025)",6791,6736,29,26
"Mujeres (026)",6490,6416,51,23
"Menores de 1 año (027)",208,177,17,14
"Hombres (028)",95,84,5,6
"Mujeres (029)",113,93,12,8
"De 1 a 5 años (030)",1220,1145,41,34
"Hombres (031)",630,591,19,20
"Mujeres (032)",590,554,22,14
"De 6 a 14 años (033)",2527,2525,2,
"Hombres (034)",1280,1278,2,
"Mujeres (035)",1247,1247,,
"De 15 a 29 años (036)",3069,3067,2,
"Hombres (037)",1555,1555,,
"Mujeres (038)",1514,1512,2,
"De 30 a 44 años (039)",2983,2982,1,
"Hombres (040)",1518,1518,,
"Mujeres (041)",1465,1464,1,
"De 45 a 64 años (042)",2210,2206,4,
"Hombres (043)",1195,1194,1,
"Mujeres (044)",1015,1012,3,
"De 65 a más años (045)",1064,1050,13,1
"Hombres (046)",518,516,2,
"Mujeres (047)",546,534,11,1
,,,,
"RURAL (048)",11167,10871,238,58
"Hombres (049)",6125,6011,90,24
"Mujeres (050)",5042,4860,148,34
"Menores de 1 año (051)",277,229,39,9
"Hombres (052)",142,119,20,3
"Mujeres (053)",135,110,19,6
"De 1 a 5 años (054)",1648,1487,120,41
"Hombres (055)",835,766,50,19
"Mujeres (056)",813,721,70,22
"De 6 a 14 años (057)",2518,2500,16,2
"Hombres (058)",1336,1328,8,
"Mujeres (059)",1182,1172,8,2
"De 15 a 29 años (060)",3181,3169,9,3
"Hombres (061)",1720,1714,5,1
"Mujeres (062)",1461,1455,4,2
"De 30 a 44 años (063)",1971,1956,13,2
"Hombres (064)",1162,1159,2,1
"Mujeres (065)",809,797,11,1
"De 45 a 64 años (066)",1204,1184,19,1
"Hombres (067)",714,713,1,
"Mujeres (068)",490,471,18,1
"De 65 a más años (069)",368,346,22,
"Hombres (070)",216,212,4,
"Mujeres (071)",152,134,18,
