"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia RECUAY (000)",19102,18894,142,66
"Hombres (001)",9320,9271,28,21
"Mujeres (002)",9782,9623,114,45
"Menores de 1 año (003)",314,285,18,11
"Hombres (004)",150,136,9,5
"Mujeres (005)",164,149,9,6
"De 1 a 5 años (006)",1817,1758,12,47
"Hombres (007)",907,887,4,16
"Mujeres (008)",910,871,8,31
"De 6 a 14 años (009)",3421,3417,3,1
"Hombres (010)",1750,1749,1,
"Mujeres (011)",1671,1668,2,1
"De 15 a 29 años (012)",4744,4739,5,
"Hombres (013)",2397,2395,2,
"Mujeres (014)",2347,2344,3,
"De 30 a 44 años (015)",3321,3317,3,1
"Hombres (016)",1574,1574,,
"Mujeres (017)",1747,1743,3,1
"De 45 a 64 años (018)",3314,3300,12,2
"Hombres (019)",1589,1588,1,
"Mujeres (020)",1725,1712,11,2
"De 65 a más años (021)",2171,2078,89,4
"Hombres (022)",953,942,11,
"Mujeres (023)",1218,1136,78,4
,,,,
"URBANA (024)",10860,10751,70,39
"Hombres (025)",5220,5189,14,17
"Mujeres (026)",5640,5562,56,22
"Menores de 1 año (027)",185,171,9,5
"Hombres (028)",91,84,4,3
"Mujeres (029)",94,87,5,2
"De 1 a 5 años (030)",989,951,8,30
"Hombres (031)",511,493,4,14
"Mujeres (032)",478,458,4,16
"De 6 a 14 años (033)",1879,1878,1,
"Hombres (034)",963,963,,
"Mujeres (035)",916,915,1,
"De 15 a 29 años (036)",2719,2718,1,
"Hombres (037)",1353,1353,,
"Mujeres (038)",1366,1365,1,
"De 30 a 44 años (039)",1930,1928,1,1
"Hombres (040)",884,884,,
"Mujeres (041)",1046,1044,1,1
"De 45 a 64 años (042)",1889,1885,4,
"Hombres (043)",885,885,,
"Mujeres (044)",1004,1000,4,
"De 65 a más años (045)",1269,1220,46,3
"Hombres (046)",533,527,6,
"Mujeres (047)",736,693,40,3
,,,,
"RURAL (048)",8242,8143,72,27
"Hombres (049)",4100,4082,14,4
"Mujeres (050)",4142,4061,58,23
"Menores de 1 año (051)",129,114,9,6
"Hombres (052)",59,52,5,2
"Mujeres (053)",70,62,4,4
"De 1 a 5 años (054)",828,807,4,17
"Hombres (055)",396,394,,2
"Mujeres (056)",432,413,4,15
"De 6 a 14 años (057)",1542,1539,2,1
"Hombres (058)",787,786,1,
"Mujeres (059)",755,753,1,1
"De 15 a 29 años (060)",2025,2021,4,
"Hombres (061)",1044,1042,2,
"Mujeres (062)",981,979,2,
"De 30 a 44 años (063)",1391,1389,2,
"Hombres (064)",690,690,,
"Mujeres (065)",701,699,2,
"De 45 a 64 años (066)",1425,1415,8,2
"Hombres (067)",704,703,1,
"Mujeres (068)",721,712,7,2
"De 65 a más años (069)",902,858,43,1
"Hombres (070)",420,415,5,
"Mujeres (071)",482,443,38,1
