"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6452,87,2206,2276,1586,297
"Empleado (001)",1454,10,491,573,352,28
"Obrero (002)",1595,13,632,557,339,54
"Trabajador independiente (003)",2434,30,705,845,696,158
"Empleador o patrono (004)",174,1,42,54,55,22
"Trabajador familiar no remunerado (005)",343,23,141,93,65,21
"Trabajador del hogar (006)",115,5,48,39,18,5
"Desocupado (008)",337,5,147,115,61,9
"Hombres (009)",4917,64,1704,1657,1244,248
"Empleado (010)",862,5,269,323,242,23
"Obrero (011)",1441,12,557,506,317,49
"Trabajador independiente (012)",1912,26,606,614,536,130
"Empleador o patrono (013)",149,,36,45,47,21
"Trabajador familiar no remunerado (014)",276,18,121,73,49,15
"Trabajador del hogar (015)",8,,1,5,,2
"Desocupado (017)",269,3,114,91,53,8
"Mujeres (018)",1535,23,502,619,342,49
"Empleado (019)",592,5,222,250,110,5
"Obrero (020)",154,1,75,51,22,5
"Trabajador independiente (021)",522,4,99,231,160,28
"Empleador o patrono (022)",25,1,6,9,8,1
"Trabajador familiar no remunerado (023)",67,5,20,20,16,6
"Trabajador del hogar (024)",107,5,47,34,18,3
"Desocupado (026)",68,2,33,24,8,1
,,,,,,
"URBANA (027)",5097,83,1823,1798,1228,165
"Empleado (028)",1226,10,425,469,299,23
"Obrero (029)",1216,13,497,416,258,32
"Trabajador independiente (030)",1939,29,609,682,535,84
"Empleador o patrono (031)",125,1,37,44,35,8
"Trabajador familiar no remunerado (032)",259,22,106,72,47,12
"Trabajador del hogar (033)",92,5,41,32,11,3
"Desocupado (035)",240,3,108,83,43,3
"Hombres (036)",3762,60,1379,1263,932,128
"Empleado (037)",718,5,235,261,199,18
"Obrero (038)",1069,12,426,366,238,27
"Trabajador independiente (039)",1484,25,519,483,392,65
"Empleador o patrono (040)",102,,31,35,29,7
"Trabajador familiar no remunerado (041)",208,17,89,55,39,8
"Trabajador del hogar (042)",5,,,4,,1
"Desocupado (044)",176,1,79,59,35,2
"Mujeres (045)",1335,23,444,535,296,37
"Empleado (046)",508,5,190,208,100,5
"Obrero (047)",147,1,71,50,20,5
"Trabajador independiente (048)",455,4,90,199,143,19
"Empleador o patrono (049)",23,1,6,9,6,1
"Trabajador familiar no remunerado (050)",51,5,17,17,8,4
"Trabajador del hogar (051)",87,5,41,28,11,2
"Desocupado (053)",64,2,29,24,8,1
,,,,,,
"RURAL (054)",1355,4,383,478,358,132
"Empleado (055)",228,,66,104,53,5
"Obrero (056)",379,,135,141,81,22
"Trabajador independiente (057)",495,1,96,163,161,74
"Empleador o patrono (058)",49,,5,10,20,14
"Trabajador familiar no remunerado (059)",84,1,35,21,18,9
"Trabajador del hogar (060)",23,,7,7,7,2
"Desocupado (062)",97,2,39,32,18,6
"Hombres (063)",1155,4,325,394,312,120
"Empleado (064)",144,,34,62,43,5
"Obrero (065)",372,,131,140,79,22
"Trabajador independiente (066)",428,1,87,131,144,65
"Empleador o patrono (067)",47,,5,10,18,14
"Trabajador familiar no remunerado (068)",68,1,32,18,10,7
"Trabajador del hogar (069)",3,,1,1,,1
"Desocupado (071)",93,2,35,32,18,6
"Mujeres (072)",200,,58,84,46,12
"Empleado (073)",84,,32,42,10,
"Obrero (074)",7,,4,1,2,
"Trabajador independiente (075)",67,,9,32,17,9
"Empleador o patrono (076)",2,,,,2,
"Trabajador familiar no remunerado (077)",16,,3,3,8,2
"Trabajador del hogar (078)",20,,6,6,7,1
"Desocupado (080)",4,,4,,,
