"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia MARISCAL CACERES (000)",46521,4895,1344,22416,13751,1074,1527,574,940
"Jefe o Jefa (001)",12267,567,6,6213,3815,341,669,206,450
"Esposa(o)/ compa¤era(o) (002)",8441,760,11,4540,2287,178,373,78,214
"Hijo(a)/ hijastro(a) (003)",17997,2491,1056,8130,5304,387,287,195,147
"Yerno/ nuera (004)",748,10,,256,375,32,36,19,20
"Nieto(a) (005)",1815,434,170,793,363,19,19,7,10
"Padres/ suegros (006)",683,182,,427,55,3,6,1,9
"Otro(a) pariente (007)",3526,399,88,1665,1133,75,82,38,46
"Trabajador(a) del hogar (008)",113,5,1,53,47,5,1,1,
"Pensionista (009)",88,,,25,47,1,2,3,10
"Otro(a) no pariente (010)",843,47,12,314,325,33,52,26,34
"Hombres (012)",24466,2170,724,11659,7726,532,759,343,553
"Jefe o Jefa (013)",10034,363,3,5152,3190,265,507,179,375
"Esposa(o)/ compa¤era(o) (014)",340,18,1,146,134,7,16,3,15
"Hijo(a)/ hijastro(a) (015)",9918,1305,553,4491,3060,184,135,108,82
"Yerno/ nuera (016)",309,4,,87,164,14,19,8,13
"Nieto(a) (017)",999,208,111,436,222,5,9,4,4
"Padres/ suegros (018)",230,31,,163,31,1,1,,3
"Otro(a) pariente (019)",2009,213,50,952,666,35,38,24,31
"Trabajador(a) del hogar (020)",14,,,8,4,1,1,,
"Pensionista (021)",62,,,20,33,,1,1,7
"Otro(a) no pariente (022)",551,28,6,204,222,20,32,16,23
"Mujeres (024)",22055,2725,620,10757,6025,542,768,231,387
"Jefe o Jefa (025)",2233,204,3,1061,625,76,162,27,75
"Esposa(o)/ compa¤era(o) (026)",8101,742,10,4394,2153,171,357,75,199
"Hijo(a)/ hijastro(a) (027)",8079,1186,503,3639,2244,203,152,87,65
"Yerno/ nuera (028)",439,6,,169,211,18,17,11,7
"Nieto(a) (029)",816,226,59,357,141,14,10,3,6
"Padres/ suegros (030)",453,151,,264,24,2,5,1,6
"Otro(a) pariente (031)",1517,186,38,713,467,40,44,14,15
"Trabajador(a) del hogar (032)",99,5,1,45,43,4,,1,
"Pensionista (033)",26,,,5,14,1,1,2,3
"Otro(a) no pariente (034)",292,19,6,110,103,13,20,10,11
,,,,,,,,,
"URBANA (036)",28786,2301,778,11793,10179,957,1389,503,886
"Jefe o Jefa (037)",7468,197,5,3081,2712,288,597,171,417
"Esposa(o)/ compa¤era(o) (038)",5062,247,5,2309,1722,154,350,68,207
"Hijo(a)/ hijastro(a) (039)",11023,1228,591,4282,3960,358,279,184,141
"Yerno/ nuera (040)",542,8,,155,281,31,31,17,19
"Nieto(a) (041)",1366,302,124,575,313,19,16,7,10
"Padres/ suegros (042)",482,96,,318,50,3,6,1,8
"Otro(a) pariente (043)",2109,195,43,829,824,68,73,32,45
"Trabajador(a) del hogar (044)",102,3,,47,46,4,1,1,
"Pensionista (045)",59,,,12,34,1,1,3,8
"Otro(a) no pariente (046)",573,25,10,185,237,31,35,19,31
