"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia ESPINAR",,,
"Viviendas particulares (001)",7349,6732,617
"Ocupantes presentes (002)",29415,26935,2480
"Casa independiente",,,
"Viviendas particulares (004)",7089,6490,599
"Ocupantes presentes (005)",28469,26051,2418
"Departamento en edificio",,,
"Viviendas particulares (007)",10,9,1
"Ocupantes presentes (008)",40,38,2
"Vivienda en quinta",,,
"Viviendas particulares (010)",15,12,3
"Ocupantes presentes (011)",105,86,19
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",31,27,4
"Ocupantes presentes (014)",103,88,15
"Choza o cabaña",,,
"Viviendas particulares (016)",184,175,9
"Ocupantes presentes (017)",650,629,21
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,1,
"Ocupantes presentes (020)",2,2,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",19,18,1
"Ocupantes presentes (023)",46,41,5
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",6167,5792,375
"Ocupantes presentes (029)",24897,23405,1492
"Casa independiente",,,
"Viviendas particulares (031)",6092,5726,366
"Ocupantes presentes (032)",24602,23151,1451
"Departamento en edificio",,,
"Viviendas particulares (034)",10,9,1
"Ocupantes presentes (035)",40,38,2
"Vivienda en quinta",,,
"Viviendas particulares (037)",15,12,3
"Ocupantes presentes (038)",105,86,19
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",31,27,4
"Ocupantes presentes (041)",103,88,15
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,1,
"Ocupantes presentes (047)",2,2,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",18,17,1
"Ocupantes presentes (050)",45,40,5
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1182,940,242
"Ocupantes presentes (056)",4518,3530,988
"Casa independiente",,,
"Viviendas particulares (058)",997,764,233
"Ocupantes presentes (059)",3867,2900,967
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",184,175,9
"Ocupantes presentes (071)",650,629,21
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",1,1,
"Otro tipo",,,
