"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PARINACOCHAS",,,,,,,,
"Hogares (001)",8221,5307,2567,709,76,105,356,2484
"Ocupantes presentes (002)",29306,20579,10722,3191,359,451,1670,6950
"Casa independiente",,,,,,,,
"Hogares (004)",7488,4952,2490,685,75,101,354,2126
"Ocupantes presentes (005)",27090,19397,10424,3098,355,432,1666,6002
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",32,26,22,6,,1,,2
"Ocupantes presentes (011)",127,101,108,31,,7,,5
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",38,22,15,5,,2,1,13
"Ocupantes presentes (014)",117,73,53,12,,6,3,32
"Choza o cabaña",,,,,,,,
"Hogares (016)",552,247,2,2,,,,303
"Ocupantes presentes (017)",1606,790,2,7,,,,809
"Vivienda improvisada",,,,,,,,
"Hogares (019)",91,54,35,10,1,1,,28
"Ocupantes presentes (020)",319,204,130,36,4,6,,79
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",10,5,3,1,,,1,3
"Ocupantes presentes (023)",29,12,5,7,,,1,7
"Otro tipo",,,,,,,,
"Hogares (025)",10,1,,,,,,9
"Ocupantes presentes (026)",18,2,,,,,,16
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",4497,3361,2232,652,74,104,350,786
"Ocupantes presentes (029)",17079,13507,9326,2974,352,450,1630,2126
"Casa independiente",,,,,,,,
"Hogares (031)",4329,3256,2157,630,73,100,348,741
"Ocupantes presentes (032)",16495,13121,9030,2888,348,431,1626,2007
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",32,26,22,6,,1,,2
"Ocupantes presentes (038)",127,101,108,31,,7,,5
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",38,22,15,5,,2,1,13
"Ocupantes presentes (041)",117,73,53,12,,6,3,32
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",91,54,35,10,1,1,,28
"Ocupantes presentes (047)",319,204,130,36,4,6,,79
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",7,3,3,1,,,1,2
"Ocupantes presentes (050)",21,8,5,7,,,1,3
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",3724,1946,335,57,2,1,6,1698
"Ocupantes presentes (056)",12227,7072,1396,217,7,1,40,4824
"Casa independiente",,,,,,,,
"Hogares (058)",3159,1696,333,55,2,1,6,1385
"Ocupantes presentes (059)",10595,6276,1394,210,7,1,40,3995
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",552,247,2,2,,,,303
"Ocupantes presentes (071)",1606,790,2,7,,,,809
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",3,2,,,,,,1
"Ocupantes presentes (077)",8,4,,,,,,4
"Otro tipo",,,,,,,,
"Hogares (079)",10,1,,,,,,9
"Ocupantes presentes (080)",18,2,,,,,,16
