"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CAYLLOMA (000)",30674,18063,222,564,10498,523,47,80,18,659
"Hombres (001)",12356,9296,141,325,1871,260,32,47,17,367
"Mujeres (002)",18318,8767,81,239,8627,263,15,33,1,292
"De 06 a 14 años (003)",13720,13166,,,251,171,1,10,,121
"Hombres (004)",7075,6792,,,117,102,1,5,,58
"Mujeres (005)",6645,6374,,,134,69,,5,,63
"De 15 a 29 años (006)",8392,4775,11,108,3230,,21,20,18,209
"Hombres (007)",3155,2436,7,53,503,,16,10,17,113
"Mujeres (008)",5237,2339,4,55,2727,,5,10,1,96
"De 30 a 44 años (009)",3399,96,6,136,3017,,10,13,,121
"Hombres (010)",666,51,2,75,444,,7,9,,78
"Mujeres (011)",2733,45,4,61,2573,,3,4,,43
"De 45 a 64 años (012)",2774,23,58,141,2414,8,13,12,,105
"Hombres (013)",635,14,32,84,415,5,7,10,,68
"Mujeres (014)",2139,9,26,57,1999,3,6,2,,37
"De 65 y más años (015)",2389,3,147,179,1586,344,2,25,,103
"Hombres (016)",825,3,100,113,392,153,1,13,,50
"Mujeres (017)",1564,,47,66,1194,191,1,12,,53
,,,,,,,,,,
"AREA URBANA (018)",21070,12751,166,290,6993,319,34,41,14,462
"Hombres (019)",8552,6476,106,142,1369,144,27,25,13,250
"Mujeres (020)",12518,6275,60,148,5624,175,7,16,1,212
"De 06 a 14 años (021)",9750,9367,,,205,97,1,5,,75
"Hombres (022)",5000,4807,,,97,54,1,2,,39
"Mujeres (023)",4750,4560,,,108,43,,3,,36
"De 15 a 29 años (024)",5776,3294,10,68,2215,,16,8,14,151
"Hombres (025)",2104,1615,6,26,351,,13,4,13,76
"Mujeres (026)",3672,1679,4,42,1864,,3,4,1,75
"De 30 a 44 años (027)",2277,67,5,66,2031,,7,6,,95
"Hombres (028)",485,38,2,34,337,,6,5,,63
"Mujeres (029)",1792,29,3,32,1694,,1,1,,32
"De 45 a 64 años (030)",1710,21,38,70,1494,4,8,4,,71
"Hombres (031)",414,14,23,32,291,2,6,4,,42
"Mujeres (032)",1296,7,15,38,1203,2,2,,,29
"De 65 y más años (033)",1557,2,113,86,1048,218,2,18,,70
"Hombres (034)",549,2,75,50,293,88,1,10,,30
"Mujeres (035)",1008,,38,36,755,130,1,8,,40
,,,,,,,,,,
"AREA RURAL (036)",9604,5312,56,274,3505,204,13,39,4,197
"Hombres (037)",3804,2820,35,183,502,116,5,22,4,117
"Mujeres (038)",5800,2492,21,91,3003,88,8,17,,80
"De 06 a 14 años (039)",3970,3799,,,46,74,,5,,46
"Hombres (040)",2075,1985,,,20,48,,3,,19
"Mujeres (041)",1895,1814,,,26,26,,2,,27
"De 15 a 29 años (042)",2616,1481,1,40,1015,,5,12,4,58
"Hombres (043)",1051,821,1,27,152,,3,6,4,37
"Mujeres (044)",1565,660,,13,863,,2,6,,21
"De 30 a 44 años (045)",1122,29,1,70,986,,3,7,,26
"Hombres (046)",181,13,,41,107,,1,4,,15
"Mujeres (047)",941,16,1,29,879,,2,3,,11
"De 45 a 64 años (048)",1064,2,20,71,920,4,5,8,,34
"Hombres (049)",221,,9,52,124,3,1,6,,26
"Mujeres (050)",843,2,11,19,796,1,4,2,,8
"De 65 y más años (051)",832,1,34,93,538,126,,7,,33
"Hombres (052)",276,1,25,63,99,65,,3,,20
"Mujeres (053)",556,,9,30,439,61,,4,,13
