"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia HUALGAYOC (000)",88199,1622,28735,23993,15959,11886,6004
"Jefe o Jefa (001)",22499,,26,4161,7718,6921,3673
"Esposa(o) / compañera(o) (002)",15433,,16,4053,5711,4199,1454
"Hijo(a) / hijastro(a) (003)",38438,1119,23212,12164,1680,257,6
"Yerno / nuera (004)",1658,,27,1334,258,35,4
"Nieto(a) (005)",5001,407,3812,751,30,1,
"Padres / suegros (006)",862,,,1,17,179,665
"Otro(a) pariente (007)",3782,92,1542,1273,456,238,181
"Trabajador(a) del hogar (008)",116,,13,86,10,6,1
"Pensionistas (009)",10,,,5,2,3,
"Otro(a) no pariente (010)",400,4,87,165,77,47,20
"Hombres (011)",42274,845,14557,11104,7333,5612,2823
"Jefe o Jefa (012)",17190,,15,3263,6140,5245,2527
"Esposa(o) / compañera(o) (013)",388,,6,106,128,91,57
"Hijo(a) / hijastro(a) (014)",19191,576,11792,6072,661,89,1
"Yerno / nuera (015)",755,,10,566,153,23,3
"Nieto(a) (016)",2441,215,1862,349,15,,
"Padres / suegros (017)",213,,,,2,42,169
"Otro(a) pariente (018)",1871,51,828,650,191,92,59
"Trabajador(a) del hogar (019)",9,,1,7,,1,
"Pensionistas (020)",6,,,3,1,2,
"Otro(a) no pariente (021)",210,3,43,88,42,27,7
"Mujeres (022)",45925,777,14178,12889,8626,6274,3181
"Jefe o Jefa (023)",5309,,11,898,1578,1676,1146
"Esposa(o) / compañera(o) (024)",15045,,10,3947,5583,4108,1397
"Hijo(a) / hijastro(a) (025)",19247,543,11420,6092,1019,168,5
"Yerno / nuera (026)",903,,17,768,105,12,1
"Nieto(a) (027)",2560,192,1950,402,15,1,
"Padres / suegros (028)",649,,,1,15,137,496
"Otro(a) pariente (029)",1911,41,714,623,265,146,122
"Trabajador(a) del hogar (030)",107,,12,79,10,5,1
"Pensionistas (031)",4,,,2,1,1,
"Otro(a) no pariente (032)",190,1,44,77,35,20,13
,,,,,,,
"URBANA (033)",19077,342,5516,5412,3905,2775,1127
"Jefe o Jefa (034)",5076,,7,875,1850,1681,663
"Esposa(o) / compañera(o) (035)",3182,,3,756,1294,868,261
"Hijo(a) / hijastro(a) (036)",7642,231,4304,2627,417,62,1
"Yerno / nuera (037)",365,,8,255,89,12,1
"Nieto(a) (038)",1017,87,763,155,12,,
"Padres / suegros (039)",194,,,,3,50,141
"Otro(a) pariente (040)",1246,22,376,549,180,70,49
"Trabajador(a) del hogar (041)",92,,10,72,5,4,1
"Pensionistas (042)",9,,,5,2,2,
"Otro(a) no pariente (043)",254,2,45,118,53,26,10
"Hombres (044)",9347,174,2796,2584,1864,1390,539
"Jefe o Jefa (045)",3769,,4,631,1430,1244,460
"Esposa(o) / compañera(o) (046)",194,,2,51,76,45,20
"Hijo(a) / hijastro(a) (047)",3901,118,2209,1360,186,28,
"Yerno / nuera (048)",162,,5,95,53,9,
"Nieto(a) (049)",501,43,370,81,7,,
"Padres / suegros (050)",59,,,,,15,44
"Otro(a) pariente (051)",611,11,186,292,81,30,11
"Trabajador(a) del hogar (052)",5,,,4,,1,
"Pensionistas (053)",5,,,3,1,1,
"Otro(a) no pariente (054)",140,2,20,67,30,17,4
"Mujeres (055)",9730,168,2720,2828,2041,1385,588
"Jefe o Jefa (056)",1307,,3,244,420,437,203
"Esposa(o) / compañera(o) (057)",2988,,1,705,1218,823,241
"Hijo(a) / hijastro(a) (058)",3741,113,2095,1267,231,34,1
"Yerno / nuera (059)",203,,3,160,36,3,1
"Nieto(a) (060)",516,44,393,74,5,,
"Padres / suegros (061)",135,,,,3,35,97
"Otro(a) pariente (062)",635,11,190,257,99,40,38
"Trabajador(a) del hogar (063)",87,,10,68,5,3,1
"Pensionistas (064)",4,,,2,1,1,
"Otro(a) no pariente (065)",114,,25,51,23,9,6
,,,,,,,
"RURAL (066)",69122,1280,23219,18581,12054,9111,4877
"Jefe o Jefa (067)",17423,,19,3286,5868,5240,3010
"Esposa(o) / compañera(o) (068)",12251,,13,3297,4417,3331,1193
"Hijo(a) / hijastro(a) (069)",30796,888,18908,9537,1263,195,5
"Yerno / nuera (070)",1293,,19,1079,169,23,3
"Nieto(a) (071)",3984,320,3049,596,18,1,
"Padres / suegros (072)",668,,,1,14,129,524
"Otro(a) pariente (073)",2536,70,1166,724,276,168,132
"Trabajador(a) del hogar (074)",24,,3,14,5,2,
"Pensionistas (075)",1,,,,,1,
"Otro(a) no pariente (076)",146,2,42,47,24,21,10
"Hombres (077)",32927,671,11761,8520,5469,4222,2284
"Jefe o Jefa (078)",13421,,11,2632,4710,4001,2067
"Esposa(o) / compañera(o) (079)",194,,4,55,52,46,37
"Hijo(a) / hijastro(a) (080)",15290,458,9583,4712,475,61,1
"Yerno / nuera (081)",593,,5,471,100,14,3
"Nieto(a) (082)",1940,172,1492,268,8,,
"Padres / suegros (083)",154,,,,2,27,125
"Otro(a) pariente (084)",1260,40,642,358,110,62,48
"Trabajador(a) del hogar (085)",4,,1,3,,,
"Pensionistas (086)",1,,,,,1,
"Otro(a) no pariente (087)",70,1,23,21,12,10,3
"Mujeres (088)",36195,609,11458,10061,6585,4889,2593
"Jefe o Jefa (089)",4002,,8,654,1158,1239,943
"Esposa(o) / compañera(o) (090)",12057,,9,3242,4365,3285,1156
"Hijo(a) / hijastro(a) (091)",15506,430,9325,4825,788,134,4
"Yerno / nuera (092)",700,,14,608,69,9,
"Nieto(a) (093)",2044,148,1557,328,10,1,
"Padres / suegros (094)",514,,,1,12,102,399
"Otro(a) pariente (095)",1276,30,524,366,166,106,84
"Trabajador(a) del hogar (096)",20,,2,11,5,2,
