"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CHUMBIVILCAS (000)",70368,4200,22466,10857,8470,8287,6498,4275,5315
"Quechua (001)",64087,3503,19763,9686,7786,7787,6261,4113,5188
"Aymara (002)",102,6,26,12,13,11,11,14,9
"Ashaninca (003)",9,,5,1,,,1,1,1
"Otra lengua nativa (004)",1,,,,1,,,,
"Castellano (005)",6063,686,2644,1137,655,467,216,145,113
"Idioma extranjero (006)",2,1,,,1,,,,
"Es sordomudo/a (007)",104,4,28,21,14,22,9,2,4
"Hombres (009)",35491,2143,11512,5606,4122,4163,3280,2155,2510
"Quechua (010)",32003,1752,10083,4989,3740,3852,3127,2038,2422
"Aymara (011)",54,2,17,6,5,8,4,7,5
"Ashaninca (012)",3,,,1,,,,1,1
"Otra lengua nativa (013)",1,,,,1,,,,
"Castellano (014)",3368,387,1395,601,367,290,142,107,79
"Idioma extranjero (015)",1,,,,1,,,,
"Es sordomudo/a (016)",61,2,17,9,8,13,7,2,3
"Mujeres (018)",34877,2057,10954,5251,4348,4124,3218,2120,2805
"Quechua (019)",32084,1751,9680,4697,4046,3935,3134,2075,2766
"Aymara (020)",48,4,9,6,8,3,7,7,4
"Ashaninca (021)",6,,5,,,,1,,
"Castellano (023)",2695,299,1249,536,288,177,74,38,34
"Idioma extranjero (024)",1,1,,,,,,,
"Es sordomudo/a (025)",43,2,11,12,6,9,2,,1
,,,,,,,,,
"URBANA (027)",16359,871,4824,3062,2393,2145,1387,779,898
"Quechua (028)",11678,383,2707,2208,1894,1763,1223,674,826
"Aymara (029)",43,1,8,6,4,6,8,8,2
"Ashaninca (030)",2,,1,,,,1,,
"Otra lengua nativa (031)",1,,,,1,,,,
"Castellano (032)",4602,484,2100,847,487,363,154,97,70
"Idioma extranjero (033)",2,1,,,1,,,,
"Es sordomudo/a (034)",31,2,8,1,6,13,1,,
"Hombres (036)",8247,464,2461,1562,1139,1117,726,395,383
"Quechua (037)",5736,183,1370,1121,872,897,632,321,340
"Aymara (038)",25,,6,4,2,4,3,5,1
"Otra lengua nativa (040)",1,,,,1,,,,
"Castellano (041)",2471,280,1082,436,261,210,91,69,42
"Idioma extranjero (042)",1,,,,1,,,,
"Es sordomudo/a (043)",13,1,3,1,2,6,,,
"Mujeres (045)",8112,407,2363,1500,1254,1028,661,384,515
"Quechua (046)",5942,200,1337,1087,1022,866,591,353,486
"Aymara (047)",18,1,2,2,2,2,5,3,1
"Ashaninca (048)",2,,1,,,,1,,
"Castellano (050)",2131,204,1018,411,226,153,63,28,28
"Idioma extranjero (051)",1,1,,,,,,,
"Es sordomudo/a (052)",18,1,5,,4,7,1,,
,,,,,,,,,
"RURAL (054)",54009,3329,17642,7795,6077,6142,5111,3496,4417
"Quechua (055)",52409,3120,17056,7478,5892,6024,5038,3439,4362
"Aymara (056)",59,5,18,6,9,5,3,6,7
"Ashaninca (057)",7,,4,1,,,,1,1
"Castellano (059)",1461,202,544,290,168,104,62,48,43
"Es sordomudo/a (061)",73,2,20,20,8,9,8,2,4
"Hombres (063)",27244,1679,9051,4044,2983,3046,2554,1760,2127
"Quechua (064)",26267,1569,8713,3868,2868,2955,2495,1717,2082
"Aymara (065)",29,2,11,2,3,4,1,2,4
"Ashaninca (066)",3,,,1,,,,1,1
"Castellano (068)",897,107,313,165,106,80,51,38,37
"Es sordomudo/a (070)",48,1,14,8,6,7,7,2,3
"Mujeres (072)",26765,1650,8591,3751,3094,3096,2557,1736,2290
"Quechua (073)",26142,1551,8343,3610,3024,3069,2543,1722,2280
"Aymara (074)",30,3,7,4,6,1,2,4,3
"Ashaninca (075)",4,,4,,,,,,
"Castellano (077)",564,95,231,125,62,24,11,10,6
"Es sordomudo/a (079)",25,1,6,12,2,2,1,,1
