"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia OYON (000)",20642,403,6330,5132,4295,2910,1572
"Hombres (001)",10831,205,3201,2740,2404,1553,728
"Mujeres (002)",9811,198,3129,2392,1891,1357,844
"Viviendas particulares (003)",18829,401,6305,4516,3525,2581,1501
"Hombres (004)",9293,204,3193,2231,1696,1273,696
"Mujeres (005)",9536,197,3112,2285,1829,1308,805
"Viviendas colectivas (006)",1716,1,16,582,737,311,69
"Hombres (007)",1467,,5,485,683,264,30
"Mujeres (008)",249,1,11,97,54,47,39
"Otro tipo (009)",97,1,9,34,33,18,2
"Hombres (010)",71,1,3,24,25,16,2
"Mujeres (011)",26,,6,10,8,2,
,,,,,,,
"URBANA (012)",13308,303,4408,3257,2580,1738,1022
"Hombres (013)",6453,148,2229,1535,1234,842,465
"Mujeres (014)",6855,155,2179,1722,1346,896,557
"Viviendas particulares (015)",12942,301,4384,3182,2477,1642,956
"Hombres (016)",6242,147,2221,1494,1158,785,437
"Mujeres (017)",6700,154,2163,1688,1319,857,519
"Viviendas colectivas (018)",272,1,15,41,71,80,64
"Hombres (019)",143,,5,17,52,43,26
"Mujeres (020)",129,1,10,24,19,37,38
"Otro tipo (021)",94,1,9,34,32,16,2
"Hombres (022)",68,1,3,24,24,14,2
"Mujeres (023)",26,,6,10,8,2,
,,,,,,,
"RURAL (024)",7334,100,1922,1875,1715,1172,550
"Hombres (025)",4378,57,972,1205,1170,711,263
"Mujeres (026)",2956,43,950,670,545,461,287
"Viviendas particulares (027)",5887,100,1921,1334,1048,939,545
"Hombres (028)",3051,57,972,737,538,488,259
"Mujeres (029)",2836,43,949,597,510,451,286
"Viviendas colectivas (030)",1444,,1,541,666,231,5
"Hombres (031)",1324,,,468,631,221,4
"Mujeres (032)",120,,1,73,35,10,1
"Otro tipo (033)",3,,,,1,2,
"Hombres (034)",3,,,,1,2,
