"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia NAZCA (000)",54527,1940,11480,10435,9464,8013,5731,3790,3674
"Quechua (001)",4206,9,99,424,510,653,714,764,1033
"Aymara (002)",93,,3,9,24,17,14,10,16
"Ashaninca (003)",13,,5,2,2,2,2,,
"Castellano (005)",50071,1928,11362,9971,8897,7318,4984,2997,2614
"Idioma extranjero (006)",104,1,1,18,22,18,16,18,10
"Es sordomudo/a (007)",40,2,10,11,9,5,1,1,1
"Hombres (009)",27941,981,5962,5293,4775,4081,2918,2008,1923
"Quechua (010)",2054,3,55,214,263,310,337,385,487
"Aymara (011)",55,,3,3,16,11,7,6,9
"Ashaninca (012)",6,,3,1,1,1,,,
"Castellano (014)",25745,976,5897,5058,4476,3748,2565,1606,1419
"Idioma extranjero (015)",63,1,1,11,15,9,9,10,7
"Es sordomudo/a (016)",18,1,3,6,4,2,,1,1
"Mujeres (018)",26586,959,5518,5142,4689,3932,2813,1782,1751
"Quechua (019)",2152,6,44,210,247,343,377,379,546
"Aymara (020)",38,,,6,8,6,7,4,7
"Ashaninca (021)",7,,2,1,1,1,2,,
"Castellano (023)",24326,952,5465,4913,4421,3570,2419,1391,1195
"Idioma extranjero (024)",41,,,7,7,9,7,8,3
"Es sordomudo/a (025)",22,1,7,5,5,3,1,,
,,,,,,,,,
"URBANA (027)",47861,1700,10212,9162,8392,7115,5031,3226,3023
"Quechua (028)",3193,6,68,335,410,501,557,569,747
"Aymara (029)",81,,3,7,20,16,13,6,16
"Ashaninca (030)",8,,4,1,1,1,1,,
"Castellano (032)",44441,1691,10127,8793,7930,6574,4443,2633,2250
"Idioma extranjero (033)",103,1,1,18,22,18,16,17,10
"Es sordomudo/a (034)",35,2,9,8,9,5,1,1,
"Hombres (036)",24296,869,5271,4581,4208,3591,2541,1679,1556
"Quechua (037)",1548,,38,165,205,237,260,287,356
"Aymara (038)",49,,3,3,13,11,7,3,9
"Ashaninca (039)",5,,3,1,1,,,,
"Castellano (041)",22617,867,5223,4397,3970,3332,2265,1379,1184
"Idioma extranjero (042)",62,1,1,11,15,9,9,9,7
"Es sordomudo/a (043)",15,1,3,4,4,2,,1,
"Mujeres (045)",23565,831,4941,4581,4184,3524,2490,1547,1467
"Quechua (046)",1645,6,30,170,205,264,297,282,391
"Aymara (047)",32,,,4,7,5,6,3,7
"Ashaninca (048)",3,,1,,,1,1,,
"Castellano (050)",21824,824,4904,4396,3960,3242,2178,1254,1066
"Idioma extranjero (051)",41,,,7,7,9,7,8,3
"Es sordomudo/a (052)",20,1,6,4,5,3,1,,
,,,,,,,,,
"RURAL (054)",6666,240,1268,1273,1072,898,700,564,651
"Quechua (055)",1013,3,31,89,100,152,157,195,286
"Aymara (056)",12,,,2,4,1,1,4,
"Ashaninca (057)",5,,1,1,1,1,1,,
"Castellano (059)",5630,237,1235,1178,967,744,541,364,364
"Idioma extranjero (060)",1,,,,,,,1,
"Es sordomudo/a (061)",5,,1,3,,,,,1
"Hombres (063)",3645,112,691,712,567,490,377,329,367
"Quechua (064)",506,3,17,49,58,73,77,98,131
"Aymara (065)",6,,,,3,,,3,
"Ashaninca (066)",1,,,,,1,,,
"Castellano (068)",3128,109,674,661,506,416,300,227,235
"Idioma extranjero (069)",1,,,,,,,1,
"Es sordomudo/a (070)",3,,,2,,,,,1
"Mujeres (072)",3021,128,577,561,505,408,323,235,284
"Quechua (073)",507,,14,40,42,79,80,97,155
"Aymara (074)",6,,,2,1,1,1,1,
"Ashaninca (075)",4,,1,1,1,,1,,
"Castellano (077)",2502,128,561,517,461,328,241,137,129
"Es sordomudo/a (079)",2,,1,1,,,,,
