"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CANGALLO",,,,,,,,,
"Viviendas particulares (001)",356,199,67,16,22,6,,12,34
"Ocupantes presentes (002)",1218,662,229,56,91,30,,45,105
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",353,198,66,16,22,6,,12,33
"Ocupantes presentes (005)",1209,661,222,56,91,30,,45,104
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,1,1,,,,,,
"Ocupantes presentes (011)",8,1,7,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,,,,,,,,1
"Ocupantes presentes (014)",1,,,,,,,,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",207,122,34,10,12,1,,4,24
"Ocupantes presentes (029)",704,407,116,36,52,5,,15,73
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",204,121,33,10,12,1,,4,23
"Ocupantes presentes (032)",695,406,109,36,52,5,,15,72
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,1,1,,,,,,
"Ocupantes presentes (038)",8,1,7,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,,,,,,,,1
"Ocupantes presentes (041)",1,,,,,,,,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",149,77,33,6,10,5,,8,10
"Ocupantes presentes (056)",514,255,113,20,39,25,,30,32
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",149,77,33,6,10,5,,8,10
"Ocupantes presentes (059)",514,255,113,20,39,25,,30,32
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
