"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LAURICOCHA (000)",470,13,229,147,69,12
"Conviviente (001)",140,1,47,67,22,3
"Separado(a) (002)",16,,7,6,3,
"Casado(a) (003)",81,,3,33,38,7
"Viudo(a) (004)",6,,,,4,2
"Divorciado(a) (005)",1,,,1,,
"Soltero(a) (006)",226,12,172,40,2,
"Hombres (008)",378,7,167,130,63,11
"Conviviente (009)",128,,38,65,22,3
"Separado(a) (010)",8,,3,4,1,
"Casado(a) (011)",72,,2,29,34,7
"Viudo(a) (012)",5,,,,4,1
"Soltero(a) (014)",165,7,124,32,2,
"Mujeres (016)",92,6,62,17,6,1
"Conviviente (017)",12,1,9,2,,
"Separado(a) (018)",8,,4,2,2,
"Casado(a) (019)",9,,1,4,4,
"Viudo(a) (020)",1,,,,,1
"Divorciado(a) (021)",1,,,1,,
"Soltero(a) (022)",61,5,48,8,,
,,,,,,
"AREA URBANA (024)",155,4,66,46,34,5
"Conviviente (025)",51,1,19,17,12,2
"Separado(a) (026)",1,,,,1,
"Casado(a) (027)",37,,1,16,19,1
"Viudo(a) (028)",3,,,,1,2
"Soltero(a) (030)",63,3,46,13,1,
"Hombres (032)",125,1,49,42,29,4
"Conviviente (033)",45,,15,16,12,2
"Casado(a) (035)",31,,,15,15,1
"Viudo(a) (036)",2,,,,1,1
"Soltero(a) (038)",47,1,34,11,1,
"Mujeres (040)",30,3,17,4,5,1
"Conviviente (041)",6,1,4,1,,
"Separado(a) (042)",1,,,,1,
"Casado(a) (043)",6,,1,1,4,
"Viudo(a) (044)",1,,,,,1
"Soltero(a) (046)",16,2,12,2,,
,,,,,,
"AREA RURAL (048)",315,9,163,101,35,7
"Conviviente (049)",89,,28,50,10,1
"Separado(a) (050)",15,,7,6,2,
"Casado(a) (051)",44,,2,17,19,6
"Viudo(a) (052)",3,,,,3,
"Divorciado(a) (053)",1,,,1,,
"Soltero(a) (054)",163,9,126,27,1,
"Hombres (056)",253,6,118,88,34,7
"Conviviente (057)",83,,23,49,10,1
"Separado(a) (058)",8,,3,4,1,
"Casado(a) (059)",41,,2,14,19,6
"Viudo(a) (060)",3,,,,3,
"Soltero(a) (062)",118,6,90,21,1,
"Mujeres (064)",62,3,45,13,1,
"Conviviente (065)",6,,5,1,,
"Separado(a) (066)",7,,4,2,1,
"Casado(a) (067)",3,,,3,,
"Divorciado(a) (069)",1,,,1,,
"Soltero(a) (070)",45,3,36,6,,
