"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia CARHUAZ",,,,,,
"Viviendas particulares (001)",11012,10846,148,14,4,
"Ocupantes presentes (002)",43772,42431,1132,158,51,
"Casa independiente",,,,,,
"Viviendas particulares (004)",10942,10778,147,14,3,
"Ocupantes presentes (005)",43535,42210,1127,158,40,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",6,5,1,,,
"Ocupantes presentes (008)",20,15,5,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",8,8,,,,
"Ocupantes presentes (011)",16,16,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",12,11,,,1,
"Ocupantes presentes (014)",39,28,,,11,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",38,38,,,,
"Ocupantes presentes (017)",139,139,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",2,2,,,,
"Ocupantes presentes (020)",10,10,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",4,4,,,,
"Ocupantes presentes (023)",13,13,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",3825,3716,92,13,4,
"Ocupantes presentes (029)",14732,13844,693,144,51,
"Casa independiente",,,,,,
"Viviendas particulares (031)",3793,3686,91,13,3,
"Ocupantes presentes (032)",14634,13762,688,144,40,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",6,5,1,,,
"Ocupantes presentes (035)",20,15,5,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",8,8,,,,
"Ocupantes presentes (038)",16,16,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",12,11,,,1,
"Ocupantes presentes (041)",39,28,,,11,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",2,2,,,,
"Ocupantes presentes (047)",10,10,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",4,4,,,,
"Ocupantes presentes (050)",13,13,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",7187,7130,56,1,,
"Ocupantes presentes (056)",29040,28587,439,14,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",7149,7092,56,1,,
"Ocupantes presentes (059)",28901,28448,439,14,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",38,38,,,,
"Ocupantes presentes (071)",139,139,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
