"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia BOLIVAR (000)",3803,52,1678,1226,313,85,55,23,3,,368
"Conviviente (001)",1847,29,836,623,129,37,23,7,2,,161
"Separado(a) (002)",222,3,98,80,21,3,2,1,,,14
"Casado(a) (003)",1146,10,520,380,117,27,19,8,,,65
"Viudo(a) (004)",314,6,153,89,20,9,3,5,1,,28
"Divorciado(a) (005)",17,2,3,7,3,1,1,,,,
"Soltero(a) (006)",257,2,68,47,23,8,7,2,,,100
,,,,,,,,,,,
"URBANA (008)",1429,19,544,481,157,45,27,14,,,142
"Conviviente (009)",612,11,223,222,62,20,13,6,,,55
"Separado(a) (010)",87,1,34,33,13,2,1,,,,3
"Casado(a) (011)",481,5,199,161,56,15,9,5,,,31
"Viudo(a) (012)",117,1,54,36,10,3,1,2,,,10
"Divorciado(a) (013)",5,,1,1,2,,1,,,,
"Soltero(a) (014)",127,1,33,28,14,5,2,1,,,43
,,,,,,,,,,,
"RURAL (016)",2374,33,1134,745,156,40,28,9,3,,226
"Conviviente (017)",1235,18,613,401,67,17,10,1,2,,106
"Separado(a) (018)",135,2,64,47,8,1,1,1,,,11
"Casado(a) (019)",665,5,321,219,61,12,10,3,,,34
"Viudo(a) (020)",197,5,99,53,10,6,2,3,1,,18
"Divorciado(a) (021)",12,2,2,6,1,1,,,,,
"Soltero(a) (022)",130,1,35,19,9,3,5,1,,,57
