"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PIURA (000)",499135,72277,103434,103364,83749,62612,73699
"Católica (001)",448182,64570,92829,92667,75125,56137,66854
"Cristiana/Evangélica (002)",35750,5519,7033,7365,6168,4655,5010
"Otra (003)",10661,1657,2237,2157,1750,1395,1465
"Ninguna (004)",4542,531,1335,1175,706,425,370
"Hombres (006)",242959,36409,51133,49321,39849,30432,35815
"Católica (007)",218665,32604,46081,44219,35830,27351,32580
"Cristiana/Evangélica (008)",16407,2697,3202,3363,2759,2127,2259
"Otra (009)",4960,801,1028,1009,782,648,692
"Ninguna (010)",2927,307,822,730,478,306,284
"Mujeres (012)",256176,35868,52301,54043,43900,32180,37884
"Católica (013)",229517,31966,46748,48448,39295,28786,34274
"Cristiana/Evangélica (014)",19343,2822,3831,4002,3409,2528,2751
"Otra (015)",5701,856,1209,1148,968,747,773
"Ninguna (016)",1615,224,513,445,228,119,86
,,,,,,,
"URBANA (018)",432696,61243,89220,89874,73207,55313,63839
"Católica (019)",388897,54716,79941,80715,65754,49670,58101
"Cristiana/Evangélica (020)",29943,4588,5986,6121,5212,3972,4064
"Otra (021)",9763,1499,2065,1972,1613,1286,1328
"Ninguna (022)",4093,440,1228,1066,628,385,346
"Hombres (024)",207838,30704,43643,42356,34356,26512,30267
"Católica (025)",187159,27488,39239,38010,30923,23859,27640
"Cristiana/Evangélica (026)",13531,2250,2708,2757,2288,1786,1742
"Otra (027)",4505,714,943,924,715,591,618
"Ninguna (028)",2643,252,753,665,430,276,267
"Mujeres (030)",224858,30539,45577,47518,38851,28801,33572
"Católica (031)",201738,27228,40702,42705,34831,25811,30461
"Cristiana/Evangélica (032)",16412,2338,3278,3364,2924,2186,2322
"Otra (033)",5258,785,1122,1048,898,695,710
"Ninguna (034)",1450,188,475,401,198,109,79
,,,,,,,
"RURAL (036)",66439,11034,14214,13490,10542,7299,9860
"Católica (037)",59285,9854,12888,11952,9371,6467,8753
"Cristiana/Evangélica (038)",5807,931,1047,1244,956,683,946
"Otra (039)",898,158,172,185,137,109,137
"Ninguna (040)",449,91,107,109,78,40,24
"Hombres (042)",35121,5705,7490,6965,5493,3920,5548
"Católica (043)",31506,5116,6842,6209,4907,3492,4940
"Cristiana/Evangélica (044)",2876,447,494,606,471,341,517
"Otra (045)",455,87,85,85,67,57,74
"Ninguna (046)",284,55,69,65,48,30,17
"Mujeres (048)",31318,5329,6724,6525,5049,3379,4312
"Católica (049)",27779,4738,6046,5743,4464,2975,3813
"Cristiana/Evangélica (050)",2931,484,553,638,485,342,429
"Otra (051)",443,71,87,100,70,52,63
"Ninguna (052)",165,36,38,44,30,10,7
