"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia SAN MIGUEL",,,,,,,
"Viviendas particulares (001)",14703,1551,343,171,8583,125,3930
"Ocupantes presentes (002)",55940,5485,1257,648,33839,490,14221
"Casa independiente",,,,,,,
"Viviendas particulares (004)",14335,1540,341,169,8396,121,3768
"Ocupantes presentes (005)",54536,5434,1247,643,33070,479,13663
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",5,4,,,,,1
"Ocupantes presentes (011)",33,30,,,,,3
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",7,6,1,,,,
"Ocupantes presentes (014)",21,18,3,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",343,,,1,184,4,154
"Ocupantes presentes (017)",1311,,,2,760,11,538
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",5,,1,,1,,3
"Ocupantes presentes (020)",18,,7,,5,,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,1,,1,1,,4
"Ocupantes presentes (023)",20,3,,3,3,,11
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,1,,
"Ocupantes presentes (026)",1,,,,1,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",2536,1362,222,46,480,34,392
"Ocupantes presentes (029)",8930,4845,806,159,1796,137,1187
"Casa independiente",,,,,,,
"Viviendas particulares (031)",2518,1352,220,46,479,34,387
"Ocupantes presentes (032)",8857,4797,796,159,1791,137,1177
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",5,4,,,,,1
"Ocupantes presentes (038)",33,30,,,,,3
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",7,6,1,,,,
"Ocupantes presentes (041)",21,18,3,,,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",5,,1,,1,,3
"Ocupantes presentes (047)",18,,7,,5,,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,,,1
"Ocupantes presentes (050)",1,,,,,,1
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",12167,189,121,125,8103,91,3538
"Ocupantes presentes (056)",47010,640,451,489,32043,353,13034
"Casa independiente",,,,,,,
"Viviendas particulares (058)",11817,188,121,123,7917,87,3381
"Ocupantes presentes (059)",45679,637,451,484,31279,342,12486
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",343,,,1,184,4,154
"Ocupantes presentes (071)",1311,,,2,760,11,538
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",6,1,,1,1,,3
"Ocupantes presentes (077)",19,3,,3,3,,10
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",1,,,,1,,
