"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PADRE ABAD (000)",545,106,439
"Sin nivel (001)",21,3,18
"Primaria (003)",198,31,167
"Secundaria (004)",258,60,198
"Superior no univ. incompleta (005)",23,4,19
"Superior no univ. completa (006)",22,4,18
"Superior univ. incompleta (007)",9,1,8
"Superior univ. completa (008)",14,3,11
"De 14 a 29 años (010)",284,80,204
"Sin nivel (011)",4,1,3
"Primaria (013)",80,23,57
"Secundaria (014)",160,45,115
"Superior no univ. incompleta (015)",18,4,14
"Superior no univ. completa (016)",13,4,9
"Superior univ. incompleta (017)",5,1,4
"Superior univ. completa (018)",4,2,2
"De 30 a 44 años (020)",172,23,149
"Sin nivel (021)",5,2,3
"Primaria (023)",66,7,59
"Secundaria (024)",77,13,64
"Superior no univ. incompleta (025)",5,,5
"Superior no univ. completa (026)",7,,7
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",10,1,9
"De 45 a 64 años (030)",68,3,65
"Sin nivel (031)",7,,7
"Primaria (033)",37,1,36
"Secundaria (034)",20,2,18
"Superior no univ. completa (036)",2,,2
"Superior univ. incompleta (037)",2,,2
"De 65 y más años (040)",21,,21
"Sin nivel (041)",5,,5
"Primaria (043)",15,,15
"Secundaria (044)",1,,1
,,,
"AREA URBANA (050)",379,85,294
"Sin nivel (051)",12,3,9
"Primaria (053)",110,19,91
"Secundaria (054)",197,53,144
"Superior no univ. incompleta (055)",19,3,16
"Superior no univ. completa (056)",20,3,17
"Superior univ. incompleta (057)",9,1,8
"Superior univ. completa (058)",12,3,9
"De 14 a 29 años (060)",212,66,146
"Sin nivel (061)",3,1,2
"Primaria (063)",45,14,31
"Secundaria (064)",129,42,87
"Superior no univ. incompleta (065)",14,3,11
"Superior no univ. completa (066)",12,3,9
"Superior univ. incompleta (067)",5,1,4
"Superior univ. completa (068)",4,2,2
"De 30 a 44 años (070)",113,17,96
"Sin nivel (071)",4,2,2
"Primaria (073)",34,4,30
"Secundaria (074)",54,10,44
"Superior no univ. incompleta (075)",5,,5
"Superior no univ. completa (076)",6,,6
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",8,1,7
"De 45 a 64 años (080)",46,2,44
"Sin nivel (081)",3,,3
"Primaria (083)",25,1,24
"Secundaria (084)",14,1,13
"Superior no univ. completa (086)",2,,2
"Superior univ. incompleta (087)",2,,2
"De 65 y más años (090)",8,,8
"Sin nivel (091)",2,,2
"Primaria (093)",6,,6
,,,
"AREA RURAL (100)",166,21,145
"Sin nivel (101)",9,,9
"Primaria (103)",88,12,76
"Secundaria (104)",61,7,54
"Superior no univ. incompleta (105)",4,1,3
"Superior no univ. completa (106)",2,1,1
"Superior univ. completa (108)",2,,2
"De 14 a 29 años (110)",72,14,58
"Sin nivel (111)",1,,1
"Primaria (113)",35,9,26
"Secundaria (114)",31,3,28
"Superior no univ. incompleta (115)",4,1,3
"Superior no univ. completa (116)",1,1,
"De 30 a 44 años (120)",59,6,53
"Sin nivel (121)",1,,1
"Primaria (123)",32,3,29
"Secundaria (124)",23,3,20
"Superior no univ. completa (126)",1,,1
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",22,1,21
"Sin nivel (131)",4,,4
"Primaria (133)",12,,12
"Secundaria (134)",6,1,5
"De 65 y más años (140)",13,,13
"Sin nivel (141)",3,,3
"Primaria (143)",9,,9
"Secundaria (144)",1,,1
