"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CANTA (000)",3746,47,1432,1241,369,149,80,20,2,,406
"Conviviente (001)",1400,19,626,465,105,48,21,4,,,112
"Separado(a) (002)",221,6,92,62,34,6,4,1,,,16
"Casado(a) (003)",1403,13,491,509,168,65,39,12,2,,104
"Viudo(a) (004)",357,6,138,126,28,12,9,2,,,36
"Divorciado(a) (005)",9,,3,3,1,,1,,,,1
"Soltero(a) (006)",356,3,82,76,33,18,6,1,,,137
,,,,,,,,,,,
"URBANA (008)",1916,21,657,648,209,88,52,13,2,,226
"Conviviente (009)",583,9,242,200,42,23,11,1,,,55
"Separado(a) (010)",103,1,45,29,17,1,2,,,,8
"Casado(a) (011)",780,6,239,282,108,44,27,9,2,,63
"Viudo(a) (012)",212,3,76,77,16,9,7,2,,,22
"Divorciado(a) (013)",6,,2,1,1,,1,,,,1
"Soltero(a) (014)",232,2,53,59,25,11,4,1,,,77
,,,,,,,,,,,
"RURAL (016)",1830,26,775,593,160,61,28,7,,,180
"Conviviente (017)",817,10,384,265,63,25,10,3,,,57
"Separado(a) (018)",118,5,47,33,17,5,2,1,,,8
"Casado(a) (019)",623,7,252,227,60,21,12,3,,,41
"Viudo(a) (020)",145,3,62,49,12,3,2,,,,14
"Divorciado(a) (021)",3,,1,2,,,,,,,
"Soltero(a) (022)",124,1,29,17,8,7,2,,,,60
