"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CASTILLA (000)",536,3,261,159,89,24
"Conviviente (001)",151,,62,64,22,3
"Separado(a) (002)",22,,1,3,14,4
"Casado(a) (003)",113,,9,54,38,12
"Viudo(a) (004)",9,,,1,5,3
"Divorciado(a) (005)",1,,,,,1
"Soltero(a) (006)",240,3,189,37,10,1
"Hombres (008)",384,1,181,112,70,20
"Conviviente (009)",103,,36,50,15,2
"Separado(a) (010)",14,,,1,10,3
"Casado(a) (011)",89,,6,39,33,11
"Viudo(a) (012)",7,,,1,4,2
"Divorciado(a) (013)",1,,,,,1
"Soltero(a) (014)",170,1,139,21,8,1
"Mujeres (016)",152,2,80,47,19,4
"Conviviente (017)",48,,26,14,7,1
"Separado(a) (018)",8,,1,2,4,1
"Casado(a) (019)",24,,3,15,5,1
"Viudo(a) (020)",2,,,,1,1
"Soltero(a) (022)",70,2,50,16,2,
,,,,,,
"AREA URBANA (024)",338,2,163,109,49,15
"Conviviente (025)",104,,44,48,10,2
"Separado(a) (026)",15,,1,2,9,3
"Casado(a) (027)",64,,4,32,21,7
"Viudo(a) (028)",5,,,,3,2
"Divorciado(a) (029)",1,,,,,1
"Soltero(a) (030)",149,2,114,27,6,
"Hombres (032)",230,1,109,72,37,11
"Conviviente (033)",65,,23,35,6,1
"Separado(a) (034)",8,,,,6,2
"Casado(a) (035)",50,,3,23,18,6
"Viudo(a) (036)",4,,,,3,1
"Divorciado(a) (037)",1,,,,,1
"Soltero(a) (038)",102,1,83,14,4,
"Mujeres (040)",108,1,54,37,12,4
"Conviviente (041)",39,,21,13,4,1
"Separado(a) (042)",7,,1,2,3,1
"Casado(a) (043)",14,,1,9,3,1
"Viudo(a) (044)",1,,,,,1
"Soltero(a) (046)",47,1,31,13,2,
,,,,,,
"AREA RURAL (048)",198,1,98,50,40,9
"Conviviente (049)",47,,18,16,12,1
"Separado(a) (050)",7,,,1,5,1
"Casado(a) (051)",49,,5,22,17,5
"Viudo(a) (052)",4,,,1,2,1
"Soltero(a) (054)",91,1,75,10,4,1
"Hombres (056)",154,,72,40,33,9
"Conviviente (057)",38,,13,15,9,1
"Separado(a) (058)",6,,,1,4,1
"Casado(a) (059)",39,,3,16,15,5
"Viudo(a) (060)",3,,,1,1,1
"Soltero(a) (062)",68,,56,7,4,1
"Mujeres (064)",44,1,26,10,7,
"Conviviente (065)",9,,5,1,3,
"Separado(a) (066)",1,,,,1,
"Casado(a) (067)",10,,2,6,2,
"Viudo(a) (068)",1,,,,1,
"Soltero(a) (070)",23,1,19,3,,
