"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia YAROWILCA (000)",7685,19,130,398,789,1390,3307,1652
"De 12 a 14 años (001)",11,,,,,,,11
"De 15 a 19 años (002)",230,,,,,,149,81
"De 20 a 24 años (003)",776,,,,,2,495,279
"De 25 a 29 años (004)",875,,,,,24,656,195
"De 30 a 34 años (005)",895,,,,,82,649,164
"De 35 a 39 años (006)",840,,,,1,161,562,116
"De 40 a 44 años (007)",799,,,,14,194,466,125
"De 45 a 49 años (008)",690,,,1,39,307,269,74
"De 50 y más años (009)",2569,19,130,397,735,620,61,607
"Conviviente (010)",2757,,9,22,73,315,1807,531
"De 12 a 14 años (011)",8,,,,,,,8
"De 15 a 19 años (012)",147,,,,,,98,49
"De 20 a 24 años (013)",481,,,,,2,343,136
"De 25 a 29 años (014)",554,,,,,11,441,102
"De 30 a 34 años (015)",506,,,,,40,396,70
"De 35 a 39 años (016)",374,,,,,53,284,37
"De 40 a 44 años (017)",280,,,,2,63,163,52
"De 45 a 49 años (018)",150,,,,5,63,65,17
"De 50 y más años (019)",257,,9,22,66,83,17,60
"Separado(a) (020)",470,,4,13,30,92,216,115
"De 15 a 19 años (022)",29,,,,,,19,10
"De 20 a 24 años (023)",85,,,,,,60,25
"De 25 a 29 años (024)",78,,,,,9,50,19
"De 30 a 34 años (025)",59,,,,,8,35,16
"De 35 a 39 años (026)",55,,,,,17,27,11
"De 40 a 44 años (027)",37,,,,1,15,16,5
"De 45 a 49 años (028)",38,,,,2,23,8,5
"De 50 y más años (029)",89,,4,13,27,20,1,24
"Casado(a) (030)",3050,6,33,183,463,801,1071,493
"De 15 a 19 años (032)",11,,,,,,4,7
"De 20 a 24 años (033)",54,,,,,,37,17
"De 25 a 29 años (034)",140,,,,,2,122,16
"De 30 a 34 años (035)",247,,,,,23,187,37
"De 35 a 39 años (036)",341,,,,,74,232,35
"De 40 a 44 años (037)",417,,,,6,97,265,49
"De 45 a 49 años (038)",431,,,,23,186,186,36
"De 50 y más años (039)",1409,6,33,183,434,419,38,296
"Viudo(a) (040)",881,13,81,172,206,138,55,216
"De 15 a 19 años (042)",1,,,,,,,1
"De 20 a 24 años (043)",6,,,,,,4,2
"De 25 a 29 años (044)",4,,,,,,2,2
"De 30 a 34 años (045)",12,,,,,1,8,3
"De 35 a 39 años (046)",16,,,,,5,9,2
"De 40 a 44 años (047)",43,,,,3,13,20,7
"De 45 a 49 años (048)",40,,,1,4,24,7,4
"De 50 y más años (049)",759,13,81,171,199,95,5,195
"Divorciado(a) (050)",58,,2,5,3,16,16,16
"De 15 a 19 años (052)",3,,,,,,3,
"De 20 a 24 años (053)",5,,,,,,2,3
