"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PALLASCA (000)",20761,1944,1853,457,16522
"Conviviente (001)",5509,328,395,139,4649
"Separado(a) (002)",309,17,25,5,262
"Casado(a) (003)",5790,261,783,158,4598
"Viudo(a) (004)",1068,34,53,10,971
"Divorciado(a) (005)",57,3,9,4,42
"Soltero(a) (006)",8028,1301,588,141,6000
"Hombres (008)",10491,876,1016,371,8242
"Conviviente (009)",2814,119,238,122,2337
"Separado(a) (010)",102,1,9,3,89
"Casado(a) (011)",2958,114,455,129,2269
"Viudo(a) (012)",294,6,12,6,270
"Divorciado(a) (013)",25,2,5,4,15
"Soltero(a) (014)",4298,634,297,107,3262
"Mujeres (016)",10270,1068,837,86,8280
"Conviviente (017)",2695,209,157,17,2312
"Separado(a) (018)",207,16,16,2,173
"Casado(a) (019)",2832,147,328,29,2329
"Viudo(a) (020)",774,28,41,4,701
"Divorciado(a) (021)",32,1,4,,27
"Soltero(a) (022)",3730,667,291,34,2738
,,,,,
"URBANA (024)",11124,1095,1461,282,8297
"Conviviente (025)",2714,183,288,71,2172
"Separado(a) (026)",211,14,22,3,172
"Casado(a) (027)",3253,149,634,93,2386
"Viudo(a) (028)",568,15,47,8,498
"Divorciado(a) (029)",41,3,9,3,27
"Soltero(a) (030)",4337,731,461,104,3042
"Hombres (032)",5523,485,790,215,4043
"Conviviente (033)",1372,68,173,61,1070
"Separado(a) (034)",55,1,8,1,45
"Casado(a) (035)",1662,66,366,71,1167
"Viudo(a) (036)",129,2,10,4,113
"Divorciado(a) (037)",16,2,5,3,7
"Soltero(a) (038)",2289,346,228,75,1641
"Mujeres (040)",5601,610,671,67,4254
"Conviviente (041)",1342,115,115,10,1102
"Separado(a) (042)",156,13,14,2,127
"Casado(a) (043)",1591,83,268,22,1219
"Viudo(a) (044)",439,13,37,4,385
"Divorciado(a) (045)",25,1,4,,20
"Soltero(a) (046)",2048,385,233,29,1401
,,,,,
"RURAL (048)",9637,849,392,175,8225
"Conviviente (049)",2795,145,107,68,2477
"Separado(a) (050)",98,3,3,2,90
"Casado(a) (051)",2537,112,149,65,2212
"Viudo(a) (052)",500,19,6,2,473
"Divorciado(a) (053)",16,,,1,15
"Soltero(a) (054)",3691,570,127,37,2958
"Hombres (056)",4968,391,226,156,4199
"Conviviente (057)",1442,51,65,61,1267
"Separado(a) (058)",47,,1,2,44
"Casado(a) (059)",1296,48,89,58,1102
"Viudo(a) (060)",165,4,2,2,157
"Divorciado(a) (061)",9,,,1,8
"Soltero(a) (062)",2009,288,69,32,1621
"Mujeres (064)",4669,458,166,19,4026
"Conviviente (065)",1353,94,42,7,1210
"Separado(a) (066)",51,3,2,,46
"Casado(a) (067)",1241,64,60,7,1110
"Viudo(a) (068)",335,15,4,,316
"Divorciado(a) (069)",7,,,,7
"Soltero(a) (070)",1682,282,58,5,1337
