"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAMANGA (000)",192585,17771,2940,69700,57825,7721,9108,12526,14994
"Hombres (001)",93264,3966,1465,33279,31602,3649,3881,7284,8138
"Mujeres (002)",99321,13805,1475,36421,26223,4072,5227,5242,6856
"PEA (003)",75111,4713,131,17628,24881,3860,6808,4992,12098
"Hombres (004)",45899,1908,80,11079,17102,2192,3256,3338,6944
"Mujeres (005)",29212,2805,51,6549,7779,1668,3552,1654,5154
"Ocupada (006)",71283,4496,120,16765,23508,3666,6418,4737,11573
"Hombres (007)",43379,1767,72,10433,16100,2077,3088,3178,6664
"Mujeres (008)",27904,2729,48,6332,7408,1589,3330,1559,4909
"Desocupada (009)",3828,217,11,863,1373,194,390,255,525
"Hombres (010)",2520,141,8,646,1002,115,168,160,280
"Mujeres (011)",1308,76,3,217,371,79,222,95,245
"No PEA (012)",117474,13058,2809,52072,32944,3861,2300,7534,2896
"Hombres (013)",47365,2058,1385,22200,14500,1457,625,3946,1194
"Mujeres (014)",70109,11000,1424,29872,18444,2404,1675,3588,1702
,,,,,,,,,
"URBANA (018)",142271,7973,1843,42272,46831,7361,8899,12286,14806
"Hombres (019)",68785,1460,950,19486,24565,3445,3767,7107,8005
"Mujeres (020)",73486,6513,893,22786,22266,3916,5132,5179,6801
"PEA (021)",61055,2421,50,10740,20590,3714,6670,4903,11967
"Hombres (022)",35312,660,24,5766,13488,2099,3164,3264,6847
"Mujeres (023)",25743,1761,26,4974,7102,1615,3506,1639,5120
"Ocupada (024)",57995,2317,42,10261,19455,3534,6289,4649,11448
"Hombres (025)",33456,609,19,5460,12698,1995,3000,3105,6570
"Mujeres (026)",24539,1708,23,4801,6757,1539,3289,1544,4878
"Desocupada (027)",3060,104,8,479,1135,180,381,254,519
"Hombres (028)",1856,51,5,306,790,104,164,159,277
"Mujeres (029)",1204,53,3,173,345,76,217,95,242
"No PEA (030)",81216,5552,1793,31532,26241,3647,2229,7383,2839
"Hombres (031)",33473,800,926,13720,11077,1346,603,3843,1158
"Mujeres (032)",47743,4752,867,17812,15164,2301,1626,3540,1681
,,,,,,,,,
"RURAL (036)",50314,9798,1097,27428,10994,360,209,240,188
"Hombres (037)",24479,2506,515,13793,7037,204,114,177,133
"Mujeres (038)",25835,7292,582,13635,3957,156,95,63,55
"PEA (039)",14056,2292,81,6888,4291,146,138,89,131
"Hombres (040)",10587,1248,56,5313,3614,93,92,74,97
"Mujeres (041)",3469,1044,25,1575,677,53,46,15,34
"Ocupada (042)",13288,2179,78,6504,4053,132,129,88,125
"Hombres (043)",9923,1158,53,4973,3402,82,88,73,94
"Mujeres (044)",3365,1021,25,1531,651,50,41,15,31
"Desocupada (045)",768,113,3,384,238,14,9,1,6
"Hombres (046)",664,90,3,340,212,11,4,1,3
"Mujeres (047)",104,23,,44,26,3,5,,3
"No PEA (048)",36258,7506,1016,20540,6703,214,71,151,57
"Hombres (049)",13892,1258,459,8480,3423,111,22,103,36
"Mujeres (050)",22366,6248,557,12060,3280,103,49,48,21
