"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHUPACA (000)",14757,84,4541,5277,1995,718,299,108,12,,1723
"Sin Nivel (001)",2038,23,671,676,243,118,62,37,4,,204
"Educación Inicial (002)",12,,7,3,,,,,,,2
"Primaria (003)",5369,43,1905,1939,666,264,122,46,5,,379
"Secundaria (004)",4712,15,1664,1757,506,142,53,15,2,,558
"Sup. no Univ. Incompleta (005)",572,,97,237,76,23,9,1,,,129
"Sup. no Univ. Completa (006)",1099,1,108,379,284,75,24,4,1,,223
"Sup. Univ. Incompleta (007)",270,1,33,91,49,16,6,2,,,72
"Sup. Univ. Completa (008)",685,1,56,195,171,80,23,3,,,156
,,,,,,,,,,,
"URBANA (010)",8878,38,2578,3153,1267,460,201,69,9,,1103
"Sin Nivel (011)",1052,9,334,340,123,65,39,24,4,,114
"Educación Inicial (012)",8,,3,3,,,,,,,2
"Primaria (013)",2884,21,1001,1024,364,149,69,26,2,,228
"Secundaria (014)",2931,7,1015,1094,323,92,42,11,2,,345
"Sup. no Univ. Incompleta (015)",401,,67,171,54,17,6,1,,,85
"Sup. no Univ. Completa (016)",841,,86,289,229,59,19,3,1,,155
"Sup. Univ. Incompleta (017)",220,,27,78,45,10,5,1,,,54
"Sup. Univ. Completa (018)",541,1,45,154,129,68,21,3,,,120
,,,,,,,,,,,
"RURAL (020)",5879,46,1963,2124,728,258,98,39,3,,620
"Sin Nivel (021)",986,14,337,336,120,53,23,13,,,90
"Educación Inicial (022)",4,,4,,,,,,,,
"Primaria (023)",2485,22,904,915,302,115,53,20,3,,151
"Secundaria (024)",1781,8,649,663,183,50,11,4,,,213
"Sup. no Univ. Incompleta (025)",171,,30,66,22,6,3,,,,44
"Sup. no Univ. Completa (026)",258,1,22,90,55,16,5,1,,,68
"Sup. Univ. Incompleta (027)",50,1,6,13,4,6,1,1,,,18
"Sup. Univ. Completa (028)",144,,11,41,42,12,2,,,,36
