"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHACHAPOYAS (000)",19480,401,6108,7047,4670,1254
"Empleado (001)",4705,17,1389,2197,1052,50
"Obrero (002)",2356,57,938,807,484,70
"Trabajador independiente (003)",8257,65,1881,2958,2453,900
"Empleador o patrono (004)",467,,100,197,127,43
"Trabajador familiar no remunerado (005)",2336,207,1117,530,344,138
"Trabajador del hogar (006)",688,41,330,175,116,26
"Desocupado (008)",671,14,353,183,94,27
"Hombres (009)",12635,280,3990,4418,3086,861
"Empleado (010)",2470,10,678,1103,644,35
"Obrero (011)",2039,51,831,694,409,54
"Trabajador independiente (012)",6073,48,1452,2156,1756,661
"Empleador o patrono (013)",363,,79,154,95,35
"Trabajador familiar no remunerado (014)",1247,161,747,184,100,55
"Trabajador del hogar (015)",21,2,12,3,4,
"Desocupado (017)",422,8,191,124,78,21
"Mujeres (018)",6845,121,2118,2629,1584,393
"Empleado (019)",2235,7,711,1094,408,15
"Obrero (020)",317,6,107,113,75,16
"Trabajador independiente (021)",2184,17,429,802,697,239
"Empleador o patrono (022)",104,,21,43,32,8
"Trabajador familiar no remunerado (023)",1089,46,370,346,244,83
"Trabajador del hogar (024)",667,39,318,172,112,26
"Desocupado (026)",249,6,162,59,16,6
,,,,,,
"URBANA (027)",13585,201,4155,5241,3260,728
"Empleado (028)",4473,16,1322,2078,1008,49
"Obrero (029)",1623,27,604,602,340,50
"Trabajador independiente (030)",4893,32,1088,1818,1470,485
"Empleador o patrono (031)",384,,71,167,111,35
"Trabajador familiar no remunerado (032)",1055,87,474,264,158,72
"Trabajador del hogar (033)",584,30,287,155,94,18
"Desocupado (035)",573,9,309,157,79,19
"Hombres (036)",8152,122,2464,3063,2038,465
"Empleado (037)",2347,10,646,1038,619,34
"Obrero (038)",1415,23,540,524,289,39
"Trabajador independiente (039)",3256,21,766,1199,948,322
"Empleador o patrono (040)",294,,58,125,82,29
"Trabajador familiar no remunerado (041)",476,61,280,75,34,26
"Trabajador del hogar (042)",18,2,11,3,2,
"Desocupado (044)",346,5,163,99,64,15
"Mujeres (045)",5433,79,1691,2178,1222,263
"Empleado (046)",2126,6,676,1040,389,15
"Obrero (047)",208,4,64,78,51,11
"Trabajador independiente (048)",1637,11,322,619,522,163
"Empleador o patrono (049)",90,,13,42,29,6
"Trabajador familiar no remunerado (050)",579,26,194,189,124,46
"Trabajador del hogar (051)",566,28,276,152,92,18
"Desocupado (053)",227,4,146,58,15,4
,,,,,,
"RURAL (054)",5895,200,1953,1806,1410,526
"Empleado (055)",232,1,67,119,44,1
"Obrero (056)",733,30,334,205,144,20
"Trabajador independiente (057)",3364,33,793,1140,983,415
"Empleador o patrono (058)",83,,29,30,16,8
"Trabajador familiar no remunerado (059)",1281,120,643,266,186,66
"Trabajador del hogar (060)",104,11,43,20,22,8
"Desocupado (062)",98,5,44,26,15,8
"Hombres (063)",4483,158,1526,1355,1048,396
"Empleado (064)",123,,32,65,25,1
"Obrero (065)",624,28,291,170,120,15
"Trabajador independiente (066)",2817,27,686,957,808,339
"Empleador o patrono (067)",69,,21,29,13,6
"Trabajador familiar no remunerado (068)",771,100,467,109,66,29
"Trabajador del hogar (069)",3,,1,,2,
"Desocupado (071)",76,3,28,25,14,6
"Mujeres (072)",1412,42,427,451,362,130
"Empleado (073)",109,1,35,54,19,
"Obrero (074)",109,2,43,35,24,5
"Trabajador independiente (075)",547,6,107,183,175,76
"Empleador o patrono (076)",14,,8,1,3,2
"Trabajador familiar no remunerado (077)",510,20,176,157,120,37
"Trabajador del hogar (078)",101,11,42,20,20,8
"Desocupado (080)",22,2,16,1,1,2
