"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CORONGO (000)",7889,1449,663,127,5660
"Sin Nivel (001)",1302,276,36,11,979
"Educación Inicial (002)",194,103,19,3,71
"Primaria (003)",3637,719,166,38,2720
"Secundaria (004)",1975,319,126,24,1506
"Sup. no Univ. Incompleta (005)",197,7,45,7,138
"Sup. no Univ. Completa (006)",245,11,103,17,114
"Sup. Univ. Incompleta (007)",111,6,30,10,66
"Sup. Univ. Completa (008)",228,8,138,17,66
"Hombres (010)",4032,756,347,77,2860
"Sin Nivel (011)",450,146,13,3,288
"Educación Inicial (012)",106,54,9,1,44
"Primaria (013)",1835,367,77,23,1372
"Secundaria (014)",1175,173,65,16,921
"Sup. no Univ. Incompleta (015)",116,4,24,4,84
"Sup. no Univ. Completa (016)",147,4,54,14,75
"Sup. Univ. Incompleta (017)",58,3,17,5,34
"Sup. Univ. Completa (018)",145,5,88,11,42
"Mujeres (020)",3857,693,316,50,2800
"Sin Nivel (021)",852,130,23,8,691
"Educación Inicial (022)",88,49,10,2,27
"Primaria (023)",1802,352,89,15,1348
"Secundaria (024)",800,146,61,8,585
"Sup. no Univ. Incompleta (025)",81,3,21,3,54
"Sup. no Univ. Completa (026)",98,7,49,3,39
"Sup. Univ. Incompleta (027)",53,3,13,5,32
"Sup. Univ. Completa (028)",83,3,50,6,24
,,,,,
"URBANA (030)",3915,643,537,99,2645
"Sin Nivel (031)",520,92,25,8,395
"Educación Inicial (032)",118,55,17,3,45
"Primaria (033)",1649,307,131,27,1189
"Secundaria (034)",1017,162,103,19,733
"Sup. no Univ. Incompleta (035)",132,6,42,6,78
"Sup. no Univ. Completa (036)",192,10,76,13,93
"Sup. Univ. Incompleta (037)",96,5,26,10,56
"Sup. Univ. Completa (038)",191,6,117,13,56
"Hombres (040)",2010,338,281,59,1339
"Sin Nivel (041)",166,49,8,2,107
"Educación Inicial (042)",62,28,7,1,28
"Primaria (043)",838,163,62,17,599
"Secundaria (044)",593,84,53,11,445
"Sup. no Univ. Incompleta (045)",71,4,23,4,40
"Sup. no Univ. Completa (046)",111,4,39,11,57
"Sup. Univ. Incompleta (047)",49,2,14,5,29
"Sup. Univ. Completa (048)",120,4,75,8,34
"Mujeres (050)",1905,305,256,40,1306
"Sin Nivel (051)",354,43,17,6,288
"Educación Inicial (052)",56,27,10,2,17
"Primaria (053)",811,144,69,10,590
"Secundaria (054)",424,78,50,8,288
"Sup. no Univ. Incompleta (055)",61,2,19,2,38
"Sup. no Univ. Completa (056)",81,6,37,2,36
"Sup. Univ. Incompleta (057)",47,3,12,5,27
"Sup. Univ. Completa (058)",71,2,42,5,22
,,,,,
"RURAL (060)",3974,806,126,28,3015
"Sin Nivel (061)",782,184,11,3,584
"Educación Inicial (062)",76,48,2,,26
"Primaria (063)",1988,412,35,11,1531
"Secundaria (064)",958,157,23,5,773
"Sup. no Univ. Incompleta (065)",65,1,3,1,60
"Sup. no Univ. Completa (066)",53,1,27,4,21
"Sup. Univ. Incompleta (067)",15,1,4,,10
"Sup. Univ. Completa (068)",37,2,21,4,10
"Hombres (070)",2022,418,66,18,1521
"Sin Nivel (071)",284,97,5,1,181
"Educación Inicial (072)",44,26,2,,16
"Primaria (073)",997,204,15,6,773
"Secundaria (074)",582,89,12,5,476
"Sup. no Univ. Incompleta (075)",45,,1,,44
"Sup. no Univ. Completa (076)",36,,15,3,18
"Sup. Univ. Incompleta (077)",9,1,3,,5
"Sup. Univ. Completa (078)",25,1,13,3,8
"Mujeres (080)",1952,388,60,10,1494
"Sin Nivel (081)",498,87,6,2,403
"Educación Inicial (082)",32,22,,,10
"Primaria (083)",991,208,20,5,758
"Secundaria (084)",376,68,11,,297
"Sup. no Univ. Incompleta (085)",20,1,2,1,16
"Sup. no Univ. Completa (086)",17,1,12,1,3
"Sup. Univ. Incompleta (087)",6,,1,,5
"Sup. Univ. Completa (088)",12,1,8,1,2
