"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PAUCAR DEL SARA SARA (000)",9695,2145,2387,1953,1784,1426
"Hombres (001)",4935,1085,1290,994,931,635
"Mujeres (002)",4760,1060,1097,959,853,791
"PEA (003)",4033,70,1148,1266,1060,489
"Hombres (004)",2746,50,783,819,743,351
"Mujeres (005)",1287,20,365,447,317,138
"Ocupada (006)",3869,69,1076,1214,1031,479
"Hombres (007)",2615,49,731,776,718,341
"Mujeres (008)",1254,20,345,438,313,138
"Desocupada (009)",164,1,72,52,29,10
"Hombres (010)",131,1,52,43,25,10
"Mujeres (011)",33,,20,9,4,
"No PEA (012)",5662,2075,1239,687,724,937
"Hombres (013)",2189,1035,507,175,188,284
"Mujeres (014)",3473,1040,732,512,536,653
,,,,,,
"URBANA (018)",6497,1484,1633,1339,1169,872
"Hombres (019)",3242,741,868,655,610,368
"Mujeres (020)",3255,743,765,684,559,504
"PEA (021)",2930,61,873,921,761,314
"Hombres (022)",1910,44,575,569,515,207
"Mujeres (023)",1020,17,298,352,246,107
"Ocupada (024)",2857,60,835,904,749,309
"Hombres (025)",1853,43,551,553,504,202
"Mujeres (026)",1004,17,284,351,245,107
"Desocupada (027)",73,1,38,17,12,5
"Hombres (028)",57,1,24,16,11,5
"Mujeres (029)",16,,14,1,1,
"No PEA (030)",3567,1423,760,418,408,558
"Hombres (031)",1332,697,293,86,95,161
"Mujeres (032)",2235,726,467,332,313,397
,,,,,,
"RURAL (036)",3198,661,754,614,615,554
"Hombres (037)",1693,344,422,339,321,267
"Mujeres (038)",1505,317,332,275,294,287
"PEA (039)",1103,9,275,345,299,175
"Hombres (040)",836,6,208,250,228,144
"Mujeres (041)",267,3,67,95,71,31
"Ocupada (042)",1012,9,241,310,282,170
"Hombres (043)",762,6,180,223,214,139
"Mujeres (044)",250,3,61,87,68,31
"Desocupada (045)",91,,34,35,17,5
"Hombres (046)",74,,28,27,14,5
"Mujeres (047)",17,,6,8,3,
"No PEA (048)",2095,652,479,269,316,379
"Hombres (049)",857,338,214,89,93,123
"Mujeres (050)",1238,314,265,180,223,256
