"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHICLAYO (000)",271456,2927,86958,102007,69823,9741
"Empleado (001)",88659,370,31534,35058,20510,1187
"Obrero (002)",51442,548,18732,18187,12358,1617
"Trabajador independiente (003)",107824,754,27482,41532,32064,5992
"Empleador o patrono (004)",5382,5,1184,2060,1779,354
"Trabajador familiar no remunerado (005)",8099,917,2829,2305,1629,419
"Trabajador del hogar (006)",10050,333,5197,2865,1483,172
"Hombres (008)",175434,2010,54869,64390,46786,7379
"Empleado (009)",48618,262,15611,19093,12714,938
"Obrero (010)",45894,473,16722,15912,11274,1513
"Trabajador independiente (011)",73242,609,19946,27299,21001,4387
"Empleador o patrono (012)",3942,3,845,1453,1339,302
"Trabajador familiar no remunerado (013)",3422,630,1592,564,407,229
"Trabajador del hogar (014)",316,33,153,69,51,10
"Mujeres (016)",96022,917,32089,37617,23037,2362
"Empleado (017)",40041,108,15923,15965,7796,249
"Obrero (018)",5548,75,2010,2275,1084,104
"Trabajador independiente (019)",34582,145,7536,14233,11063,1605
"Empleador o patrono (020)",1440,2,339,607,440,52
"Trabajador familiar no remunerado (021)",4677,287,1237,1741,1222,190
"Trabajador del hogar (022)",9734,300,5044,2796,1432,162
,,,,,,
"URBANA (024)",255583,2665,81398,96552,66054,8914
"Empleado (025)",87527,365,31094,34652,20243,1173
"Obrero (026)",43008,428,15399,15292,10546,1343
"Trabajador independiente (027)",102928,727,26299,39754,30595,5553
"Empleador o patrono (028)",5129,5,1145,1972,1693,314
"Trabajador familiar no remunerado (029)",7283,819,2459,2110,1531,364
"Trabajador del hogar (030)",9708,321,5002,2772,1446,167
"Hombres (032)",162748,1818,50456,60142,43680,6652
"Empleado (033)",47905,259,15379,18840,12501,926
"Obrero (034)",38296,381,13716,13335,9603,1261
"Trabajador independiente (035)",69667,589,19089,26058,19921,4010
"Empleador o patrono (036)",3713,3,818,1372,1258,262
"Trabajador familiar no remunerado (037)",2862,554,1305,471,349,183
"Trabajador del hogar (038)",305,32,149,66,48,10
"Mujeres (040)",92835,847,30942,36410,22374,2262
"Empleado (041)",39622,106,15715,15812,7742,247
"Obrero (042)",4712,47,1683,1957,943,82
"Trabajador independiente (043)",33261,138,7210,13696,10674,1543
"Empleador o patrono (044)",1416,2,327,600,435,52
"Trabajador familiar no remunerado (045)",4421,265,1154,1639,1182,181
"Trabajador del hogar (046)",9403,289,4853,2706,1398,157
,,,,,,
"RURAL (048)",15873,262,5560,5455,3769,827
"Empleado (049)",1132,5,440,406,267,14
"Obrero (050)",8434,120,3333,2895,1812,274
"Trabajador independiente (051)",4896,27,1183,1778,1469,439
"Empleador o patrono (052)",253,,39,88,86,40
"Trabajador familiar no remunerado (053)",816,98,370,195,98,55
"Trabajador del hogar (054)",342,12,195,93,37,5
"Hombres (056)",12686,192,4413,4248,3106,727
"Empleado (057)",713,3,232,253,213,12
"Obrero (058)",7598,92,3006,2577,1671,252
"Trabajador independiente (059)",3575,20,857,1241,1080,377
"Empleador o patrono (060)",229,,27,81,81,40
"Trabajador familiar no remunerado (061)",560,76,287,93,58,46
"Trabajador del hogar (062)",11,1,4,3,3,
"Mujeres (064)",3187,70,1147,1207,663,100
"Empleado (065)",419,2,208,153,54,2
"Obrero (066)",836,28,327,318,141,22
"Trabajador independiente (067)",1321,7,326,537,389,62
"Empleador o patrono (068)",24,,12,7,5,
"Trabajador familiar no remunerado (069)",256,22,83,102,40,9
"Trabajador del hogar (070)",331,11,191,90,34,5
