"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCABAMBA (000)",115535,28190,3278,58701,18739,1712,2708,761,1446
"Quechua (001)",53,5,1,23,14,,4,2,4
"Aymara (002)",16,6,,9,,,,,1
"Ashaninca (003)",7,2,,5,,,,,
"Otra lengua nativa (004)",87,3,5,31,30,6,8,2,2
"Castellano (005)",115123,27975,3268,58599,18687,1704,2695,757,1438
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",248,199,4,34,8,2,1,,
"Hombres (009)",57923,10332,1634,31435,10897,874,1468,469,814
"Quechua (010)",28,1,,11,9,,3,2,2
"Aymara (011)",9,4,,4,,,,,1
"Ashaninca (012)",6,2,,4,,,,,
"Otra lengua nativa (013)",39,,3,12,18,3,1,1,1
"Castellano (014)",57708,10216,1630,31386,10866,871,1464,466,809
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",132,109,1,18,4,,,,
"Mujeres (018)",57612,17858,1644,27266,7842,838,1240,292,632
"Quechua (019)",25,4,1,12,5,,1,,2
"Aymara (020)",7,2,,5,,,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",48,3,2,19,12,3,7,1,1
"Castellano (023)",57415,17759,1638,27213,7821,833,1231,291,629
"Es sordomudo/a (025)",116,90,3,16,4,2,1,,
,,,,,,,,,
"URBANA (027)",14551,1493,375,4749,4018,865,1601,451,999
"Quechua (028)",20,,,7,6,,2,2,3
"Aymara (029)",4,2,,2,,,,,
"Otra lengua nativa (031)",77,1,5,26,28,5,8,2,2
"Castellano (032)",14432,1481,369,4710,3981,860,1591,447,993
"Idioma extranjero (033)",1,,,,,,,,1
"Es sordomudo/a (034)",17,9,1,4,3,,,,
"Hombres (036)",7153,578,190,2307,2157,406,753,247,515
"Quechua (037)",11,,,3,4,,1,2,1
"Aymara (038)",3,2,,1,,,,,
"Otra lengua nativa (040)",34,,3,9,17,2,1,1,1
"Castellano (041)",7095,572,187,2291,2134,404,751,244,512
"Idioma extranjero (042)",1,,,,,,,,1
"Es sordomudo/a (043)",9,4,,3,2,,,,
"Mujeres (045)",7398,915,185,2442,1861,459,848,204,484
"Quechua (046)",9,,,4,2,,1,,2
"Aymara (047)",1,,,1,,,,,
"Otra lengua nativa (049)",43,1,2,17,11,3,7,1,1
"Castellano (050)",7337,909,182,2419,1847,456,840,203,481
"Es sordomudo/a (052)",8,5,1,1,1,,,,
,,,,,,,,,
"RURAL (054)",100984,26697,2903,53952,14721,847,1107,310,447
"Quechua (055)",33,5,1,16,8,,2,,1
"Aymara (056)",12,4,,7,,,,,1
"Ashaninca (057)",7,2,,5,,,,,
"Otra lengua nativa (058)",10,2,,5,2,1,,,
"Castellano (059)",100691,26494,2899,53889,14706,844,1104,310,445
"Es sordomudo/a (061)",231,190,3,30,5,2,1,,
"Hombres (063)",50770,9754,1444,29128,8740,468,715,222,299
"Quechua (064)",17,1,,8,5,,2,,1
"Aymara (065)",6,2,,3,,,,,1
"Ashaninca (066)",6,2,,4,,,,,
"Otra lengua nativa (067)",5,,,3,1,1,,,
"Castellano (068)",50613,9644,1443,29095,8732,467,713,222,297
"Es sordomudo/a (070)",123,105,1,15,2,,,,
"Mujeres (072)",50214,16943,1459,24824,5981,379,392,88,148
"Quechua (073)",16,4,1,8,3,,,,
"Aymara (074)",6,2,,4,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",5,2,,2,1,,,,
"Castellano (077)",50078,16850,1456,24794,5974,377,391,88,148
"Es sordomudo/a (079)",108,85,2,15,3,2,1,,
