"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CARHUAZ (000)",12889,10971,833,441,644
"Empleado (001)",1605,589,255,282,479
"Obrero (002)",2064,1449,305,149,161
"Trabajador independiente (003)",7087,6880,207,,
"Empleador o patrono (004)",145,124,15,4,2
"Trabajador familiar no remunerado (005)",1676,1617,51,6,2
"Trabajador del hogar (006)",312,312,,,
"De 06 a 14 años (008)",189,180,8,1,
"Empleado (009)",6,5,1,,
"Obrero (010)",20,16,3,1,
"Trabajador independiente (011)",37,37,,,
"Trabajador familiar no remunerado (013)",123,119,4,,
"Trabajador del hogar (014)",3,3,,,
"De 15 a 29 años (016)",4238,3548,340,152,198
"Empleado (017)",560,263,80,75,142
"Obrero (018)",842,572,146,71,53
"Trabajador independiente (019)",1766,1681,85,,
"Empleador o patrono (020)",42,33,4,3,2
"Trabajador familiar no remunerado (021)",859,830,25,3,1
"Trabajador del hogar (022)",169,169,,,
"De 30 a 44 años (024)",4279,3516,293,192,278
"Empleado (025)",692,217,112,140,223
"Obrero (026)",672,470,100,48,54
"Trabajador independiente (027)",2443,2379,64,,
"Empleador o patrono (028)",49,43,5,1,
"Trabajador familiar no remunerado (029)",357,341,12,3,1
"Trabajador del hogar (030)",66,66,,,
"De 45 a 64 años (032)",3128,2718,160,91,159
"Empleado (033)",320,90,56,64,110
"Obrero (034)",431,309,46,27,49
"Trabajador independiente (035)",2040,1993,47,,
"Empleador o patrono (036)",39,36,3,,
"Trabajador familiar no remunerado (037)",244,236,8,,
"Trabajador del hogar (038)",54,54,,,
"De 65 y más años (040)",1055,1009,32,5,9
"Empleado (041)",27,14,6,3,4
"Obrero (042)",99,82,10,2,5
"Trabajador independiente (043)",801,790,11,,
"Empleador o patrono (044)",15,12,3,,
"Trabajador familiar no remunerado (045)",93,91,2,,
"Trabajador del hogar (046)",20,20,,,
,,,,,
"URBANA (048)",5250,4125,423,283,419
"Empleado (049)",1133,391,166,212,364
"Obrero (050)",784,563,107,62,52
"Trabajador independiente (051)",2501,2389,112,,
"Empleador o patrono (052)",102,87,9,4,2
"Trabajador familiar no remunerado (053)",581,546,29,5,1
"Trabajador del hogar (054)",149,149,,,
"De 06 a 14 años (056)",74,67,7,,
"Empleado (057)",5,4,1,,
