"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PISCO (000)",45715,721,33,7583,21270,3369,6869,1811,4059
"Empleado (001)",10677,25,2,417,2903,931,3082,725,2592
"Obrero (002)",16250,312,18,3021,9005,1142,1936,393,423
"Trabajador independiente (003)",15679,294,11,3377,7806,1105,1619,576,891
"Empleador o patrono (004)",686,13,,124,285,49,86,48,81
"Trabajador familiar no remunerado (005)",1762,70,1,487,882,99,107,57,59
"Trabajador del hogar (006)",661,7,1,157,389,43,39,12,13
"Hombres (008)",32132,330,17,5066,16109,2313,4416,1290,2591
"Empleado (009)",6414,18,1,272,2016,545,1591,482,1489
"Obrero (010)",13068,159,10,2193,7449,923,1671,317,346
"Trabajador independiente (011)",11239,141,5,2274,5893,770,1061,431,664
"Empleador o patrono (012)",503,4,,91,221,31,58,35,63
"Trabajador familiar no remunerado (013)",827,8,1,221,474,39,34,22,28
"Trabajador del hogar (014)",81,,,15,56,5,1,3,1
"Mujeres (016)",13583,391,16,2517,5161,1056,2453,521,1468
"Empleado (017)",4263,7,1,145,887,386,1491,243,1103
"Obrero (018)",3182,153,8,828,1556,219,265,76,77
"Trabajador independiente (019)",4440,153,6,1103,1913,335,558,145,227
"Empleador o patrono (020)",183,9,,33,64,18,28,13,18
"Trabajador familiar no remunerado (021)",935,62,,266,408,60,73,35,31
"Trabajador del hogar (022)",580,7,1,142,333,38,38,9,12
,,,,,,,,,
"URBANA (024)",39923,520,29,5962,18416,3114,6360,1704,3818
"Empleado (025)",10123,22,2,382,2741,894,2906,696,2480
"Obrero (026)",13868,226,16,2337,7675,1050,1797,375,392
"Trabajador independiente (027)",13459,214,10,2641,6786,1010,1458,531,809
"Empleador o patrono (028)",609,9,,98,254,41,82,45,80
"Trabajador familiar no remunerado (029)",1239,43,,355,594,76,80,47,44
"Trabajador del hogar (030)",625,6,1,149,366,43,37,10,13
"Hombres (032)",27584,233,15,3803,13760,2111,4045,1207,2410
"Empleado (033)",6020,15,1,241,1874,520,1487,462,1420
"Obrero (034)",11188,115,9,1689,6353,848,1554,300,320
"Trabajador independiente (035)",9357,98,5,1647,5009,687,927,391,593
"Empleador o patrono (036)",435,1,,65,194,25,55,33,62
"Trabajador familiar no remunerado (037)",515,4,,151,281,26,21,18,14
"Trabajador del hogar (038)",69,,,10,49,5,1,3,1
"Mujeres (040)",12339,287,14,2159,4656,1003,2315,497,1408
"Empleado (041)",4103,7,1,141,867,374,1419,234,1060
"Obrero (042)",2680,111,7,648,1322,202,243,75,72
"Trabajador independiente (043)",4102,116,5,994,1777,323,531,140,216
"Empleador o patrono (044)",174,8,,33,60,16,27,12,18
"Trabajador familiar no remunerado (045)",724,39,,204,313,50,59,29,30
"Trabajador del hogar (046)",556,6,1,139,317,38,36,7,12
,,,,,,,,,
"RURAL (048)",5792,201,4,1621,2854,255,509,107,241
"Empleado (049)",554,3,,35,162,37,176,29,112
"Obrero (050)",2382,86,2,684,1330,92,139,18,31
"Trabajador independiente (051)",2220,80,1,736,1020,95,161,45,82
"Empleador o patrono (052)",77,4,,26,31,8,4,3,1
"Trabajador familiar no remunerado (053)",523,27,1,132,288,23,27,10,15
"Trabajador del hogar (054)",36,1,,8,23,,2,2,
"Hombres (056)",4548,97,2,1263,2349,202,371,83,181
"Empleado (057)",394,3,,31,142,25,104,20,69
"Obrero (058)",1880,44,1,504,1096,75,117,17,26
"Trabajador independiente (059)",1882,43,,627,884,83,134,40,71
"Empleador o patrono (060)",68,3,,26,27,6,3,2,1
"Trabajador familiar no remunerado (061)",312,4,1,70,193,13,13,4,14
"Trabajador del hogar (062)",12,,,5,7,,,,
"Mujeres (064)",1244,104,2,358,505,53,138,24,60
"Empleado (065)",160,,,4,20,12,72,9,43
"Obrero (066)",502,42,1,180,234,17,22,1,5
"Trabajador independiente (067)",338,37,1,109,136,12,27,5,11
"Empleador o patrono (068)",9,1,,,4,2,1,1,
"Trabajador familiar no remunerado (069)",211,23,,62,95,10,14,6,1
"Trabajador del hogar (070)",24,1,,3,16,,2,2,
