"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CASMA",,,,,,,,,
"Hogares (001)",10832,631,214,124,100,51,37,29,9646
"Ocupantes presentes (002)",42100,2292,725,422,342,222,178,157,37762
"Casa independiente",,,,,,,,,
"Hogares (004)",10635,626,211,123,96,51,37,29,9462
"Ocupantes presentes (005)",41469,2278,714,419,330,222,178,157,37171
"Departamento en edificio",,,,,,,,,
"Hogares (007)",27,1,,,,,,,26
"Ocupantes presentes (008)",81,2,,,,,,,79
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",43,3,2,,2,,,,36
"Ocupantes presentes (011)",135,8,8,,7,,,,112
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",22,,,,1,,,,21
"Ocupantes presentes (014)",53,,,,1,,,,52
"Choza o cabaña",,,,,,,,,
"Hogares (016)",25,,1,,,,,,24
"Ocupantes presentes (017)",83,,3,,,,,,80
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",72,,,1,1,,,,70
"Ocupantes presentes (020)",239,,,3,4,,,,232
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,,,,,,,,7
"Ocupantes presentes (023)",36,,,,,,,,36
"Otro tipo",,,,,,,,,
"Hogares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",4,4,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",7568,521,177,99,90,47,34,26,6574
"Ocupantes presentes (029)",29251,1848,584,337,315,203,163,139,25662
"Casa independiente",,,,,,,,,
"Hogares (031)",7397,516,175,98,86,47,34,26,6415
"Ocupantes presentes (032)",28708,1834,576,334,303,203,163,139,25156
"Departamento en edificio",,,,,,,,,
"Hogares (034)",27,1,,,,,,,26
"Ocupantes presentes (035)",81,2,,,,,,,79
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",43,3,2,,2,,,,36
"Ocupantes presentes (038)",135,8,8,,7,,,,112
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",22,,,,1,,,,21
"Ocupantes presentes (041)",53,,,,1,,,,52
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",72,,,1,1,,,,70
"Ocupantes presentes (047)",239,,,3,4,,,,232
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",6,,,,,,,,6
"Ocupantes presentes (050)",31,,,,,,,,31
"Otro tipo",,,,,,,,,
"Hogares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3264,110,37,25,10,4,3,3,3072
"Ocupantes presentes (056)",12849,444,141,85,27,19,15,18,12100
"Casa independiente",,,,,,,,,
"Hogares (058)",3238,110,36,25,10,4,3,3,3047
"Ocupantes presentes (059)",12761,444,138,85,27,19,15,18,12015
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",25,,1,,,,,,24
"Ocupantes presentes (071)",83,,3,,,,,,80
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
