"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SECHURA (000)",15117,14375,65,3070,2726,2298,3236,1801,859,320,742,51889
"De 12 a 14 años (001)",9,2,,2,,,,,,,7,2
"De 15 a 19 años (002)",544,490,7,424,56,2,1,,,,54,546
"De 20 a 24 años (003)",2157,1929,10,1142,615,126,35,1,,,228,2905
"De 25 a 29 años (004)",2311,2144,1,666,754,488,216,17,2,,167,4664
"De 30 a 34 años (005)",1985,1891,2,281,486,501,519,96,6,,94,5659
"De 35 a 39 años (006)",1823,1750,9,156,320,408,627,181,41,8,73,6369
"De 40 a 44 años (007)",1434,1402,7,109,158,283,525,237,70,13,32,5844
"De 45 a 49 años (008)",1222,1196,7,82,122,179,412,269,104,21,26,5521
"De 50 y más años (009)",3632,3571,22,208,215,311,901,1000,636,278,61,20379
"PEA (010)",3774,3478,21,828,696,622,780,365,120,46,296,11348
"De 15 a 19 años (012)",62,57,,50,6,,1,,,,5,66
"De 20 a 24 años (013)",441,348,5,247,77,13,5,1,,,93,467
"De 25 a 29 años (014)",594,513,,224,169,75,39,5,1,,81,989
"De 30 a 34 años (015)",582,540,1,114,157,135,119,14,,,42,1436
"De 35 a 39 años (016)",583,548,5,65,120,142,169,39,8,,35,1795
"De 40 a 44 años (017)",459,446,3,42,60,112,158,53,14,4,13,1691
"De 45 a 49 años (018)",371,362,2,29,54,67,117,68,20,5,9,1505
"De 50 y más años (019)",682,664,5,57,53,78,172,185,77,37,18,3399
"Ocupada (020)",3708,3421,21,805,683,615,770,361,120,46,287,11208
"De 15 a 19 años (022)",61,56,,49,6,,1,,,,5,65
"De 20 a 24 años (023)",428,338,5,240,75,12,5,1,,,90,453
