"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",16360,1171,18,4992,8216,568,497,318,580
"Empleado (001)",1069,16,1,110,347,85,143,51,316
"Obrero (002)",7927,189,14,2032,4931,296,196,160,109
"Trabajador independiente (003)",5222,625,2,2016,2126,145,122,76,110
"Empleador o patrono (004)",172,5,,38,90,6,8,4,21
"Trabajador familiar no remunerado (005)",1789,324,1,731,633,28,26,24,22
"Trabajador del hogar (006)",181,12,,65,89,8,2,3,2
"Hombres (008)",12036,522,12,3315,6627,459,390,255,456
"Empleado (009)",672,6,1,47,187,59,102,35,235
"Obrero (010)",7289,127,10,1742,4672,287,189,156,106
"Trabajador independiente (011)",3057,278,,1174,1314,85,76,48,82
"Empleador o patrono (012)",117,1,,19,63,6,8,2,18
"Trabajador familiar no remunerado (013)",862,108,1,320,375,19,14,12,13
"Trabajador del hogar (014)",39,2,,13,16,3,1,2,2
"Mujeres (016)",4324,649,6,1677,1589,109,107,63,124
"Empleado (017)",397,10,,63,160,26,41,16,81
"Obrero (018)",638,62,4,290,259,9,7,4,3
"Trabajador independiente (019)",2165,347,2,842,812,60,46,28,28
"Empleador o patrono (020)",55,4,,19,27,,,2,3
"Trabajador familiar no remunerado (021)",927,216,,411,258,9,12,12,9
"Trabajador del hogar (022)",142,10,,52,73,5,1,1,
,,,,,,,,,
"URBANA (024)",11369,405,16,3134,6219,481,372,252,490
"Empleado (025)",942,15,1,99,306,77,126,40,278
"Obrero (026)",6223,113,12,1592,3919,252,129,122,84
"Trabajador independiente (027)",3270,215,2,1108,1569,121,92,70,93
"Empleador o patrono (028)",150,4,,34,77,6,7,4,18
"Trabajador familiar no remunerado (029)",627,48,1,244,272,18,16,13,15
"Trabajador del hogar (030)",157,10,,57,76,7,2,3,2
"Hombres (032)",8394,148,10,2011,4972,387,287,201,378
"Empleado (033)",596,6,1,45,166,52,92,31,203
"Obrero (034)",5740,71,8,1365,3727,244,125,119,81
"Trabajador independiente (035)",1676,57,,491,889,69,58,44,68
"Empleador o patrono (036)",100,,,16,53,6,7,2,16
"Trabajador familiar no remunerado (037)",249,12,1,84,124,13,4,3,8
"Trabajador del hogar (038)",33,2,,10,13,3,1,2,2
"Mujeres (040)",2975,257,6,1123,1247,94,85,51,112
"Empleado (041)",346,9,,54,140,25,34,9,75
"Obrero (042)",483,42,4,227,192,8,4,3,3
"Trabajador independiente (043)",1594,158,2,617,680,52,34,26,25
"Empleador o patrono (044)",50,4,,18,24,,,2,2
"Trabajador familiar no remunerado (045)",378,36,,160,148,5,12,10,7
"Trabajador del hogar (046)",124,8,,47,63,4,1,1,
,,,,,,,,,
"RURAL (048)",4991,766,2,1858,1997,87,125,66,90
"Empleado (049)",127,1,,11,41,8,17,11,38
"Obrero (050)",1704,76,2,440,1012,44,67,38,25
"Trabajador independiente (051)",1952,410,,908,557,24,30,6,17
"Empleador o patrono (052)",22,1,,4,13,,1,,3
"Trabajador familiar no remunerado (053)",1162,276,,487,361,10,10,11,7
"Trabajador del hogar (054)",24,2,,8,13,1,,,
"Hombres (056)",3642,374,2,1304,1655,72,103,54,78
"Empleado (057)",76,,,2,21,7,10,4,32
"Obrero (058)",1549,56,2,377,945,43,64,37,25
"Trabajador independiente (059)",1381,221,,683,425,16,18,4,14
"Empleador o patrono (060)",17,1,,3,10,,1,,2
"Trabajador familiar no remunerado (061)",613,96,,236,251,6,10,9,5
"Trabajador del hogar (062)",6,,,3,3,,,,
"Mujeres (064)",1349,392,,554,342,15,22,12,12
"Empleado (065)",51,1,,9,20,1,7,7,6
"Obrero (066)",155,20,,63,67,1,3,1,
"Trabajador independiente (067)",571,189,,225,132,8,12,2,3
"Empleador o patrono (068)",5,,,1,3,,,,1
"Trabajador familiar no remunerado (069)",549,180,,251,110,4,,2,2
"Trabajador del hogar (070)",18,2,,5,10,1,,,
