"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia ABANCAY",,,
"Viviendas particulares (001)",15067,14440,627
"Ocupantes presentes (002)",57731,55298,2433
"Casa independiente",,,
"Viviendas particulares (004)",12289,11734,555
"Ocupantes presentes (005)",49156,46966,2190
"Departamento en edificio",,,
"Viviendas particulares (007)",284,273,11
"Ocupantes presentes (008)",929,888,41
"Vivienda en quinta",,,
"Viviendas particulares (010)",137,126,11
"Ocupantes presentes (011)",417,396,21
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",2327,2278,49
"Ocupantes presentes (014)",7133,6953,180
"Choza o cabaña",,,
"Viviendas particulares (016)",3,3,
"Ocupantes presentes (017)",11,11,
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,3,
"Ocupantes presentes (020)",16,16,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",24,23,1
"Ocupantes presentes (023)",69,68,1
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",13784,13250,534
"Ocupantes presentes (029)",52655,50554,2101
"Casa independiente",,,
"Viviendas particulares (031)",11010,10548,462
"Ocupantes presentes (032)",44092,42234,1858
"Departamento en edificio",,,
"Viviendas particulares (034)",284,273,11
"Ocupantes presentes (035)",929,888,41
"Vivienda en quinta",,,
"Viviendas particulares (037)",137,126,11
"Ocupantes presentes (038)",417,396,21
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",2327,2278,49
"Ocupantes presentes (041)",7133,6953,180
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,3,
"Ocupantes presentes (047)",16,16,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",23,22,1
"Ocupantes presentes (050)",68,67,1
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1283,1190,93
"Ocupantes presentes (056)",5076,4744,332
"Casa independiente",,,
"Viviendas particulares (058)",1279,1186,93
"Ocupantes presentes (059)",5064,4732,332
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",3,3,
"Ocupantes presentes (071)",11,11,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",1,1,
"Otro tipo",,,
