"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia LUCANAS (000)",65414,22209,6866,1004,35380
"Menos de 1 año (001)",1093,735,92,4,262
"De 1 a 14 años (002)",19752,12044,2086,201,5433
"De 15 a 29 años (003)",15272,3983,1063,245,9992
"De 30 a 44 años (004)",11896,2296,1817,236,7556
"De 45 a 64 años (005)",10372,1878,1364,196,6944
"De 65 y mas años (006)",7029,1273,444,122,5193
"Hombres (008)",33680,10800,3546,655,18709
"Menos de 1 año (009)",555,367,45,2,141
"De 1 a 14 años (010)",10276,6217,1097,113,2854
"De 15 a 29 años (011)",7972,1786,514,164,5518
"De 30 a 44 años (012)",6215,991,859,166,4205
"De 45 a 64 años (013)",5350,881,766,129,3581
"De 65 y mas años (014)",3312,558,265,81,2410
"Mujeres (016)",31734,11409,3320,349,16671
"Menos de 1 año (017)",538,368,47,2,121
"De 1 a 14 años (018)",9476,5827,989,88,2579
"De 15 a 29 años (019)",7300,2197,549,81,4474
"De 30 a 44 años (020)",5681,1305,958,70,3351
"De 45 a 64 años (021)",5022,997,598,67,3363
"De 65 y mas años (022)",3717,715,179,41,2783
,,,,,
"URBANA (024)",38396,12122,5956,706,19646
"Menos de 1 año (025)",638,413,74,3,148
"De 1 a 14 años (026)",11416,6274,1868,121,3162
"De 15 a 29 años (027)",9120,2360,901,172,5695
"De 30 a 44 años (028)",7178,1301,1525,172,4187
"De 45 a 64 años (029)",5961,1026,1196,140,3606
"De 65 y mas años (030)",4083,748,392,98,2848
"Hombres (032)",19136,5813,3016,460,9872
"Menos de 1 año (033)",327,212,37,1,77
"De 1 a 14 años (034)",5901,3202,985,71,1648
"De 15 a 29 años (035)",4567,1086,416,112,2961
"De 30 a 44 años (036)",3536,522,695,116,2207
"De 45 a 64 años (037)",2985,482,656,95,1758
"De 65 y mas años (038)",1820,309,227,65,1221
"Mujeres (040)",19260,6309,2940,246,9774
"Menos de 1 año (041)",311,201,37,2,71
"De 1 a 14 años (042)",5515,3072,883,50,1514
"De 15 a 29 años (043)",4553,1274,485,60,2734
"De 30 a 44 años (044)",3642,779,830,56,1980
"De 45 a 64 años (045)",2976,544,540,45,1848
"De 65 y mas años (046)",2263,439,165,33,1627
,,,,,
"RURAL (048)",27018,10087,910,298,15734
"Menos de 1 año (049)",455,322,18,1,114
"De 1 a 14 años (050)",8336,5770,218,80,2271
"De 15 a 29 años (051)",6152,1623,162,73,4297
"De 30 a 44 años (052)",4718,995,292,64,3369
"De 45 a 64 años (053)",4411,852,168,56,3338
"De 65 y mas años (054)",2946,525,52,24,2345
"Hombres (056)",14544,4987,530,195,8837
"Menos de 1 año (057)",228,155,8,1,64
"De 1 a 14 años (058)",4375,3015,112,42,1206
"De 15 a 29 años (059)",3405,700,98,52,2557
"De 30 a 44 años (060)",2679,469,164,50,1998
"De 45 a 64 años (061)",2365,399,110,34,1823
"De 65 y mas años (062)",1492,249,38,16,1189
"Mujeres (064)",12474,5100,380,103,6897
"Menos de 1 año (065)",227,167,10,,50
"De 1 a 14 años (066)",3961,2755,106,38,1065
"De 15 a 29 años (067)",2747,923,64,21,1740
"De 30 a 44 años (068)",2039,526,128,14,1371
"De 45 a 64 años (069)",2046,453,58,22,1515
"De 65 y mas años (070)",1454,276,14,8,1156
