"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PASCO",,,,,,,,
"Hogares (001)",36019,29390,22808,11070,654,2957,5288,3895
"Ocupantes presentes (002)",144874,121329,95348,47574,2675,13258,23057,12893
"Casa independiente",,,,,,,,
"Hogares (004)",31434,25709,20116,9696,553,2452,4544,3351
"Ocupantes presentes (005)",128086,107224,84951,41937,2254,10955,19896,11423
"Departamento en edificio",,,,,,,,
"Hogares (007)",744,651,684,482,65,336,349,31
"Ocupantes presentes (008)",3006,2711,2849,2024,279,1511,1533,70
"Vivienda en quinta",,,,,,,,
"Hogares (010)",1161,964,873,363,12,64,176,84
"Ocupantes presentes (011)",4010,3405,3185,1444,48,274,714,235
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",1321,1058,1027,499,21,100,203,105
"Ocupantes presentes (014)",4763,4020,3929,2065,83,497,862,228
"Choza o cabaña",,,,,,,,
"Hogares (016)",1231,921,49,10,,1,,297
"Ocupantes presentes (017)",4584,3665,211,42,,4,,857
"Vivienda improvisada",,,,,,,,
"Hogares (019)",45,35,28,10,1,1,6,6
"Ocupantes presentes (020)",174,144,122,37,9,5,23,22
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",59,34,21,7,2,3,7,17
"Ocupantes presentes (023)",180,104,62,16,2,12,18,50
"Otro tipo",,,,,,,,
"Hogares (025)",24,18,10,3,,,3,4
"Ocupantes presentes (026)",71,56,39,9,,,11,8
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",28011,23353,20821,10599,646,2877,5239,2308
"Ocupantes presentes (029)",110696,94853,86002,45388,2641,12900,22857,6933
"Casa independiente",,,,,,,,
"Hogares (031)",24676,20609,18184,9235,546,2373,4496,2063
"Ocupantes presentes (032)",98572,84474,75845,39793,2221,10601,19700,6333
"Departamento en edificio",,,,,,,,
"Hogares (034)",744,651,684,482,65,336,349,31
"Ocupantes presentes (035)",3006,2711,2849,2024,279,1511,1533,70
"Vivienda en quinta",,,,,,,,
"Hogares (037)",1161,964,873,363,12,64,176,84
"Ocupantes presentes (038)",4010,3405,3185,1444,48,274,714,235
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",1321,1058,1027,499,21,100,203,105
"Ocupantes presentes (041)",4763,4020,3929,2065,83,497,862,228
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",45,35,28,10,1,1,6,6
"Ocupantes presentes (047)",174,144,122,37,9,5,23,22
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",48,25,17,7,1,3,6,16
"Ocupantes presentes (050)",137,75,50,16,1,12,14,42
"Otro tipo",,,,,,,,
"Hogares (052)",16,11,8,3,,,3,3
"Ocupantes presentes (053)",34,24,22,9,,,11,3
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",8008,6037,1987,471,8,80,49,1587
"Ocupantes presentes (056)",34178,26476,9346,2186,34,358,200,5960
"Casa independiente",,,,,,,,
"Hogares (058)",6758,5100,1932,461,7,79,48,1288
"Ocupantes presentes (059)",29514,22750,9106,2144,33,354,196,5090
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",1231,921,49,10,,1,,297
"Ocupantes presentes (071)",4584,3665,211,42,,4,,857
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",11,9,4,,1,,1,1
"Ocupantes presentes (077)",43,29,12,,1,,4,8
"Otro tipo",,,,,,,,
"Hogares (079)",8,7,2,,,,,1
"Ocupantes presentes (080)",37,32,17,,,,,5
