"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN MIGUEL (000)",42836,11850,2164,419,28436
"Conviviente (001)",13927,3258,514,82,10081
"Separado(a) (002)",1116,280,33,13,791
"Casado(a) (003)",10599,2176,928,194,7315
"Viudo(a) (004)",2096,345,57,21,1675
"Divorciado(a) (005)",92,12,12,1,67
"Soltero(a) (006)",15006,5779,620,108,8507
"Hombres (008)",20989,5370,1072,251,14322
"Conviviente (009)",6868,1359,266,49,5200
"Separado(a) (010)",200,28,8,3,161
"Casado(a) (011)",5288,960,479,120,3740
"Viudo(a) (012)",535,81,16,5,435
"Divorciado(a) (013)",30,1,5,1,23
"Soltero(a) (014)",8068,2941,298,73,4763
"Mujeres (016)",21847,6480,1092,168,14114
"Conviviente (017)",7059,1899,248,33,4881
"Separado(a) (018)",916,252,25,10,630
"Casado(a) (019)",5311,1216,449,74,3575
"Viudo(a) (020)",1561,264,41,16,1240
"Divorciado(a) (021)",62,11,7,,44
"Soltero(a) (022)",6938,2838,322,35,3744
,,,,,
"URBANA (024)",7131,1208,1225,206,4501
"Conviviente (025)",1890,230,230,33,1400
"Separado(a) (026)",181,29,23,3,127
"Casado(a) (027)",2235,190,571,109,1368
"Viudo(a) (028)",306,35,36,8,227
"Divorciado(a) (029)",22,2,8,1,11
"Soltero(a) (030)",2497,722,357,52,1368
"Hombres (032)",3565,571,564,131,2306
"Conviviente (033)",938,90,110,20,720
"Separado(a) (034)",37,1,7,1,28
"Casado(a) (035)",1124,82,281,71,693
"Viudo(a) (036)",78,12,9,1,56
"Divorciado(a) (037)",4,,1,1,2
"Soltero(a) (038)",1384,386,156,37,807
"Mujeres (040)",3566,637,661,75,2195
"Conviviente (041)",952,140,120,13,680
"Separado(a) (042)",144,28,16,2,99
"Casado(a) (043)",1111,108,290,38,675
"Viudo(a) (044)",228,23,27,7,171
"Divorciado(a) (045)",18,2,7,,9
"Soltero(a) (046)",1113,336,201,15,561
,,,,,
"RURAL (048)",35705,10642,939,213,23935
"Conviviente (049)",12037,3028,284,49,8681
"Separado(a) (050)",935,251,10,10,664
"Casado(a) (051)",8364,1986,357,85,5947
"Viudo(a) (052)",1790,310,21,13,1448
"Divorciado(a) (053)",70,10,4,,56
"Soltero(a) (054)",12509,5057,263,56,7139
"Hombres (056)",17424,4799,508,120,12016
"Conviviente (057)",5930,1269,156,29,4480
"Separado(a) (058)",163,27,1,2,133
"Casado(a) (059)",4164,878,198,49,3047
"Viudo(a) (060)",457,69,7,4,379
"Divorciado(a) (061)",26,1,4,,21
"Soltero(a) (062)",6684,2555,142,36,3956
"Mujeres (064)",18281,5843,431,93,11919
"Conviviente (065)",6107,1759,128,20,4201
"Separado(a) (066)",772,224,9,8,531
"Casado(a) (067)",4200,1108,159,36,2900
"Viudo(a) (068)",1333,241,14,9,1069
"Divorciado(a) (069)",44,9,,,35
"Soltero(a) (070)",5825,2502,121,20,3183
