"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTA (000)",54828,24231,2668,1018,26980
"Menos de 1 año (001)",760,581,39,9,131
"De 1 a 14 años (002)",18924,13783,810,271,4086
"De 15 a 29 años (003)",12697,3986,461,236,8024
"De 30 a 44 años (004)",9745,2464,621,236,6442
"De 45 a 64 años (005)",8193,2232,542,185,5248
"De 65 y mas años (006)",4509,1185,195,81,3049
"Hombres (008)",27608,11969,1380,627,13674
"Menos de 1 año (009)",369,289,16,2,62
"De 1 a 14 años (010)",9837,7121,428,140,2160
"De 15 a 29 años (011)",6522,1880,227,156,4265
"De 30 a 44 años (012)",4738,1071,291,158,3231
"De 45 a 64 años (013)",4078,1059,308,127,2595
"De 65 y mas años (014)",2064,549,110,44,1361
"Mujeres (016)",27220,12262,1288,391,13306
"Menos de 1 año (017)",391,292,23,7,69
"De 1 a 14 años (018)",9087,6662,382,131,1926
"De 15 a 29 años (019)",6175,2106,234,80,3759
"De 30 a 44 años (020)",5007,1393,330,78,3211
"De 45 a 64 años (021)",4115,1173,234,58,2653
"De 65 y mas años (022)",2445,636,85,37,1688
,,,,,
"URBANA (024)",19386,5819,1799,640,11161
"Menos de 1 año (025)",290,205,22,3,60
"De 1 a 14 años (026)",6477,4055,573,169,1694
"De 15 a 29 años (027)",4684,888,292,149,3359
"De 30 a 44 años (028)",3636,307,429,152,2757
"De 45 a 64 años (029)",2754,233,364,115,2047
"De 65 y mas años (030)",1545,131,119,52,1244
"Hombres (032)",9601,2857,918,402,5442
"Menos de 1 año (033)",153,109,12,1,31
"De 1 a 14 años (034)",3319,2039,301,83,902
"De 15 a 29 años (035)",2357,432,134,105,1688
"De 30 a 44 años (036)",1719,113,194,105,1314
"De 45 a 64 años (037)",1367,103,207,79,981
"De 65 y mas años (038)",686,61,70,29,526
"Mujeres (040)",9785,2962,881,238,5719
"Menos de 1 año (041)",137,96,10,2,29
"De 1 a 14 años (042)",3158,2016,272,86,792
"De 15 a 29 años (043)",2327,456,158,44,1671
"De 30 a 44 años (044)",1917,194,235,47,1443
"De 45 a 64 años (045)",1387,130,157,36,1066
"De 65 y mas años (046)",859,70,49,23,718
,,,,,
"RURAL (048)",35442,18412,869,378,15819
"Menos de 1 año (049)",470,376,17,6,71
"De 1 a 14 años (050)",12447,9728,237,102,2392
"De 15 a 29 años (051)",8013,3098,169,87,4665
"De 30 a 44 años (052)",6109,2157,192,84,3685
"De 45 a 64 años (053)",5439,1999,178,70,3201
"De 65 y mas años (054)",2964,1054,76,29,1805
"Hombres (056)",18007,9112,462,225,8232
"Menos de 1 año (057)",216,180,4,1,31
"De 1 a 14 años (058)",6518,5082,127,57,1258
"De 15 a 29 años (059)",4165,1448,93,51,2577
"De 30 a 44 años (060)",3019,958,97,53,1917
"De 45 a 64 años (061)",2711,956,101,48,1614
"De 65 y mas años (062)",1378,488,40,15,835
"Mujeres (064)",17435,9300,407,153,7587
"Menos de 1 año (065)",254,196,13,5,40
"De 1 a 14 años (066)",5929,4646,110,45,1134
"De 15 a 29 años (067)",3848,1650,76,36,2088
"De 30 a 44 años (068)",3090,1199,95,31,1768
"De 45 a 64 años (069)",2728,1043,77,22,1587
"De 65 y mas años (070)",1586,566,36,14,970
