"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia BARRANCA",,,,
"Viviendas particulares (001)",26809,23518,1985,1306
"Ocupantes presentes (002)",111031,98109,7581,5341
"Casa independiente",,,,
"Viviendas particulares (004)",25042,22233,1592,1217
"Ocupantes presentes (005)",104592,93264,6316,5012
"Departamento en edificio",,,,
"Viviendas particulares (007)",478,425,53,
"Ocupantes presentes (008)",1601,1430,171,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",633,500,133,
"Ocupantes presentes (011)",2394,1986,408,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",493,269,192,32
"Ocupantes presentes (014)",1846,1103,640,103
"Choza o cabaña",,,,
"Viviendas particulares (016)",15,,,15
"Ocupantes presentes (017)",70,,,70
"Vivienda improvisada",,,,
"Viviendas particulares (019)",108,59,12,37
"Ocupantes presentes (020)",426,249,34,143
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",38,32,3,3
"Ocupantes presentes (023)",100,77,12,11
"Otro tipo",,,,
"Viviendas particulares (025)",2,,,2
"Ocupantes presentes (026)",2,,,2
Si,,,,
"Viviendas particulares (028)",21749,19213,1538,998
"Ocupantes presentes (029)",90059,80097,5842,4120
"Casa independiente",,,,
"Viviendas particulares (031)",20174,18049,1190,935
"Ocupantes presentes (032)",84377,75749,4728,3900
"Departamento en edificio",,,,
"Viviendas particulares (034)",448,402,46,
"Ocupantes presentes (035)",1492,1343,149,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",584,461,123,
"Ocupantes presentes (038)",2201,1821,380,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",441,244,168,29
"Ocupantes presentes (041)",1636,990,554,92
"Choza o cabaña",,,,
"Viviendas particulares (043)",9,,,9
"Ocupantes presentes (044)",44,,,44
"Vivienda improvisada",,,,
"Viviendas particulares (046)",60,32,8,20
"Ocupantes presentes (047)",228,138,19,71
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",31,25,3,3
"Ocupantes presentes (050)",79,56,12,11
"Otro tipo",,,,
"Viviendas particulares (052)",2,,,2
"Ocupantes presentes (053)",2,,,2
No,,,,
"Viviendas particulares (055)",5060,4305,447,308
"Ocupantes presentes (056)",20972,18012,1739,1221
"Casa independiente",,,,
"Viviendas particulares (058)",4868,4184,402,282
"Ocupantes presentes (059)",20215,17515,1588,1112
"Departamento en edificio",,,,
"Viviendas particulares (061)",30,23,7,
"Ocupantes presentes (062)",109,87,22,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",49,39,10,
"Ocupantes presentes (065)",193,165,28,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",52,25,24,3
"Ocupantes presentes (068)",210,113,86,11
"Choza o cabaña",,,,
"Viviendas particulares (070)",6,,,6
"Ocupantes presentes (071)",26,,,26
"Vivienda improvisada",,,,
"Viviendas particulares (073)",48,27,4,17
"Ocupantes presentes (074)",198,111,15,72
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",7,7,,
"Ocupantes presentes (077)",21,21,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",25349,22354,1862,1133
"Ocupantes presentes (110)",105194,93436,7118,4640
"Casa independiente",,,,
"Viviendas particulares (112)",23598,21069,1470,1059
"Ocupantes presentes (113)",98828,88591,5856,4381
"Departamento en edificio",,,,
"Viviendas particulares (115)",478,425,53,
"Ocupantes presentes (116)",1601,1430,171,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",633,500,133,
"Ocupantes presentes (119)",2394,1986,408,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",493,269,192,32
"Ocupantes presentes (122)",1846,1103,640,103
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",108,59,12,37
"Ocupantes presentes (128)",426,249,34,143
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",37,32,2,3
"Ocupantes presentes (131)",97,77,9,11
"Otro tipo",,,,
"Viviendas particulares (133)",2,,,2
"Ocupantes presentes (134)",2,,,2
Si,,,,
"Viviendas particulares (136)",20518,18243,1432,843
"Ocupantes presentes (137)",85145,76206,5443,3496
"Casa independiente",,,,
"Viviendas particulares (139)",18953,17079,1085,789
"Ocupantes presentes (140)",79510,71858,4332,3320
"Departamento en edificio",,,,
"Viviendas particulares (142)",448,402,46,
"Ocupantes presentes (143)",1492,1343,149,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",584,461,123,
"Ocupantes presentes (146)",2201,1821,380,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",441,244,168,29
"Ocupantes presentes (149)",1636,990,554,92
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",60,32,8,20
"Ocupantes presentes (155)",228,138,19,71
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",30,25,2,3
"Ocupantes presentes (158)",76,56,9,11
"Otro tipo",,,,
"Viviendas particulares (160)",2,,,2
"Ocupantes presentes (161)",2,,,2
No,,,,
"Viviendas particulares (163)",4831,4111,430,290
"Ocupantes presentes (164)",20049,17230,1675,1144
"Casa independiente",,,,
"Viviendas particulares (166)",4645,3990,385,270
"Ocupantes presentes (167)",19318,16733,1524,1061
"Departamento en edificio",,,,
"Viviendas particulares (169)",30,23,7,
"Ocupantes presentes (170)",109,87,22,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",49,39,10,
"Ocupantes presentes (173)",193,165,28,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",52,25,24,3
"Ocupantes presentes (176)",210,113,86,11
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",48,27,4,17
"Ocupantes presentes (182)",198,111,15,72
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",7,7,,
"Ocupantes presentes (185)",21,21,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1460,1164,123,173
"Ocupantes presentes (218)",5837,4673,463,701
"Casa independiente",,,,
"Viviendas particulares (220)",1444,1164,122,158
"Ocupantes presentes (221)",5764,4673,460,631
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",15,,,15
"Ocupantes presentes (233)",70,,,70
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,,1,
"Ocupantes presentes (239)",3,,3,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1231,970,106,155
"Ocupantes presentes (245)",4914,3891,399,624
"Casa independiente",,,,
"Viviendas particulares (247)",1221,970,105,146
"Ocupantes presentes (248)",4867,3891,396,580
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",9,,,9
"Ocupantes presentes (260)",44,,,44
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,,1,
"Ocupantes presentes (266)",3,,3,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",229,194,17,18
"Ocupantes presentes (272)",923,782,64,77
"Casa independiente",,,,
"Viviendas particulares (274)",223,194,17,12
"Ocupantes presentes (275)",897,782,64,51
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",6,,,6
"Ocupantes presentes (287)",26,,,26
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
