"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CARHUAZ (000)",38907,9077,11541,8099,6477,3713
"Hombres (001)",18705,4603,5708,3868,3000,1526
"Mujeres (002)",20202,4474,5833,4231,3477,2187
"PEA (003)",13777,212,4688,4536,3261,1080
"Hombres (004)",10246,135,3446,3402,2449,814
"Mujeres (005)",3531,77,1242,1134,812,266
"Ocupada (006)",12889,189,4238,4279,3128,1055
"Hombres (007)",9533,118,3103,3190,2330,792
"Mujeres (008)",3356,71,1135,1089,798,263
"Desocupada (009)",888,23,450,257,133,25
"Hombres (010)",713,17,343,212,119,22
"Mujeres (011)",175,6,107,45,14,3
"No PEA (012)",25130,8865,6853,3563,3216,2633
"Hombres (013)",8459,4468,2262,466,551,712
"Mujeres (014)",16671,4397,4591,3097,2665,1921
,,,,,,
"URBANA (018)",13314,2768,3982,2942,2345,1277
"Hombres (019)",6400,1348,1983,1417,1122,530
"Mujeres (020)",6914,1420,1999,1525,1223,747
"PEA (021)",5545,75,1795,1908,1346,421
"Hombres (022)",3671,46,1187,1250,907,281
"Mujeres (023)",1874,29,608,658,439,140
"Ocupada (024)",5250,74,1659,1814,1294,409
"Hombres (025)",3440,45,1088,1178,858,271
"Mujeres (026)",1810,29,571,636,436,138
"Desocupada (027)",295,1,136,94,52,12
"Hombres (028)",231,1,99,72,49,10
"Mujeres (029)",64,,37,22,3,2
"No PEA (030)",7769,2693,2187,1034,999,856
"Hombres (031)",2729,1302,796,167,215,249
"Mujeres (032)",5040,1391,1391,867,784,607
,,,,,,
"RURAL (036)",25593,6309,7559,5157,4132,2436
"Hombres (037)",12305,3255,3725,2451,1878,996
"Mujeres (038)",13288,3054,3834,2706,2254,1440
"PEA (039)",8232,137,2893,2628,1915,659
"Hombres (040)",6575,89,2259,2152,1542,533
"Mujeres (041)",1657,48,634,476,373,126
"Ocupada (042)",7639,115,2579,2465,1834,646
"Hombres (043)",6093,73,2015,2012,1472,521
"Mujeres (044)",1546,42,564,453,362,125
"Desocupada (045)",593,22,314,163,81,13
"Hombres (046)",482,16,244,140,70,12
"Mujeres (047)",111,6,70,23,11,1
"No PEA (048)",17361,6172,4666,2529,2217,1777
"Hombres (049)",5730,3166,1466,299,336,463
"Mujeres (050)",11631,3006,3200,2230,1881,1314
