"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ATALAYA (000)",12955,843,5157,4250,2379,326
"Empleado (001)",1808,14,645,844,288,17
"Obrero (002)",3341,98,1575,1063,549,56
"Trabajador independiente (003)",3945,46,1381,1369,985,164
"Empleador o patrono (004)",248,1,77,86,72,12
"Trabajador familiar no remunerado (005)",3402,666,1365,835,463,73
"Trabajador del hogar (006)",211,18,114,53,22,4
"Hombres (008)",8875,509,3413,2938,1759,256
"Empleado (009)",1134,6,334,554,226,14
"Obrero (010)",2629,76,1235,833,434,51
"Trabajador independiente (011)",2925,27,987,1012,766,133
"Empleador o patrono (012)",202,1,60,68,62,11
"Trabajador familiar no remunerado (013)",1954,396,785,459,267,47
"Trabajador del hogar (014)",31,3,12,12,4,
"Mujeres (016)",4080,334,1744,1312,620,70
"Empleado (017)",674,8,311,290,62,3
"Obrero (018)",712,22,340,230,115,5
"Trabajador independiente (019)",1020,19,394,357,219,31
"Empleador o patrono (020)",46,,17,18,10,1
"Trabajador familiar no remunerado (021)",1448,270,580,376,196,26
"Trabajador del hogar (022)",180,15,102,41,18,4
,,,,,,
"URBANA (024)",5393,151,1980,2022,1094,146
"Empleado (025)",1502,14,536,693,243,16
"Obrero (026)",1326,35,566,464,241,20
"Trabajador independiente (027)",1880,22,591,692,494,81
"Empleador o patrono (028)",176,,55,59,53,9
"Trabajador familiar no remunerado (029)",339,65,135,78,45,16
"Trabajador del hogar (030)",170,15,97,36,18,4
"Hombres (032)",3603,102,1253,1327,810,111
"Empleado (033)",924,6,277,438,189,14
"Obrero (034)",1111,31,484,377,202,17
"Trabajador independiente (035)",1259,15,374,445,359,66
"Empleador o patrono (036)",140,,43,43,46,8
"Trabajador familiar no remunerado (037)",155,48,69,21,11,6
"Trabajador del hogar (038)",14,2,6,3,3,
"Mujeres (040)",1790,49,727,695,284,35
"Empleado (041)",578,8,259,255,54,2
"Obrero (042)",215,4,82,87,39,3
"Trabajador independiente (043)",621,7,217,247,135,15
"Empleador o patrono (044)",36,,12,16,7,1
"Trabajador familiar no remunerado (045)",184,17,66,57,34,10
"Trabajador del hogar (046)",156,13,91,33,15,4
,,,,,,
"RURAL (048)",7562,692,3177,2228,1285,180
"Empleado (049)",306,,109,151,45,1
"Obrero (050)",2015,63,1009,599,308,36
"Trabajador independiente (051)",2065,24,790,677,491,83
"Empleador o patrono (052)",72,1,22,27,19,3
"Trabajador familiar no remunerado (053)",3063,601,1230,757,418,57
"Trabajador del hogar (054)",41,3,17,17,4,
"Hombres (056)",5272,407,2160,1611,949,145
"Empleado (057)",210,,57,116,37,
"Obrero (058)",1518,45,751,456,232,34
"Trabajador independiente (059)",1666,12,613,567,407,67
"Empleador o patrono (060)",62,1,17,25,16,3
"Trabajador familiar no remunerado (061)",1799,348,716,438,256,41
"Trabajador del hogar (062)",17,1,6,9,1,
"Mujeres (064)",2290,285,1017,617,336,35
"Empleado (065)",96,,52,35,8,1
"Obrero (066)",497,18,258,143,76,2
"Trabajador independiente (067)",399,12,177,110,84,16
"Empleador o patrono (068)",10,,5,2,3,
"Trabajador familiar no remunerado (069)",1264,253,514,319,162,16
"Trabajador del hogar (070)",24,2,11,8,3,
