"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHEPEN (000)",28406,497,9123,10200,7231,1355
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",51,,4,15,29,3
"Profes., científicos e intelectuales (002)",1832,,301,1024,482,25
"Técnicos de nivel medio y trab.asimilados (003)",891,4,292,356,218,21
"Jefes y empleados de oficina (004)",757,,287,300,165,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3770,43,968,1437,1102,220
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2366,12,375,738,929,312
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1316,11,432,438,361,74
"Obreros construc., conf., papel, fab., instr. (008)",2851,1,951,1174,641,84
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",12329,390,4493,4073,2862,511
"Otra (010)",73,,6,38,29,
"Ocupación no especificada (011)",404,,148,113,108,35
"Desocupado (012)",1766,36,866,494,305,65
"Hombres (013)",20310,362,6620,6987,5243,1098
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",34,,3,10,18,3
"Profes., científicos e intelectuales (015)",802,,113,396,274,19
"Técnicos de nivel medio y trab.asimilados (016)",578,1,182,239,139,17
"Jefes y empleados de oficina (017)",355,,103,140,108,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1868,29,519,657,528,135
"Agricult.trabaj. calif. agrop. y pesqueros (019)",2228,9,347,704,874,294
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1129,11,386,377,287,68
"Obreros construc., conf., papel, fab., instr. (021)",2802,1,930,1160,629,82
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",8991,283,3388,2866,2051,403
"Otra (023)",71,,6,37,28,
"Ocupación no especificada (024)",134,,53,27,40,14
"Desocupado (025)",1318,28,590,374,267,59
"Mujeres (026)",8096,135,2503,3213,1988,257
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",17,,1,5,11,
"Profes., científicos e intelectuales (028)",1030,,188,628,208,6
"Técnicos de nivel medio y trab.asimilados (029)",313,3,110,117,79,4
"Jefes y empleados de oficina (030)",402,,184,160,57,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",1902,14,449,780,574,85
"Agricult.trabaj. calif. agrop. y pesqueros (032)",138,3,28,34,55,18
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",187,,46,61,74,6
