"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CASTROVIRREYNA (000)",18352,6016,2530,340,9502
"Sin Nivel (001)",2557,1079,156,13,1309
"Educación Inicial (002)",498,384,45,1,71
"Primaria (003)",7466,3040,554,68,3818
"Secundaria (004)",5790,1406,894,114,3388
"Sup. no Univ. Incompleta (005)",502,54,108,19,321
"Sup. no Univ. Completa (006)",733,23,347,48,319
"Sup. Univ. Incompleta (007)",198,11,70,12,105
"Sup. Univ. Completa (008)",608,19,356,65,171
"Hombres (010)",9605,2923,1677,270,4763
"Sin Nivel (011)",843,503,57,5,278
"Educación Inicial (012)",269,215,26,1,30
"Primaria (013)",3650,1457,333,47,1821
"Secundaria (014)",3513,695,682,97,2050
"Sup. no Univ. Incompleta (015)",338,26,88,18,206
"Sup. no Univ. Completa (016)",446,9,215,34,192
"Sup. Univ. Incompleta (017)",143,5,57,12,69
"Sup. Univ. Completa (018)",403,13,219,56,117
"Mujeres (020)",8747,3093,853,70,4739
"Sin Nivel (021)",1714,576,99,8,1031
"Educación Inicial (022)",229,169,19,,41
"Primaria (023)",3816,1583,221,21,1997
"Secundaria (024)",2277,711,212,17,1338
"Sup. no Univ. Incompleta (025)",164,28,20,1,115
"Sup. no Univ. Completa (026)",287,14,132,14,127
"Sup. Univ. Incompleta (027)",55,6,13,,36
"Sup. Univ. Completa (028)",205,6,137,9,54
,,,,,
"URBANA (030)",5834,1431,1704,225,2498
"Sin Nivel (031)",499,217,83,9,190
"Educación Inicial (032)",134,92,31,,12
"Primaria (033)",1774,610,345,44,782
"Secundaria (034)",2145,445,614,77,1020
"Sup. no Univ. Incompleta (035)",275,36,75,13,151
"Sup. no Univ. Completa (036)",458,16,237,36,172
"Sup. Univ. Incompleta (037)",113,5,44,6,58
"Sup. Univ. Completa (038)",436,10,275,40,113
"Hombres (040)",3174,657,1116,179,1240
"Sin Nivel (041)",176,93,35,4,44
"Educación Inicial (042)",71,46,19,,7
"Primaria (043)",858,277,213,32,339
"Secundaria (044)",1293,205,463,67,568
"Sup. no Univ. Incompleta (045)",175,17,59,12,87
"Sup. no Univ. Completa (046)",249,6,131,25,90
"Sup. Univ. Incompleta (047)",81,4,37,6,34
"Sup. Univ. Completa (048)",271,9,159,33,71
"Mujeres (050)",2660,774,588,46,1258
"Sin Nivel (051)",323,124,48,5,146
"Educación Inicial (052)",63,46,12,,5
"Primaria (053)",916,333,132,12,443
"Secundaria (054)",852,240,151,10,452
"Sup. no Univ. Incompleta (055)",100,19,16,1,64
"Sup. no Univ. Completa (056)",209,10,106,11,82
"Sup. Univ. Incompleta (057)",32,1,7,,24
"Sup. Univ. Completa (058)",165,1,116,7,42
,,,,,
"RURAL (060)",12518,4585,826,115,7004
"Sin Nivel (061)",2058,862,73,4,1119
"Educación Inicial (062)",364,292,14,1,59
"Primaria (063)",5692,2430,209,24,3036
"Secundaria (064)",3645,961,280,37,2368
"Sup. no Univ. Incompleta (065)",227,18,33,6,170
"Sup. no Univ. Completa (066)",275,7,110,12,147
"Sup. Univ. Incompleta (067)",85,6,26,6,47
"Sup. Univ. Completa (068)",172,9,81,25,58
"Hombres (070)",6431,2266,561,91,3523
"Sin Nivel (071)",667,410,22,1,234
"Educación Inicial (072)",198,169,7,1,23
"Primaria (073)",2792,1180,120,15,1482
"Secundaria (074)",2220,490,219,30,1482
"Sup. no Univ. Incompleta (075)",163,9,29,6,119
"Sup. no Univ. Completa (076)",197,3,84,9,102
"Sup. Univ. Incompleta (077)",62,1,20,6,35
"Sup. Univ. Completa (078)",132,4,60,23,46
"Mujeres (080)",6087,2319,265,24,3481
"Sin Nivel (081)",1391,452,51,3,885
"Educación Inicial (082)",166,123,7,,36
"Primaria (083)",2900,1250,89,9,1554
"Secundaria (084)",1425,471,61,7,886
"Sup. no Univ. Incompleta (085)",64,9,4,,51
"Sup. no Univ. Completa (086)",78,4,26,3,45
"Sup. Univ. Incompleta (087)",23,5,6,,12
"Sup. Univ. Completa (088)",40,5,21,2,12
