"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LA UNION (000)",106,30,76
"De 14 a 29 años (001)",52,23,29
"De 30 a 44 años (002)",28,3,25
"De 45 a 64 años (003)",20,4,16
"De 65 y más años (004)",6,,6
"Hombres (005)",78,19,59
"De 14 a 29 años (006)",37,14,23
"De 30 a 44 años (007)",24,3,21
"De 45 a 64 años (008)",14,2,12
"De 65 y más años (009)",3,,3
"Mujeres (010)",28,11,17
"De 14 a 29 años (011)",15,9,6
"De 30 a 44 años (012)",4,,4
"De 45 a 64 años (013)",6,2,4
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",73,14,59
"De 14 a 29 años (016)",33,10,23
"De 30 a 44 años (017)",20,2,18
"De 45 a 64 años (018)",14,2,12
"De 65 y más años (019)",6,,6
"Hombres (020)",50,7,43
"De 14 a 29 años (021)",22,5,17
"De 30 a 44 años (022)",17,2,15
"De 45 a 64 años (023)",8,,8
"De 65 y más años (024)",3,,3
"Mujeres (025)",23,7,16
"De 14 a 29 años (026)",11,5,6
"De 30 a 44 años (027)",3,,3
"De 45 a 64 años (028)",6,2,4
"De 65 y más años (029)",3,,3
,,,
"AREA RURAL (030)",33,16,17
"De 14 a 29 años (031)",19,13,6
"De 30 a 44 años (032)",8,1,7
"De 45 a 64 años (033)",6,2,4
"Hombres (035)",28,12,16
"De 14 a 29 años (036)",15,9,6
"De 30 a 44 años (037)",7,1,6
"De 45 a 64 años (038)",6,2,4
"Mujeres (040)",5,4,1
"De 14 a 29 años (041)",4,4,
"De 30 a 44 años (042)",1,,1
