"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANGARAES (000)",1151,237,914
"Sin nivel (001)",136,6,130
"Educación inicial (002)",5,2,3
"Primaria (003)",496,78,418
"Secundaria (004)",417,120,297
"Superior no univ. incompleta (005)",22,7,15
"Superior no univ. completa (006)",24,7,17
"Superior univ. incompleta (007)",12,5,7
"Superior univ. completa (008)",39,12,27
"De 14 a 29 años (010)",518,179,339
"Sin nivel (011)",9,2,7
"Educación inicial (012)",2,1,1
"Primaria (013)",167,49,118
"Secundaria (014)",289,105,184
"Superior no univ. incompleta (015)",14,6,8
"Superior no univ. completa (016)",12,6,6
"Superior univ. incompleta (017)",6,2,4
"Superior univ. completa (018)",19,8,11
"De 30 a 44 años (020)",359,49,310
"Sin nivel (021)",30,3,27
"Educación inicial (022)",3,1,2
"Primaria (023)",180,23,157
"Secundaria (024)",106,13,93
"Superior no univ. incompleta (025)",8,1,7
"Superior no univ. completa (026)",9,1,8
"Superior univ. incompleta (027)",5,3,2
"Superior univ. completa (028)",18,4,14
"De 45 a 64 años (030)",218,9,209
"Sin nivel (031)",62,1,61
"Primaria (033)",132,6,126
"Secundaria (034)",18,2,16
"Superior no univ. completa (036)",3,,3
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",2,,2
"De 65 y más años (040)",56,,56
"Sin nivel (041)",35,,35
"Primaria (043)",17,,17
"Secundaria (044)",4,,4
,,,
"AREA URBANA (050)",291,71,220
"Sin nivel (051)",19,1,18
"Educación inicial (052)",2,,2
"Primaria (053)",77,11,66
"Secundaria (054)",123,37,86
"Superior no univ. incompleta (055)",17,5,12
"Superior no univ. completa (056)",17,5,12
"Superior univ. incompleta (057)",8,4,4
"Superior univ. completa (058)",28,8,20
"De 14 a 29 años (060)",128,52,76
"Primaria (063)",21,7,14
"Secundaria (064)",72,30,42
"Superior no univ. incompleta (065)",10,4,6
"Superior no univ. completa (066)",7,4,3
"Superior univ. incompleta (067)",4,1,3
"Superior univ. completa (068)",14,6,8
"De 30 a 44 años (070)",110,17,93
"Sin nivel (071)",8,1,7
"Educación inicial (072)",2,,2
"Primaria (073)",31,3,28
"Secundaria (074)",39,6,33
"Superior no univ. incompleta (075)",7,1,6
"Superior no univ. completa (076)",7,1,6
"Superior univ. incompleta (077)",4,3,1
"Superior univ. completa (078)",12,2,10
"De 45 a 64 años (080)",47,2,45
"Sin nivel (081)",10,,10
"Primaria (083)",22,1,21
"Secundaria (084)",10,1,9
"Superior no univ. completa (086)",3,,3
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",6,,6
"Sin nivel (091)",1,,1
"Primaria (093)",3,,3
"Secundaria (094)",2,,2
,,,
"AREA RURAL (100)",860,166,694
"Sin nivel (101)",117,5,112
"Educación inicial (102)",3,2,1
"Primaria (103)",419,67,352
"Secundaria (104)",294,83,211
"Superior no univ. incompleta (105)",5,2,3
"Superior no univ. completa (106)",7,2,5
"Superior univ. incompleta (107)",4,1,3
"Superior univ. completa (108)",11,4,7
"De 14 a 29 años (110)",390,127,263
"Sin nivel (111)",9,2,7
"Educación inicial (112)",2,1,1
"Primaria (113)",146,42,104
"Secundaria (114)",217,75,142
"Superior no univ. incompleta (115)",4,2,2
"Superior no univ. completa (116)",5,2,3
"Superior univ. incompleta (117)",2,1,1
"Superior univ. completa (118)",5,2,3
"De 30 a 44 años (120)",249,32,217
"Sin nivel (121)",22,2,20
"Educación inicial (122)",1,1,
"Primaria (123)",149,20,129
"Secundaria (124)",67,7,60
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",2,,2
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",6,2,4
"De 45 a 64 años (130)",171,7,164
"Sin nivel (131)",52,1,51
"Primaria (133)",110,5,105
"Secundaria (134)",8,1,7
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",50,,50
"Sin nivel (141)",34,,34
"Primaria (143)",14,,14
"Secundaria (144)",2,,2
