"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TAMBOPATA (000)",34005,24197,3489,2546,3773
"Empleado (001)",9726,3828,1323,1598,2977
"Obrero (002)",7157,4313,1217,863,764
"Trabajador independiente (003)",13666,12962,704,,
"Empleador o patrono (004)",1086,856,152,58,20
"Trabajador familiar no remunerado (005)",1689,1557,93,27,12
"Trabajador del hogar (006)",681,681,,,
"De 06 a 14 años (008)",564,505,45,9,5
"Empleado (009)",80,71,6,1,2
"Obrero (010)",89,70,15,3,1
"Trabajador independiente (011)",85,80,5,,
"Trabajador familiar no remunerado (013)",282,256,19,5,2
"Trabajador del hogar (014)",28,28,,,
"De 15 a 29 años (016)",13115,9441,1615,978,1081
"Empleado (017)",4197,2117,645,588,847
"Obrero (018)",3296,2063,649,363,221
"Trabajador independiente (019)",4258,4016,242,,
"Empleador o patrono (020)",272,212,37,15,8
"Trabajador familiar no remunerado (021)",712,653,42,12,5
"Trabajador del hogar (022)",380,380,,,
"De 30 a 44 años (024)",12393,8310,1239,1099,1745
"Empleado (025)",3722,1121,476,719,1406
"Obrero (026)",2414,1349,397,342,326
"Trabajador independiente (027)",5212,4935,277,,
"Empleador o patrono (028)",460,349,68,33,10
"Trabajador familiar no remunerado (029)",406,377,21,5,3
"Trabajador del hogar (030)",179,179,,,
"De 45 a 64 años (032)",6982,5086,551,441,904
"Empleado (033)",1644,477,189,282,696
"Obrero (034)",1215,720,143,146,206
"Trabajador independiente (035)",3496,3329,167,,
"Empleador o patrono (036)",310,256,44,9,1
"Trabajador familiar no remunerado (037)",233,220,8,4,1
"Trabajador del hogar (038)",84,84,,,
"De 65 y más años (040)",951,855,39,19,38
"Empleado (041)",83,42,7,8,26
"Obrero (042)",143,111,13,9,10
"Trabajador independiente (043)",615,602,13,,
"Empleador o patrono (044)",44,39,3,1,1
"Trabajador familiar no remunerado (045)",56,51,3,1,1
"Trabajador del hogar (046)",10,10,,,
,,,,,
"URBANA (048)",27624,19150,2920,2267,3287
"Empleado (049)",9014,3535,1219,1490,2770
"Obrero (050)",5082,2981,911,704,486
"Trabajador independiente (051)",10969,10364,605,,
"Empleador o patrono (052)",846,663,110,54,19
"Trabajador familiar no remunerado (053)",1150,1044,75,19,12
