"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia BOLIVAR (000)",4382,141,1366,1456,1096,323
"Empleado (001)",601,2,140,306,149,4
"Obrero (002)",637,16,239,207,143,32
"Trabajador independiente (003)",2201,23,510,758,663,247
"Empleador o patrono (004)",30,,9,12,6,3
"Trabajador familiar no remunerado (005)",682,85,361,118,94,24
"Trabajador del hogar (006)",105,8,45,25,19,8
"Desocupado (008)",126,7,62,30,22,5
"Hombres (009)",3560,115,1106,1142,915,282
"Empleado (010)",357,1,76,167,109,4
"Obrero (011)",558,14,210,179,124,31
"Trabajador independiente (012)",1998,20,465,682,606,225
"Empleador o patrono (013)",28,,7,12,6,3
"Trabajador familiar no remunerado (014)",502,74,295,76,45,12
"Trabajador del hogar (015)",13,1,5,2,3,2
"Desocupado (017)",104,5,48,24,22,5
"Mujeres (018)",822,26,260,314,181,41
"Empleado (019)",244,1,64,139,40,
"Obrero (020)",79,2,29,28,19,1
"Trabajador independiente (021)",203,3,45,76,57,22
"Empleador o patrono (022)",2,,2,,,
"Trabajador familiar no remunerado (023)",180,11,66,42,49,12
"Trabajador del hogar (024)",92,7,40,23,16,6
"Desocupado (026)",22,2,14,6,,
,,,,,,
"URBANA (027)",1740,35,459,645,498,103
"Empleado (028)",501,1,104,260,133,3
"Obrero (029)",277,4,99,92,68,14
"Trabajador independiente (030)",630,5,110,221,226,68
"Empleador o patrono (031)",7,,3,3,1,
"Trabajador familiar no remunerado (032)",182,17,74,35,48,8
"Trabajador del hogar (033)",73,5,33,18,11,6
"Desocupado (035)",70,3,36,16,11,4
"Hombres (036)",1227,21,311,435,375,85
"Empleado (037)",294,,53,141,97,3
"Obrero (038)",233,2,86,78,54,13
"Trabajador independiente (039)",527,4,92,181,192,58
"Empleador o patrono (040)",6,,2,3,1,
"Trabajador familiar no remunerado (041)",107,13,51,18,20,5
"Trabajador del hogar (042)",5,,1,2,,2
"Desocupado (044)",55,2,26,12,11,4
"Mujeres (045)",513,14,148,210,123,18
"Empleado (046)",207,1,51,119,36,
"Obrero (047)",44,2,13,14,14,1
"Trabajador independiente (048)",103,1,18,40,34,10
"Empleador o patrono (049)",1,,1,,,
"Trabajador familiar no remunerado (050)",75,4,23,17,28,3
"Trabajador del hogar (051)",68,5,32,16,11,4
"Desocupado (053)",15,1,10,4,,
,,,,,,
"RURAL (054)",2642,106,907,811,598,220
"Empleado (055)",100,1,36,46,16,1
"Obrero (056)",360,12,140,115,75,18
"Trabajador independiente (057)",1571,18,400,537,437,179
"Empleador o patrono (058)",23,,6,9,5,3
"Trabajador familiar no remunerado (059)",500,68,287,83,46,16
"Trabajador del hogar (060)",32,3,12,7,8,2
"Desocupado (062)",56,4,26,14,11,1
"Hombres (063)",2333,94,795,707,540,197
"Empleado (064)",63,1,23,26,12,1
"Obrero (065)",325,12,124,101,70,18
"Trabajador independiente (066)",1471,16,373,501,414,167
"Empleador o patrono (067)",22,,5,9,5,3
"Trabajador familiar no remunerado (068)",395,61,244,58,25,7
"Trabajador del hogar (069)",8,1,4,,3,
"Desocupado (071)",49,3,22,12,11,1
"Mujeres (072)",309,12,112,104,58,23
"Empleado (073)",37,,13,20,4,
"Obrero (074)",35,,16,14,5,
"Trabajador independiente (075)",100,2,27,36,23,12
"Empleador o patrono (076)",1,,1,,,
"Trabajador familiar no remunerado (077)",105,7,43,25,21,9
"Trabajador del hogar (078)",24,2,8,7,5,2
"Desocupado (080)",7,1,4,2,,
