"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia AREQUIPA",,,,,,,
"Viviendas particulares (001)",207097,30606,6393,17901,132078,7416,12703
"Ocupantes presentes (002)",854493,110172,19322,73741,574296,27378,49584
"Casa independiente",,,,,,,
"Viviendas particulares (004)",190141,23187,5983,16623,126316,6605,11427
"Ocupantes presentes (005)",796542,86486,18448,69333,552751,24612,44912
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",8068,3624,,947,2875,201,421
"Ocupantes presentes (008)",27236,11906,,3188,9976,703,1463
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",3480,1546,,205,1284,121,324
"Ocupantes presentes (011)",13069,5034,,803,5481,495,1256
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",3430,1943,,49,954,211,273
"Ocupantes presentes (014)",12429,5904,,220,4226,811,1268
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",789,46,244,12,216,134,137
"Ocupantes presentes (017)",1944,125,493,29,608,351,338
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",771,105,166,61,330,43,66
"Ocupantes presentes (020)",2133,285,381,163,969,127,208
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",356,138,,,77,96,45
"Ocupantes presentes (023)",985,403,,,217,265,100
"Otro tipo",,,,,,,
"Viviendas particulares (025)",62,17,,4,26,5,10
"Ocupantes presentes (026)",155,29,,5,68,14,39
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",200486,30122,5935,17672,128831,5732,12194
"Ocupantes presentes (029)",833685,108519,18215,72948,563986,21858,48159
"Casa independiente",,,,,,,
"Viviendas particulares (031)",184328,22750,5769,16406,123286,5060,11057
"Ocupantes presentes (032)",777704,84959,17834,68569,543050,19460,43832
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",8068,3624,,947,2875,201,421
"Ocupantes presentes (035)",27236,11906,,3188,9976,703,1463
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",3480,1546,,205,1284,121,324
"Ocupantes presentes (038)",13069,5034,,803,5481,495,1256
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",3430,1943,,49,954,211,273
"Ocupantes presentes (041)",12429,5904,,220,4226,811,1268
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",771,105,166,61,330,43,66
"Ocupantes presentes (047)",2133,285,381,163,969,127,208
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",351,138,,,76,92,45
"Ocupantes presentes (050)",972,403,,,216,253,100
"Otro tipo",,,,,,,
"Viviendas particulares (052)",58,16,,4,26,4,8
"Ocupantes presentes (053)",142,28,,5,68,9,32
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",6611,484,458,229,3247,1684,509
"Ocupantes presentes (056)",20808,1653,1107,793,10310,5520,1425
"Casa independiente",,,,,,,
"Viviendas particulares (058)",5813,437,214,217,3030,1545,370
"Ocupantes presentes (059)",18838,1527,614,764,9701,5152,1080
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",789,46,244,12,216,134,137
"Ocupantes presentes (071)",1944,125,493,29,608,351,338
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,,1,4,
"Ocupantes presentes (077)",13,,,,1,12,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",4,1,,,,1,2
"Ocupantes presentes (080)",13,1,,,,5,7
