"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia OTUZCO",,,,,,,,,
"Hogares (001)",22236,465,197,124,96,60,46,45,21203
"Ocupantes presentes (002)",88633,1410,611,376,348,272,212,234,85170
"Casa independiente",,,,,,,,,
"Hogares (004)",21941,463,195,122,94,58,46,42,20921
"Ocupantes presentes (005)",87585,1405,605,374,339,261,212,212,84177
"Departamento en edificio",,,,,,,,,
"Hogares (007)",23,,,,,,,,23
"Ocupantes presentes (008)",55,,,,,,,,55
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",32,,,2,1,1,,1,27
"Ocupantes presentes (011)",123,,,2,5,5,,12,99
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",89,,,,1,1,,1,86
"Ocupantes presentes (014)",307,,,,4,6,,3,294
"Choza o cabaña",,,,,,,,,
"Hogares (016)",142,2,2,,,,,1,137
"Ocupantes presentes (017)",532,5,6,,,,,7,514
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",3,,,,,,,,3
"Ocupantes presentes (020)",12,,,,,,,,12
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",6,,,,,,,,6
"Otro tipo",,,,,,,,,
"Hogares (025)",4,,,,,,,,4
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",5858,256,110,75,61,43,27,24,5262
"Ocupantes presentes (029)",21010,740,332,228,221,190,122,103,19074
"Casa independiente",,,,,,,,,
"Hogares (031)",5708,256,110,73,59,41,27,22,5120
"Ocupantes presentes (032)",20502,740,332,226,212,179,122,88,18603
"Departamento en edificio",,,,,,,,,
"Hogares (034)",23,,,,,,,,23
"Ocupantes presentes (035)",55,,,,,,,,55
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",32,,,2,1,1,,1,27
"Ocupantes presentes (038)",123,,,2,5,5,,12,99
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",89,,,,1,1,,1,86
"Ocupantes presentes (041)",307,,,,4,6,,3,294
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",3,,,,,,,,3
"Ocupantes presentes (047)",12,,,,,,,,12
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
"Hogares (052)",2,,,,,,,,2
"Ocupantes presentes (053)",6,,,,,,,,6
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",16378,209,87,49,35,17,19,21,15941
"Ocupantes presentes (056)",67623,670,279,148,127,82,90,131,66096
"Casa independiente",,,,,,,,,
"Hogares (058)",16233,207,85,49,35,17,19,20,15801
"Ocupantes presentes (059)",67083,665,273,148,127,82,90,124,65574
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",142,2,2,,,,,1,137
"Ocupantes presentes (071)",532,5,6,,,,,7,514
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",7,,,,,,,,7
