"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ASCOPE",,,,,,
"Viviendas particulares (001)",27487,26612,756,102,15,2
"Ocupantes presentes (002)",115652,108157,6072,1172,217,34
"Casa independiente",,,,,,
"Viviendas particulares (004)",27002,26138,749,99,15,1
"Ocupantes presentes (005)",113931,106538,6024,1135,217,17
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",29,27,1,1,,
"Ocupantes presentes (008)",115,98,6,11,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",67,64,3,,,
"Ocupantes presentes (011)",212,187,25,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",157,153,2,1,,1
"Ocupantes presentes (014)",581,541,13,10,,17
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",74,74,,,,
"Ocupantes presentes (017)",233,233,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",138,136,1,1,,
"Ocupantes presentes (020)",528,508,4,16,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",19,19,,,,
"Ocupantes presentes (023)",51,51,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",1,1,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",24067,23247,703,100,15,2
"Ocupantes presentes (029)",101653,94592,5655,1155,217,34
"Casa independiente",,,,,,
"Viviendas particulares (031)",23658,22849,696,97,15,1
"Ocupantes presentes (032)",100171,93212,5607,1118,217,17
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",29,27,1,1,,
"Ocupantes presentes (035)",115,98,6,11,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",67,64,3,,,
"Ocupantes presentes (038)",212,187,25,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",157,153,2,1,,1
"Ocupantes presentes (041)",581,541,13,10,,17
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",138,136,1,1,,
"Ocupantes presentes (047)",528,508,4,16,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",18,18,,,,
"Ocupantes presentes (050)",46,46,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",3420,3365,53,2,,
"Ocupantes presentes (056)",13999,13565,417,17,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3344,3289,53,2,,
"Ocupantes presentes (059)",13760,13326,417,17,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",74,74,,,,
"Ocupantes presentes (071)",233,233,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",1,1,,,,
"Ocupantes presentes (077)",5,5,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",1,1,,,,
"Ocupantes presentes (080)",1,1,,,,
