"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAMANA (000)",1024,9,448,336,195,36
"Sin nivel (001)",44,,5,20,11,8
"Educación inicial (002)",3,,2,1,,
"Primaria (003)",235,6,39,81,94,15
"Secundaria (004)",404,3,211,132,52,6
"Superior no univ. incompleta (005)",97,,69,16,8,4
"Superior no univ. completa (006)",123,,73,37,12,1
"Superior univ. incompleta (007)",44,,24,14,6,
"Superior univ. completa (008)",74,,25,35,12,2
"Hombres (010)",670,5,268,210,153,34
"Sin nivel (011)",16,,2,3,4,7
"Educación inicial (012)",2,,2,,,
"Primaria (013)",159,4,17,48,75,15
"Secundaria (014)",295,1,147,95,47,5
"Superior no univ. incompleta (015)",55,,33,13,5,4
"Superior no univ. completa (016)",72,,40,21,10,1
"Superior univ. incompleta (017)",25,,14,7,4,
"Superior univ. completa (018)",46,,13,23,8,2
"Mujeres (020)",354,4,180,126,42,2
"Sin nivel (021)",28,,3,17,7,1
"Educación inicial (022)",1,,,1,,
"Primaria (023)",76,2,22,33,19,
"Secundaria (024)",109,2,64,37,5,1
"Superior no univ. incompleta (025)",42,,36,3,3,
"Superior no univ. completa (026)",51,,33,16,2,
"Superior univ. incompleta (027)",19,,10,7,2,
"Superior univ. completa (028)",28,,12,12,4,
,,,,,,
"Area Urbana (030)",967,7,427,320,180,33
"Sin nivel (031)",41,,5,19,10,7
"Educación inicial (032)",3,,2,1,,
"Primaria (033)",211,4,36,74,84,13
"Secundaria (034)",384,3,201,126,48,6
"Superior no univ. incompleta (035)",92,,64,16,8,4
"Superior no univ. completa (036)",119,,70,36,12,1
"Superior univ. incompleta (037)",43,,24,13,6,
"Superior univ. completa (038)",74,,25,35,12,2
"Hombres (040)",625,3,254,197,140,31
"Sin nivel (041)",13,,2,2,3,6
"Educación inicial (042)",2,,2,,,
"Primaria (043)",138,2,14,42,67,13
"Secundaria (044)",278,1,139,90,43,5
"Superior no univ. incompleta (045)",53,,31,13,5,4
"Superior no univ. completa (046)",71,,39,21,10,1
"Superior univ. incompleta (047)",24,,14,6,4,
"Superior univ. completa (048)",46,,13,23,8,2
"Mujeres (050)",342,4,173,123,40,2
"Sin nivel (051)",28,,3,17,7,1
"Educación inicial (052)",1,,,1,,
"Primaria (053)",73,2,22,32,17,
"Secundaria (054)",106,2,62,36,5,1
"Superior no univ. incompleta (055)",39,,33,3,3,
"Superior no univ. completa (056)",48,,31,15,2,
"Superior univ. incompleta (057)",19,,10,7,2,
"Superior univ. completa (058)",28,,12,12,4,
,,,,,,
"Area Rural (060)",57,2,21,16,15,3
"Sin nivel (061)",3,,,1,1,1
"Primaria (063)",24,2,3,7,10,2
"Secundaria (064)",20,,10,6,4,
"Superior no univ. incompleta (065)",5,,5,,,
"Superior no univ. completa (066)",4,,3,1,,
"Superior univ. incompleta (067)",1,,,1,,
"Hombres (070)",45,2,14,13,13,3
"Sin nivel (071)",3,,,1,1,1
"Primaria (073)",21,2,3,6,8,2
"Secundaria (074)",17,,8,5,4,
"Superior no univ. incompleta (075)",2,,2,,,
"Superior no univ. completa (076)",1,,1,,,
"Superior univ. incompleta (077)",1,,,1,,
"Mujeres (080)",12,,7,3,2,
"Primaria (083)",3,,,1,2,
"Secundaria (084)",3,,2,1,,
"Superior no univ. incompleta (085)",3,,3,,,
"Superior no univ. completa (086)",3,,2,1,,
