"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia HUAMALIES",,,
"Viviendas particulares (001)",4870,4329,541
"Ocupantes presentes (002)",21775,19347,2428
"Casa independiente",,,
"Viviendas particulares (004)",4778,4262,516
"Ocupantes presentes (005)",21418,19089,2329
"Departamento en edificio",,,
"Viviendas particulares (007)",3,3,
"Ocupantes presentes (008)",11,11,
"Vivienda en quinta",,,
"Viviendas particulares (010)",28,26,2
"Ocupantes presentes (011)",97,94,3
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",31,23,8
"Ocupantes presentes (014)",134,92,42
"Choza o cabaña",,,
"Viviendas particulares (016)",28,13,15
"Ocupantes presentes (017)",111,57,54
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",2,2,
"Ocupantes presentes (023)",4,4,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",2754,2584,170
"Ocupantes presentes (029)",12198,11418,780
"Casa independiente",,,
"Viviendas particulares (031)",2691,2531,160
"Ocupantes presentes (032)",11953,11218,735
"Departamento en edificio",,,
"Viviendas particulares (034)",3,3,
"Ocupantes presentes (035)",11,11,
"Vivienda en quinta",,,
"Viviendas particulares (037)",28,26,2
"Ocupantes presentes (038)",97,94,3
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",31,23,8
"Ocupantes presentes (041)",134,92,42
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,1,
"Ocupantes presentes (050)",3,3,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",2116,1745,371
"Ocupantes presentes (056)",9577,7929,1648
"Casa independiente",,,
"Viviendas particulares (058)",2087,1731,356
"Ocupantes presentes (059)",9465,7871,1594
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",28,13,15
"Ocupantes presentes (071)",111,57,54
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",1,1,
"Otro tipo",,,
