"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia BOLIVAR (000)",5331,5191,1528,476,555,501,787,616,728,140
"Católica (001)",4131,4016,1217,355,430,396,592,463,563,115
"Cristiana/Evangélica (002)",808,790,208,75,77,71,136,107,116,18
"Otra (003)",236,233,66,19,28,18,38,32,32,3
"Ninguna (004)",156,152,37,27,20,16,21,14,17,4
,,,,,,,,,,
"URBANA (006)",2051,2005,622,185,256,223,292,196,231,46
"Católica (007)",1639,1600,504,147,211,181,222,147,188,39
"Cristiana/Evangélica (008)",251,245,74,19,26,23,44,32,27,6
"Otra (009)",114,113,31,8,15,12,21,14,12,1
"Ninguna (010)",47,47,13,11,4,7,5,3,4,
,,,,,,,,,,
"RURAL (012)",3280,3186,906,291,299,278,495,420,497,94
"Católica (013)",2492,2416,713,208,219,215,370,316,375,76
"Cristiana/Evangélica (014)",557,545,134,56,51,48,92,75,89,12
"Otra (015)",122,120,35,11,13,6,17,18,20,2
"Ninguna (016)",109,105,24,16,16,9,16,11,13,4
