"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CAJATAMBO (000)",7853,396,935,1011,672,911,1063,1865,1000
"Sabe leer y escribir (001)",6684,,725,1003,665,896,1037,1638,720
"No sabe leer y escribir (002)",1169,396,210,8,7,15,26,227,280
"Hombres (004)",4017,199,459,514,368,476,541,975,485
"Sabe leer y escribir (005)",3630,,359,510,364,468,535,948,446
"No sabe leer y escribir (006)",387,199,100,4,4,8,6,27,39
"Mujeres (008)",3836,197,476,497,304,435,522,890,515
"Sabe leer y escribir (009)",3054,,366,493,301,428,502,690,274
"No sabe leer y escribir (010)",782,197,110,4,3,7,20,200,241
,,,,,,,,,
"URBANA (012)",4762,227,540,649,440,499,631,1142,634
"Sabe leer y escribir (013)",4080,,443,649,435,488,619,1004,442
"No sabe leer y escribir (014)",682,227,97,,5,11,12,138,192
"Hombres (016)",2368,112,283,323,246,250,310,557,287
"Sabe leer y escribir (017)",2152,,232,323,242,243,306,543,263
"No sabe leer y escribir (018)",216,112,51,,4,7,4,14,24
"Mujeres (020)",2394,115,257,326,194,249,321,585,347
"Sabe leer y escribir (021)",1928,,211,326,193,245,313,461,179
"No sabe leer y escribir (022)",466,115,46,,1,4,8,124,168
,,,,,,,,,
"RURAL (024)",3091,169,395,362,232,412,432,723,366
"Sabe leer y escribir (025)",2604,,282,354,230,408,418,634,278
"No sabe leer y escribir (026)",487,169,113,8,2,4,14,89,88
"Hombres (028)",1649,87,176,191,122,226,231,418,198
"Sabe leer y escribir (029)",1478,,127,187,122,225,229,405,183
"No sabe leer y escribir (030)",171,87,49,4,,1,2,13,15
"Mujeres (032)",1442,82,219,171,110,186,201,305,168
"Sabe leer y escribir (033)",1126,,155,167,108,183,189,229,95
"No sabe leer y escribir (034)",316,82,64,4,2,3,12,76,73
