"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",26310,13383,86,179,11058,374,25,23,272,910
"Hombres (001)",10507,6979,65,88,2353,202,19,16,272,513
"Mujeres (002)",15803,6404,21,91,8705,172,6,7,,397
"De 06 a 14 años (003)",11840,10698,,,520,234,1,2,,385
"Hombres (004)",5989,5489,,,198,128,,2,,172
"Mujeres (005)",5851,5209,,,322,106,1,,,213
"De 15 a 29 años (006)",8329,2608,6,77,5084,,16,8,272,258
"Hombres (007)",2910,1466,6,36,947,,13,6,272,164
"Mujeres (008)",5419,1142,,41,4137,,3,2,,94
"De 30 a 44 años (009)",3177,55,7,51,2960,,3,8,,93
"Hombres (010)",699,19,5,29,579,,2,5,,60
"Mujeres (011)",2478,36,2,22,2381,,1,3,,33
"De 45 a 64 años (012)",2073,19,46,38,1849,8,4,1,,108
"Hombres (013)",562,4,34,18,422,5,4,1,,74
"Mujeres (014)",1511,15,12,20,1427,3,,,,34
"De 65 y más años (015)",891,3,27,13,645,132,1,4,,66
"Hombres (016)",347,1,20,5,207,69,,2,,43
"Mujeres (017)",544,2,7,8,438,63,1,2,,23
,,,,,,,,,,
"AREA URBANA (018)",8276,4324,53,94,3359,94,16,7,132,197
"Hombres (019)",3455,2201,35,46,866,47,10,6,132,112
"Mujeres (020)",4821,2123,18,48,2493,47,6,1,,85
"De 06 a 14 años (021)",3435,3144,,,157,56,1,1,,76
"Hombres (022)",1694,1564,,,60,28,,1,,41
"Mujeres (023)",1741,1580,,,97,28,1,,,35
"De 15 a 29 años (024)",2883,1148,2,34,1495,,8,1,132,63
"Hombres (025)",1167,626,2,16,351,,5,1,132,34
"Mujeres (026)",1716,522,,18,1144,,3,,,29
"De 30 a 44 años (027)",1068,29,5,30,980,,3,1,,20
"Hombres (028)",266,10,3,17,218,,2,1,,15
"Mujeres (029)",802,19,2,13,762,,1,,,5
"De 45 a 64 años (030)",624,3,34,23,547,,3,1,,13
"Hombres (031)",214,1,23,12,168,,3,1,,6
"Mujeres (032)",410,2,11,11,379,,,,,7
"De 65 y más años (033)",266,,12,7,180,38,1,3,,25
"Hombres (034)",114,,7,1,69,19,,2,,16
"Mujeres (035)",152,,5,6,111,19,1,1,,9
,,,,,,,,,,
"AREA RURAL (036)",18034,9059,33,85,7699,280,9,16,140,713
"Hombres (037)",7052,4778,30,42,1487,155,9,10,140,401
"Mujeres (038)",10982,4281,3,43,6212,125,,6,,312
"De 06 a 14 años (039)",8405,7554,,,363,178,,1,,309
"Hombres (040)",4295,3925,,,138,100,,1,,131
"Mujeres (041)",4110,3629,,,225,78,,,,178
"De 15 a 29 años (042)",5446,1460,4,43,3589,,8,7,140,195
"Hombres (043)",1743,840,4,20,596,,8,5,140,130
"Mujeres (044)",3703,620,,23,2993,,,2,,65
"De 30 a 44 años (045)",2109,26,2,21,1980,,,7,,73
"Hombres (046)",433,9,2,12,361,,,4,,45
"Mujeres (047)",1676,17,,9,1619,,,3,,28
"De 45 a 64 años (048)",1449,16,12,15,1302,8,1,,,95
"Hombres (049)",348,3,11,6,254,5,1,,,68
"Mujeres (050)",1101,13,1,9,1048,3,,,,27
"De 65 y más años (051)",625,3,15,6,465,94,,1,,41
"Hombres (052)",233,1,13,4,138,50,,,,27
"Mujeres (053)",392,2,2,2,327,44,,1,,14
