"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CHOTA (000)",117915,19924,20921,22344,19084,13438,22204
"Conviviente (001)",30750,490,5464,9401,6861,3931,4603
"Separado(a) (002)",3226,20,364,715,817,556,754
"Casado(a) (003)",35095,74,1561,6501,8536,7031,11392
"Viudo(a) (004)",5086,4,25,132,343,565,4017
"Divorciado(a) (005)",287,,20,46,64,59,98
"Soltero(a) (006)",43471,19336,13487,5549,2463,1296,1340
"Hombres (008)",56472,10035,10044,10574,8939,6295,10585
"Conviviente (009)",14879,125,1848,4681,3592,2050,2583
"Separado(a) (010)",531,2,30,80,138,101,180
"Casado(a) (011)",17219,31,420,2819,4112,3530,6307
"Viudo(a) (012)",1193,1,2,22,68,118,982
"Divorciado(a) (013)",76,,3,12,12,17,32
"Soltero(a) (014)",22574,9876,7741,2960,1017,479,501
"Mujeres (016)",61443,9889,10877,11770,10145,7143,11619
"Conviviente (017)",15871,365,3616,4720,3269,1881,2020
"Separado(a) (018)",2695,18,334,635,679,455,574
"Casado(a) (019)",17876,43,1141,3682,4424,3501,5085
"Viudo(a) (020)",3893,3,23,110,275,447,3035
"Divorciado(a) (021)",211,,17,34,52,42,66
"Soltero(a) (022)",20897,9460,5746,2589,1446,817,839
,,,,,,,
"URBANA (024)",25070,3878,4142,4976,4531,3191,4352
"Conviviente (025)",5755,111,899,1905,1454,704,682
"Separado(a) (026)",713,5,52,158,196,145,157
"Casado(a) (027)",8294,22,243,1433,2238,1909,2449
"Viudo(a) (028)",891,1,7,20,58,90,715
"Divorciado(a) (029)",89,,5,14,20,19,31
"Soltero(a) (030)",9328,3739,2936,1446,565,324,318
"Hombres (032)",12111,1963,1928,2295,2157,1588,2180
"Conviviente (033)",2796,40,266,919,767,400,404
"Separado(a) (034)",153,,12,23,42,37,39
"Casado(a) (035)",4189,10,59,581,1094,1009,1436
"Viudo(a) (036)",196,,,4,8,20,164
"Divorciado(a) (037)",22,,1,3,5,5,8
"Soltero(a) (038)",4755,1913,1590,765,241,117,129
"Mujeres (040)",12959,1915,2214,2681,2374,1603,2172
"Conviviente (041)",2959,71,633,986,687,304,278
"Separado(a) (042)",560,5,40,135,154,108,118
"Casado(a) (043)",4105,12,184,852,1144,900,1013
"Viudo(a) (044)",695,1,7,16,50,70,551
"Divorciado(a) (045)",67,,4,11,15,14,23
"Soltero(a) (046)",4573,1826,1346,681,324,207,189
,,,,,,,
"RURAL (048)",92845,16046,16779,17368,14553,10247,17852
"Conviviente (049)",24995,379,4565,7496,5407,3227,3921
"Separado(a) (050)",2513,15,312,557,621,411,597
"Casado(a) (051)",26801,52,1318,5068,6298,5122,8943
"Viudo(a) (052)",4195,3,18,112,285,475,3302
"Divorciado(a) (053)",198,,15,32,44,40,67
"Soltero(a) (054)",34143,15597,10551,4103,1898,972,1022
"Hombres (056)",44361,8072,8116,8279,6782,4707,8405
"Conviviente (057)",12083,85,1582,3762,2825,1650,2179
"Separado(a) (058)",378,2,18,57,96,64,141
"Casado(a) (059)",13030,21,361,2238,3018,2521,4871
"Viudo(a) (060)",997,1,2,18,60,98,818
"Divorciado(a) (061)",54,,2,9,7,12,24
"Soltero(a) (062)",17819,7963,6151,2195,776,362,372
"Mujeres (064)",48484,7974,8663,9089,7771,5540,9447
"Conviviente (065)",12912,294,2983,3734,2582,1577,1742
"Separado(a) (066)",2135,13,294,500,525,347,456
"Casado(a) (067)",13771,31,957,2830,3280,2601,4072
"Viudo(a) (068)",3198,2,16,94,225,377,2484
"Divorciado(a) (069)",144,,13,23,37,28,43
"Soltero(a) (070)",16324,7634,4400,1908,1122,610,650
