"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia MARISCAL NIETO",,,,,,,,
"Hogares (001)",23565,19223,14285,6186,1878,7136,3502,2929
"Ocupantes presentes (002)",71151,60270,48006,21595,6696,25776,12881,6462
"Casa independiente",,,,,,,,
"Hogares (004)",20588,17008,13377,5892,1796,6907,3380,2301
"Ocupantes presentes (005)",63701,54523,45338,20665,6407,24952,12475,5134
"Departamento en edificio",,,,,,,,
"Hogares (007)",239,193,208,124,62,124,88,16
"Ocupantes presentes (008)",684,557,607,394,218,407,300,39
"Vivienda en quinta",,,,,,,,
"Hogares (010)",74,65,54,22,11,23,10,6
"Ocupantes presentes (011)",219,202,178,79,45,95,39,8
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",71,49,44,15,3,11,5,11
"Ocupantes presentes (014)",207,157,127,47,13,38,12,26
"Choza o cabaña",,,,,,,,
"Hogares (016)",938,711,40,11,,4,1,222
"Ocupantes presentes (017)",2311,1789,146,44,,9,1,510
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1613,1167,548,119,5,66,15,364
"Ocupantes presentes (020)",3951,2991,1579,362,10,273,51,728
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",26,18,13,2,1,1,2,5
"Ocupantes presentes (023)",58,36,30,3,3,2,2,12
"Otro tipo",,,,,,,,
"Hogares (025)",16,12,1,1,,,1,4
"Ocupantes presentes (026)",20,15,1,1,,,1,5
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",20142,16485,13477,6011,1863,6947,3469,2311
"Ocupantes presentes (029)",61771,52497,45371,20971,6648,25112,12767,5054
"Casa independiente",,,,,,,,
"Hogares (031)",18114,14989,12609,5728,1781,6722,3348,1908
"Ocupantes presentes (032)",56647,48550,42849,20085,6359,24297,12362,4240
"Departamento en edificio",,,,,,,,
"Hogares (034)",239,193,208,124,62,124,88,16
"Ocupantes presentes (035)",684,557,607,394,218,407,300,39
"Vivienda en quinta",,,,,,,,
"Hogares (037)",74,65,54,22,11,23,10,6
"Ocupantes presentes (038)",219,202,178,79,45,95,39,8
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",71,49,44,15,3,11,5,11
"Ocupantes presentes (041)",207,157,127,47,13,38,12,26
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1613,1167,548,119,5,66,15,364
"Ocupantes presentes (047)",3951,2991,1579,362,10,273,51,728
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",26,18,13,2,1,1,2,5
"Ocupantes presentes (050)",58,36,30,3,3,2,2,12
"Otro tipo",,,,,,,,
"Hogares (052)",5,4,1,1,,,1,1
"Ocupantes presentes (053)",5,4,1,1,,,1,1
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",3423,2738,808,175,15,189,33,618
"Ocupantes presentes (056)",9380,7773,2635,624,48,664,114,1408
"Casa independiente",,,,,,,,
"Hogares (058)",2474,2019,768,164,15,185,32,393
"Ocupantes presentes (059)",7054,5973,2489,580,48,655,113,894
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",938,711,40,11,,4,1,222
"Ocupantes presentes (071)",2311,1789,146,44,,9,1,510
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",11,8,,,,,,3
"Ocupantes presentes (080)",15,11,,,,,,4
