"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MORROPON (000)",4013,838,3175
"De 14 a 29 años (001)",1918,680,1238
"De 30 a 44 años (002)",1033,122,911
"De 45 a 64 años (003)",847,36,811
"De 65 y más años (004)",215,,215
"Hombres (005)",3445,612,2833
"De 14 a 29 años (006)",1529,481,1048
"De 30 a 44 años (007)",925,100,825
"De 45 a 64 años (008)",786,31,755
"De 65 y más años (009)",205,,205
"Mujeres (010)",568,226,342
"De 14 a 29 años (011)",389,199,190
"De 30 a 44 años (012)",108,22,86
"De 45 a 64 años (013)",61,5,56
"De 65 y más años (014)",10,,10
,,,
"AREA URBANA (015)",2326,500,1826
"De 14 a 29 años (016)",1110,400,710
"De 30 a 44 años (017)",593,80,513
"De 45 a 64 años (018)",495,20,475
"De 65 y más años (019)",128,,128
"Hombres (020)",1911,347,1564
"De 14 a 29 años (021)",839,266,573
"De 30 a 44 años (022)",508,65,443
"De 45 a 64 años (023)",445,16,429
"De 65 y más años (024)",119,,119
"Mujeres (025)",415,153,262
"De 14 a 29 años (026)",271,134,137
"De 30 a 44 años (027)",85,15,70
"De 45 a 64 años (028)",50,4,46
"De 65 y más años (029)",9,,9
,,,
"AREA RURAL (030)",1687,338,1349
"De 14 a 29 años (031)",808,280,528
"De 30 a 44 años (032)",440,42,398
"De 45 a 64 años (033)",352,16,336
"De 65 y más años (034)",87,,87
"Hombres (035)",1534,265,1269
"De 14 a 29 años (036)",690,215,475
"De 30 a 44 años (037)",417,35,382
"De 45 a 64 años (038)",341,15,326
"De 65 y más años (039)",86,,86
"Mujeres (040)",153,73,80
"De 14 a 29 años (041)",118,65,53
"De 30 a 44 años (042)",23,7,16
"De 45 a 64 años (043)",11,1,10
"De 65 y más años (044)",1,,1
