"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TOCACHE (000)",29315,4894,5927,14336,731,2802,625
"Conviviente (001)",12333,1732,2344,6880,374,775,228
"Separado(a) (002)",1267,148,242,741,34,31,71
"Casado(a) (003)",5998,1324,805,3225,181,371,92
"Viudo(a) (004)",700,50,85,492,24,31,18
"Divorciado(a) (005)",163,19,36,100,6,1,1
"Soltero(a) (006)",8854,1621,2415,2898,112,1593,215
"Hombres (008)",22915,3317,5396,11875,607,1688,32
"Conviviente (009)",9539,1178,2088,5784,315,167,7
"Separado(a) (010)",776,65,184,485,24,16,2
"Casado(a) (011)",4550,929,727,2652,152,85,5
"Viudo(a) (012)",364,8,53,278,13,12,
"Divorciado(a) (013)",121,11,27,79,4,,
"Soltero(a) (014)",7565,1126,2317,2597,99,1408,18
"Mujeres (016)",6400,1577,531,2461,124,1114,593
"Conviviente (017)",2794,554,256,1096,59,608,221
"Separado(a) (018)",491,83,58,256,10,15,69
"Casado(a) (019)",1448,395,78,573,29,286,87
"Viudo(a) (020)",336,42,32,214,11,19,18
"Divorciado(a) (021)",42,8,9,21,2,1,1
"Soltero(a) (022)",1289,495,98,301,13,185,197
,,,,,,,
"URBANA (024)",14980,4308,2324,6495,384,1038,431
"Conviviente (025)",6178,1475,986,3053,191,328,145
"Separado(a) (026)",605,134,87,310,16,9,49
"Casado(a) (027)",3601,1184,395,1652,107,197,66
"Viudo(a) (028)",312,42,37,198,11,14,10
"Divorciado(a) (029)",83,17,16,46,3,,1
"Soltero(a) (030)",4201,1456,803,1236,56,490,160
"Hombres (032)",10605,2928,2065,4755,290,544,23
"Conviviente (033)",4369,1009,864,2264,143,85,4
"Separado(a) (034)",282,60,60,152,8,2,
"Casado(a) (035)",2519,828,355,1208,83,41,4
"Viudo(a) (036)",115,7,22,77,6,3,
"Divorciado(a) (037)",54,9,11,32,2,,
"Soltero(a) (038)",3266,1015,753,1022,48,413,15
"Mujeres (040)",4375,1380,259,1740,94,494,408
"Conviviente (041)",1809,466,122,789,48,243,141
"Separado(a) (042)",323,74,27,158,8,7,49
"Casado(a) (043)",1082,356,40,444,24,156,62
"Viudo(a) (044)",197,35,15,121,5,11,10
"Divorciado(a) (045)",29,8,5,14,1,,1
"Soltero(a) (046)",935,441,50,214,8,77,145
,,,,,,,
"RURAL (048)",14335,586,3603,7841,347,1764,194
"Conviviente (049)",6155,257,1358,3827,183,447,83
"Separado(a) (050)",662,14,155,431,18,22,22
"Casado(a) (051)",2397,140,410,1573,74,174,26
"Viudo(a) (052)",388,8,48,294,13,17,8
"Divorciado(a) (053)",80,2,20,54,3,1,
"Soltero(a) (054)",4653,165,1612,1662,56,1103,55
"Hombres (056)",12310,389,3331,7120,317,1144,9
"Conviviente (057)",5170,169,1224,3520,172,82,3
"Separado(a) (058)",494,5,124,333,16,14,2
"Casado(a) (059)",2031,101,372,1444,69,44,1
"Viudo(a) (060)",249,1,31,201,7,9,
"Divorciado(a) (061)",67,2,16,47,2,,
"Soltero(a) (062)",4299,111,1564,1575,51,995,3
"Mujeres (064)",2025,197,272,721,30,620,185
"Conviviente (065)",985,88,134,307,11,365,80
"Separado(a) (066)",168,9,31,98,2,8,20
"Casado(a) (067)",366,39,38,129,5,130,25
"Viudo(a) (068)",139,7,17,93,6,8,8
"Divorciado(a) (069)",13,,4,7,1,1,
"Soltero(a) (070)",354,54,48,87,5,108,52
