"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",202,45,157
"Sin nivel (001)",6,1,5
"Educación inicial (002)",2,2,
"Primaria (003)",87,16,71
"Secundaria (004)",82,21,61
"Superior no univ. incompleta (005)",7,1,6
"Superior no univ. completa (006)",12,3,9
"Superior univ. incompleta (007)",1,,1
"Superior univ. completa (008)",5,1,4
"De 14 a 29 años (010)",101,41,60
"Sin nivel (011)",1,1,
"Educación inicial (012)",2,2,
"Primaria (013)",38,14,24
"Secundaria (014)",48,20,28
"Superior no univ. incompleta (015)",5,1,4
"Superior no univ. completa (016)",6,2,4
"Superior univ. completa (018)",1,1,
"De 30 a 44 años (020)",56,4,52
"Sin nivel (021)",3,,3
"Primaria (023)",25,2,23
"Secundaria (024)",22,1,21
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",3,1,2
"Superior univ. completa (028)",1,,1
"De 45 a 64 años (030)",35,,35
"Sin nivel (031)",2,,2
"Primaria (033)",18,,18
"Secundaria (034)",8,,8
"Superior no univ. completa (036)",3,,3
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",3,,3
"De 65 y más años (040)",10,,10
"Primaria (043)",6,,6
"Secundaria (044)",4,,4
,,,
"AREA URBANA (050)",119,18,101
"Sin nivel (051)",3,1,2
"Educación inicial (052)",1,1,
"Primaria (053)",40,3,37
"Secundaria (054)",56,10,46
"Superior no univ. incompleta (055)",4,,4
"Superior no univ. completa (056)",11,3,8
"Superior univ. incompleta (057)",1,,1
"Superior univ. completa (058)",3,,3
"De 14 a 29 años (060)",50,14,36
"Sin nivel (061)",1,1,
"Educación inicial (062)",1,1,
"Primaria (063)",10,1,9
"Secundaria (064)",28,9,19
"Superior no univ. incompleta (065)",4,,4
"Superior no univ. completa (066)",6,2,4
"De 30 a 44 años (070)",39,4,35
"Sin nivel (071)",1,,1
"Primaria (073)",17,2,15
"Secundaria (074)",18,1,17
"Superior no univ. completa (076)",3,1,2
"De 45 a 64 años (080)",22,,22
"Sin nivel (081)",1,,1
"Primaria (083)",8,,8
"Secundaria (084)",7,,7
"Superior no univ. completa (086)",2,,2
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",3,,3
"De 65 y más años (090)",8,,8
"Primaria (093)",5,,5
"Secundaria (094)",3,,3
,,,
"AREA RURAL (100)",83,27,56
"Sin nivel (101)",3,,3
"Educación inicial (102)",1,1,
"Primaria (103)",47,13,34
"Secundaria (104)",26,11,15
"Superior no univ. incompleta (105)",3,1,2
"Superior no univ. completa (106)",1,,1
"Superior univ. completa (108)",2,1,1
"De 14 a 29 años (110)",51,27,24
"Educación inicial (112)",1,1,
"Primaria (113)",28,13,15
"Secundaria (114)",20,11,9
"Superior no univ. incompleta (115)",1,1,
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",17,,17
"Sin nivel (121)",2,,2
"Primaria (123)",8,,8
"Secundaria (124)",4,,4
"Superior no univ. incompleta (125)",2,,2
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",13,,13
"Sin nivel (131)",1,,1
"Primaria (133)",10,,10
"Secundaria (134)",1,,1
"Superior no univ. completa (136)",1,,1
"De 65 y más años (140)",2,,2
"Primaria (143)",1,,1
"Secundaria (144)",1,,1
